This file was created using the 201904 Bloomberg database.,,,,,,,,,,,
,,,,,,,,,,,
Missing data are indicated by -99.99.,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,Mkt-RF,SMB,HML,RMW,CMA,RF,Mkt-RF_log,SMB_log,HML_log,RMW_log,CMA_log
19951020,0.69,-0.07,0.02,-0.43,0.43,0.02,0.687630394,-0.070024511,0.019998,-0.430927159,0.429078142
19951023,0.3,-0.21,-0.01,0.18,0.09,0.02,0.299550898,-0.210220809,-0.0100005,0.179838194,0.089959524
19951024,-0.95,0.28,0.13,0,-0.16,0.02,-0.954541284,0.27960873,0.129915573,0,-0.160128137
19951025,-1.1,0.32,-0.07,0.16,0.09,0.02,-1.106094736,0.31948909,-0.070024511,0.159872136,0.089959524
19951026,-1.45,0.51,0.47,0.6,-0.54,0.02,-1.460615239,0.508703905,0.468898949,0.598207168,-0.54146327
19951027,-2.13,1.25,0.07,0.64,-0.58,0.02,-2.153011855,1.242252,0.069975511,0.637960696,-0.581688532
19951030,0.53,-0.97,0.04,-0.15,0.47,0.02,0.528600443,-0.974735145,0.039992002,-0.150112613,0.468898949
19951031,0.72,-0.67,-0.46,-0.62,0.15,0.02,0.717420375,-0.672254576,-0.461061256,-0.621929981,0.149887612
19951101,-1.63,0.5,0.07,-0.13,0.01,0.02,-1.643430646,0.498754151,0.069975511,-0.130084573,0.0099995
19951102,1.14,-0.65,-0.23,-1,0.68,0.02,1.133550966,-0.652121699,-0.230264906,-1.005033585,0.677698428
19951103,0.14,0,0,0,0,0.02,0.139902091,0,0,0,0
19951106,0.68,0.41,0.47,0.25,-0.17,0.02,0.677698428,0.40916179,0.468898949,0.24968802,-0.170144664
19951107,0.15,0.03,-0.14,-0.16,0.12,0.02,0.149887612,0.029995501,-0.140098092,-0.160128137,0.119928058
19951108,-0.07,0.6,-0.16,-0.36,0.22,0.02,-0.070024511,0.598207168,-0.160128137,-0.360649559,0.219758354
19951109,1.94,0.34,0,-0.19,0.3,0.02,1.921421892,0.339423307,0,-0.190180729,0.299550898
19951110,-0.51,0.13,0.12,-0.24,0.23,0.02,-0.511304939,0.129915573,0.119928058,-0.240288462,0.229735905
19951113,-1.32,0.28,0.43,-0.15,-0.07,0.02,-1.328789433,0.27960873,0.429078142,-0.150112613,-0.070024511
19951114,0.33,-0.47,-0.02,-0.2,-0.04,0.02,0.329456695,-0.471107973,-0.020002,-0.200200267,-0.040008002
19951115,-0.69,0.39,0.15,-0.26,0.25,0.02,-0.692391507,0.389241472,0.149887612,-0.260338587,0.24968802
19951116,0.29,-0.89,-0.1,-0.32,0.42,0.02,0.289580311,-0.893984157,-0.100050033,-0.320513095,0.419120462
19951117,0.84,-0.3,-0.47,-0.87,0.76,0.02,0.836491633,-0.300450902,-0.471107973,-0.873806594,0.75712655
19951120,1.99,-0.42,-0.21,-1,0.5,0.02,1.970458327,-0.420884477,-0.210220809,-1.005033585,0.498754151
19951121,-0.41,0.11,0.72,-0.04,-0.12,0.02,-0.410842804,0.109939544,0.717420375,-0.040008002,-0.120072058
19951122,-0.05,0.24,0.07,0.14,-0.03,0.02,-0.050012504,0.23971246,0.069975511,0.139902091,-0.030004501
19951123,0.1,0,0,0,0,0.02,0.099950033,0,0,0,0
19951124,-0.95,-0.1,0.14,0.11,-0.07,0.02,-0.954541284,-0.100050033,0.139902091,0.109939544,-0.070024511
19951127,1.27,-0.56,-0.17,-0.5,0.34,0.02,1.262003136,-0.561573879,-0.170144664,-0.501254182,0.339423307
19951128,1.09,0.13,-0.36,-0.45,0.4,0.02,1.084102318,0.129915573,-0.360649559,-0.451015548,0.399202127
19951129,-0.95,0.94,0.21,0.27,0.05,0.02,-0.954541284,0.935609492,0.209779808,0.269636155,0.049987504
19951130,0.75,-0.28,-0.07,-0.7,0.26,0.02,0.747201484,-0.280392733,-0.070024511,-0.702461494,0.259662585
19951201,1.86,0.16,0,-0.43,0.13,0.02,1.842913547,0.159872136,0,-0.430927159,0.129915573
19951204,0.27,0.3,-0.1,-0.19,-0.03,0.02,0.269636155,0.299550898,-0.100050033,-0.190180729,-0.030004501
19951205,0.08,0.06,-0.03,-0.04,0.05,0.02,0.079968017,0.059982007,-0.030004501,-0.040008002,0.049987504
19951206,0.04,-0.17,0.34,-0.1,0.3,0.02,0.039992002,-0.170144664,0.339423307,-0.100050033,0.299550898
19951207,1.91,-0.9,-0.01,-0.87,0.58,0.02,1.891988485,-0.904074465,-0.0100005,-0.873806594,0.578324476
19951208,-0.5,0.92,0.21,0.06,0.07,0.02,-0.501254182,0.915793778,0.209779808,0.059982007,0.069975511
19951211,-0.16,0.57,0.2,0.14,0.09,0.02,-0.160128137,0.568381647,0.199800266,0.139902091,0.089959524
19951212,-0.3,-0.17,0.28,-0.51,0.33,0.02,-0.300450902,-0.170144664,0.27960873,-0.511304939,0.329456695
19951213,0,0.08,-0.08,-0.22,-0.01,0.02,0,0.079968017,-0.080032017,-0.220242356,-0.0100005
19951214,0.88,-0.05,0.06,-0.24,-0.25,0.02,0.876150567,-0.050012504,0.059982007,-0.240288462,-0.250313022
19951215,-1.14,0.36,0.37,0.14,-0.23,0.02,-1.146547811,0.359353551,0.369317184,0.139902091,-0.230264906
19951218,0.54,-0.08,0.03,0.2,-0.08,0.02,0.538547228,-0.080032017,0.029995501,0.199800266,-0.080032017
19951219,-1.27,-0.12,0.07,0.19,0,0.02,-1.278133436,-0.120072058,0.069975511,0.189819728,0
19951220,1.81,-0.53,0.13,-0.59,0.15,0.02,1.793814513,-0.531409482,0.129915573,-0.591747376,0.149887612
19951221,0.84,-0.47,-0.03,-0.28,0.25,0.02,0.836491633,-0.471107973,-0.030004501,-0.280392733,0.24968802
19951222,-0.01,-0.24,0.1,0.06,-0.12,0.02,-0.0100005,-0.240288462,0.099950033,0.059982007,-0.120072058
19951225,0.13,0.27,0.13,-0.33,-0.06,0.02,0.129915573,0.269636155,0.129915573,-0.330545701,-0.060018007
19951226,0.35,0.49,0.2,-0.28,0.03,0.02,0.349388925,0.488803407,0.199800266,-0.280392733,0.029995501
19951227,0.13,0.53,0.05,-0.12,0.23,0.02,0.129915573,0.528600443,0.049987504,-0.120072058,0.229735905
19951228,-0.62,1.08,0.36,0.7,-0.44,0.02,-0.621929981,1.074209653,0.359353551,0.697561374,-0.440970849
19951229,-0.52,-0.23,0.17,-0.07,0.03,0.02,-0.521356705,-0.230264906,0.169855664,-0.070024511,0.029995501
19960101,0.04,0,0,0,0,0.02,0.039992002,0,0,0,0
19960102,-0.5,0,0,0,0,0.02,-0.501254182,0,0,0,0
19960103,-0.89,0,0,0,0,0.02,-0.893984157,0,0,0,0
19960104,2.91,-2.16,0.45,0.19,0.56,0.02,2.868463386,-2.183669461,0.448990527,0.189819728,0.558437829
19960105,-0.17,0.76,0.24,0.15,-0.05,0.02,-0.170144664,0.75712655,0.23971246,0.149887612,-0.050012504
19960108,-0.5,0.89,0.06,-0.16,0.18,0.02,-0.501254182,0.886062843,0.059982007,-0.160128137,0.179838194
19960109,0.88,0.76,0.19,-0.18,0.23,0.02,0.876150567,0.75712655,0.189819728,-0.180162195,0.229735905
19960110,-0.75,0.59,0.16,0,-0.03,0.02,-0.752826642,0.588266316,0.159872136,0,-0.030004501
19960111,-1.06,0.53,0.39,0.13,-0.24,0.02,-1.065658019,0.528600443,0.389241472,0.129915573,-0.240288462
19960112,-0.89,1.08,-0.19,-0.48,0.05,0.02,-0.893984157,1.074209653,-0.190180729,-0.4811557,0.049987504
19960115,-0.09,0,0,0,0,0.02,-0.090040524,0,0,0,0
19960116,-0.08,-0.15,0.18,0.2,0.13,0.02,-0.080032017,-0.150112613,0.179838194,0.199800266,0.129915573
19960117,0.61,-0.31,0.35,0.84,-0.47,0.02,0.608147032,-0.310481495,0.349388925,0.836491633,-0.471107973
19960118,-1.1,-0.7,-0.04,1.41,-0.96,0.02,-1.106094736,-0.702461494,-0.040008002,1.400151964,-0.964637705
19960119,0.18,0.45,0.11,-0.16,-0.33,0.02,0.179838194,0.448990527,0.109939544,-0.160128137,-0.330545701
19960122,-1.3,0.57,0.28,0.6,-0.24,0.02,-1.308523955,0.568381647,0.27960873,0.598207168,-0.240288462
19960123,-0.56,0.29,-0.04,-0.24,-0.17,0.02,-0.561573879,0.289580311,-0.040008002,-0.240288462,-0.170144664
19960124,-0.55,-0.56,-0.38,-0.81,0.67,0.02,-0.551518069,-0.561573879,-0.380723834,-0.813298323,0.667765475
19960125,0.53,-0.06,0.22,-0.5,0.36,0.02,0.528600443,-0.060018007,0.219758354,-0.501254182,0.359353551
19960126,1.25,0.11,-0.29,-0.35,0.65,0.02,1.242252,0.109939544,-0.290421315,-0.350613933,0.64789661
19960129,-0.28,1.04,-0.15,-0.15,0.03,0.02,-0.280392733,1.034629205,-0.150112613,-0.150112613,0.029995501
19960130,-0.38,0.27,0.24,-0.2,0.17,0.02,-0.380723834,0.269636155,0.23971246,-0.200200267,0.169855664
19960131,1.12,-0.07,0.28,-0.35,0.06,0.02,1.113774441,-0.070024511,0.27960873,-0.350613933,0.059982007
19960201,0.94,0.25,-0.18,-0.58,0.4,0.02,0.935609492,0.24968802,-0.180162195,-0.581688532,0.399202127
19960202,0,0.84,0.11,0.37,-0.22,0.02,0,0.836491633,0.109939544,0.369317184,-0.220242356
19960205,0.15,0.48,0.16,0.53,-0.04,0.02,0.149887612,0.478851673,0.159872136,0.528600443,-0.040008002
19960206,0.16,-0.28,-0.46,-0.16,0.11,0.02,0.159872136,-0.280392733,-0.461061256,-0.160128137,0.109939544
19960207,0.09,-0.68,-0.34,-0.64,0.51,0.02,0.089959524,-0.682322535,-0.340579313,-0.64205678,0.508703905
19960208,-0.52,-0.35,0.03,-0.01,-0.32,0.02,-0.521356705,-0.350613933,0.029995501,-0.0100005,-0.320513095
19960209,-0.45,0.28,0.16,0.39,-0.52,0.02,-0.451015548,0.27960873,0.159872136,0.389241472,-0.521356705
19960212,0.16,0,0,0,0,0.02,0.159872136,0,0,0,0
19960213,-0.5,-0.31,-0.03,0.76,-0.48,0.02,-0.501254182,-0.310481495,-0.030004501,0.75712655,-0.4811557
19960214,0.92,-0.12,0.06,-0.6,0.14,0.02,0.915793778,-0.120072058,0.059982007,-0.601807233,0.139902091
19960215,0.06,-0.37,-0.02,0.41,-0.16,0.02,0.059982007,-0.370686193,-0.020002,0.40916179,-0.160128137
19960216,-0.09,-0.98,-0.06,0.43,-0.15,0.02,-0.090040524,-0.984833605,-0.060018007,0.429078142,-0.150112613
19960219,0.59,0.27,0.25,0.03,-0.11,0.02,0.588266316,0.269636155,0.24968802,0.029995501,-0.110060544
19960220,-2.02,0.22,0.03,0.07,-0.13,0.02,-2.040680978,0.219758354,0.029995501,0.069975511,-0.130084573
19960221,-0.16,0.42,-0.12,0.44,-0.17,0.02,-0.160128137,0.419120462,-0.120072058,0.43903483,-0.170144664
19960222,-0.06,-0.04,-0.08,-0.21,-0.03,0.02,-0.060018007,-0.040008002,-0.080032017,-0.210220809,-0.030004501
19960223,-0.2,0.37,-0.03,0.27,-0.15,0.02,-0.200200267,0.369317184,-0.030004501,0.269636155,-0.150112613
19960226,0.75,0.12,-0.2,-0.15,0.16,0.02,0.747201484,0.119928058,-0.200200267,-0.150112613,0.159872136
19960227,-1.15,0.34,0.3,0.55,-0.55,0.02,-1.156663637,0.339423307,0.299550898,0.548493023,-0.551518069
19960228,-0.81,0.36,0.33,0.21,-0.22,0.02,-0.813298323,0.359353551,0.329456695,0.209779808,-0.220242356
19960229,0.35,-1.09,-0.23,-0.39,0.1,0.02,0.349388925,-1.095984024,-0.230264906,-0.390762483,0.099950033
19960301,0.14,0.11,-0.13,-0.73,0.45,0.02,0.139902091,0.109939544,-0.130084573,-0.732677539,0.448990527
19960304,-0.5,0.53,0.11,0.27,-0.04,0.02,-0.501254182,0.528600443,0.109939544,0.269636155,-0.040008002
19960305,-0.06,0.13,0.04,-0.09,-0.23,0.02,-0.060018007,0.129915573,0.039992002,-0.090040524,-0.230264906
19960306,-0.49,-0.24,0.12,-0.18,0.2,0.02,-0.491204436,-0.240288462,0.119928058,-0.180162195,0.199800266
19960307,-1.18,0.71,0.04,0.39,-0.33,0.02,-1.187017257,0.707491367,0.039992002,0.389241472,-0.330545701
19960308,0.4,-0.44,-0.11,-0.88,0.41,0.02,0.399202127,-0.440970849,-0.110060544,-0.883894867,0.40916179
19960311,-1.04,-0.27,0.31,0.39,-0.1,0.02,-1.04544579,-0.270365157,0.309520491,0.389241472,-0.100050033
19960312,0.91,-0.06,-0.22,-0.42,0.3,0.02,0.905884449,-0.060018007,-0.220242356,-0.420884477,0.299550898
19960313,-0.78,-0.06,-0.15,0.17,-0.19,0.02,-0.783057912,-0.060018007,-0.150112613,0.169855664,-0.190180729
19960314,0.33,-0.86,-0.39,-0.42,0.06,0.02,0.329456695,-0.86371934,-0.390762483,-0.420884477,0.059982007
19960315,0.69,-0.43,-0.25,-1.05,0.74,0.02,0.687630394,-0.430927159,-0.250313022,-1.055551394,0.737275433
19960318,0.24,-0.31,0.03,0.52,0.01,0.02,0.23971246,-0.310481495,0.029995501,0.518652669,0.0099995
19960319,0.61,-0.12,0.11,-0.04,0.43,0.02,0.608147032,-0.120072058,0.109939544,-0.040008002,0.429078142
19960320,-0.29,0,0,0,0,0.02,-0.290421315,0,0,0,0
19960321,0.69,-0.54,-0.03,-0.06,-0.32,0.02,0.687630394,-0.54146327,-0.030004501,-0.060018007,-0.320513095
19960322,-0.11,-0.06,0.24,0.46,-0.22,0.02,-0.110060544,-0.060018007,0.23971246,0.458945233,-0.220242356
19960325,1.31,-0.26,-0.1,-0.38,0,0.02,1.301493708,-0.260338587,-0.100050033,-0.380723834,0
19960326,0.42,0.41,0.06,-0.04,0.24,0.02,0.419120462,0.40916179,0.059982007,-0.040008002,0.23971246
19960327,0.7,0.06,0.09,-0.77,0.4,0.02,0.697561374,0.059982007,0.089959524,-0.772979806,0.399202127
19960328,0.53,0.65,-0.14,0.17,0.09,0.02,0.528600443,0.64789661,-0.140098092,0.169855664,0.089959524
19960329,0.09,0.1,-0.56,-0.09,-0.24,0.02,0.089959524,0.099950033,-0.561573879,-0.090040524,-0.240288462
19960401,0.48,0.2,0.12,0.06,-0.23,0.02,0.478851673,0.199800266,0.119928058,0.059982007,-0.230264906
19960402,0,0.62,0.21,0.02,0.05,0.02,0,0.618085908,0.209779808,0.019998,0.049987504
19960403,0.45,0.55,-0.04,0.11,-0.03,0.02,0.448990527,0.548493023,-0.040008002,0.109939544,-0.030004501
19960404,-0.33,0.6,-0.18,0.27,-0.13,0.02,-0.330545701,0.598207168,-0.180162195,0.269636155,-0.130084573
19960405,0.42,-0.07,-0.13,-0.13,0.03,0.02,0.419120462,-0.070024511,-0.130084573,-0.130084573,0.029995501
19960408,-0.89,0.2,-0.11,0.4,-0.38,0.02,-0.893984157,0.199800266,-0.110060544,0.399202127,-0.380723834
19960409,0.6,0.08,-0.05,-0.47,0.29,0.02,0.598207168,0.079968017,-0.050012504,-0.471107973,0.289580311
19960410,0.28,0.33,-0.07,-0.16,0.06,0.02,0.27960873,0.329456695,-0.070024511,-0.160128137,0.059982007
19960411,-0.16,0.53,0.23,-0.33,0.43,0.02,-0.160128137,0.528600443,0.229735905,-0.330545701,0.429078142
19960412,-0.1,0.67,0.04,-0.32,0.32,0.02,-0.100050033,0.667765475,0.039992002,-0.320513095,0.31948909
19960415,0.77,0.16,0.11,-0.28,0.03,0.02,0.76705063,0.159872136,0.109939544,-0.280392733,0.029995501
19960416,0.2,0.1,0.18,0.51,-0.11,0.02,0.199800266,0.099950033,0.179838194,0.508703905,-0.110060544
19960417,-0.12,0.16,0.15,0.56,-0.32,0.02,-0.120072058,0.159872136,0.149887612,0.558437829,-0.320513095
19960418,1.06,0.32,0.17,0.17,-0.3,0.02,1.054421388,0.31948909,0.169855664,0.169855664,-0.300450902
19960419,-0.33,-0.13,0.07,-0.38,0.24,0.02,-0.330545701,-0.130084573,0.069975511,-0.380723834,0.23971246
19960422,1.46,-0.05,-0.08,-0.74,0.61,0.02,1.449444615,-0.050012504,-0.080032017,-0.742751583,0.608147032
19960423,0.33,-0.3,0.16,0.14,0.02,0.02,0.329456695,-0.300450902,0.159872136,0.139902091,0.019998
19960424,0.74,0.02,-0.05,0.07,0.08,0.02,0.737275433,0.019998,-0.050012504,0.069975511,0.079968017
19960425,-0.07,0.36,0.41,0.38,-0.03,0.02,-0.070024511,0.359353551,0.40916179,0.379279824,-0.030004501
19960426,1.52,0.11,-0.08,0.23,-0.08,0.02,1.508563742,0.109939544,-0.080032017,0.229735905,-0.080032017
19960429,0.46,0,0,0,0,0.02,0.458945233,0,0,0,0
19960430,-0.55,0.23,0.16,-0.17,-0.18,0.02,-0.551518069,0.229735905,0.159872136,-0.170144664,-0.180162195
19960501,-0.96,1.15,0.11,0.09,-0.16,0.02,-0.964637705,1.143437763,0.109939544,0.089959524,-0.160128137
19960502,0.28,1.31,0.17,0.1,0.42,0.02,0.27960873,1.301493708,0.169855664,0.099950033,0.419120462
19960503,-0.75,0,0,0,0,0.02,-0.752826642,0,0,0,0
19960506,0.27,0,0,0,0,0.02,0.269636155,0,0,0,0
19960507,-1.23,0.32,0.01,0.29,-0.15,0.02,-1.237627107,0.31948909,0.0099995,0.289580311,-0.150112613
19960508,0.69,-0.48,0.16,-0.39,0.1,0.02,0.687630394,-0.4811557,0.159872136,-0.390762483,0.099950033
19960509,-0.45,0.57,-0.09,0.21,-0.06,0.02,-0.451015548,0.568381647,-0.090040524,0.209779808,-0.060018007
19960510,-1.3,0.8,0.2,-0.28,-0.12,0.02,-1.308523955,0.796816965,0.199800266,-0.280392733,-0.120072058
19960513,-0.33,0.12,0.36,0.48,-0.22,0.02,-0.330545701,0.119928058,0.359353551,0.478851673,-0.220242356
19960514,-0.37,-0.88,-0.12,0.04,0.04,0.02,-0.370686193,-0.883894867,-0.120072058,0.039992002,0.039992002
19960515,1.13,-0.8,-0.39,-0.4,0.29,0.02,1.123663193,-0.80321717,-0.390762483,-0.40080214,0.289580311
19960516,0.75,0.51,0.15,-0.05,0.13,0.02,0.747201484,0.508703905,0.149887612,-0.050012504,0.129915573
19960517,-0.98,0.85,-0.09,-0.02,-0.12,0.02,-0.984833605,0.846407841,-0.090040524,-0.020002,-0.120072058
19960520,-0.05,0,-0.17,-0.29,-0.07,0.02,-0.050012504,0,-0.170144664,-0.290421315,-0.070024511
19960521,-0.08,-0.27,0.07,0.1,-0.01,0.02,-0.080032017,-0.270365157,0.069975511,0.099950033,-0.0100005
19960522,-0.34,0.03,0.31,0.43,-0.12,0.02,-0.340579313,0.029995501,0.309520491,0.429078142,-0.120072058
19960523,-0.99,0.3,0.32,0.21,-0.42,0.02,-0.994933085,0.299550898,0.31948909,0.209779808,-0.420884477
19960524,-0.86,-0.2,0.15,-0.17,0.3,0.02,-0.86371934,-0.200200267,0.149887612,-0.170144664,0.299550898
19960527,-0.38,-0.68,0.07,0.47,-0.14,0.02,-0.380723834,-0.682322535,0.069975511,0.468898949,-0.140098092
19960528,-0.02,-0.65,-0.16,-0.44,0.29,0.02,-0.020002,-0.652121699,-0.160128137,-0.440970849,0.289580311
19960529,0.96,0.11,0,-0.3,0.02,0.02,0.95542128,0.109939544,0,-0.300450902,0.019998
19960530,-0.06,-0.02,-0.24,0.18,0.01,0.02,-0.060018007,-0.020002,-0.240288462,0.179838194,0.0099995
19960531,0.11,-0.89,-0.18,0.34,-0.2,0.02,0.109939544,-0.893984157,-0.180162195,0.339423307,-0.200200267
19960603,-1.63,-1.36,0.06,1.42,-0.97,0.02,-1.643430646,-1.369332713,0.059982007,1.410012438,-0.974735145
19960604,0.61,-0.08,-0.26,-0.4,0.38,0.02,0.608147032,-0.080032017,-0.260338587,-0.40080214,0.379279824
19960605,-0.26,0.13,0.37,0.05,0.14,0.02,-0.260338587,0.129915573,0.369317184,0.049987504,0.139902091
19960606,-0.5,-0.19,0.01,0.43,-0.34,0.02,-0.501254182,-0.190180729,0.0099995,0.429078142,-0.340579313
19960607,-0.74,-0.57,0.13,0.29,-0.02,0.02,-0.742751583,-0.5716307,0.129915573,0.289580311,-0.020002
19960610,0.08,-0.15,0.13,0.15,-0.19,0.02,0.079968017,-0.150112613,0.129915573,0.149887612,-0.190180729
19960611,0.07,-0.24,-0.24,-0.07,0.07,0.02,0.069975511,-0.240288462,-0.240288462,-0.070024511,0.069975511
19960612,1.6,0.42,0,-0.62,0.51,0.02,1.587334916,0.419120462,0,-0.621929981,0.508703905
19960613,0.26,0.24,0.41,0.27,-0.02,0.02,0.259662585,0.23971246,0.40916179,0.269636155,-0.020002
19960614,0.37,-0.2,-0.11,-0.27,-0.01,0.02,0.369317184,-0.200200267,-0.110060544,-0.270365157,-0.0100005
19960617,-0.28,0.86,0.09,0.03,-0.03,0.02,-0.280392733,0.856323066,0.089959524,0.029995501,-0.030004501
19960618,1.47,-0.17,0.12,0,0.14,0.02,1.45930023,-0.170144664,0.119928058,0,0.139902091
19960619,-0.21,-0.11,0.03,0.04,-0.04,0.02,-0.210220809,-0.110060544,0.029995501,0.039992002,-0.040008002
19960620,-0.1,-0.27,0.07,0.06,0.02,0.02,-0.100050033,-0.270365157,0.069975511,0.059982007,0.019998
19960621,-0.4,-0.2,0.02,-0.15,0.06,0.02,-0.40080214,-0.200200267,0.019998,-0.150112613,0.059982007
19960624,0.73,-0.32,0.13,-0.01,0.1,0.02,0.727348397,-0.320513095,0.129915573,-0.0100005,0.099950033
19960625,-0.14,0.35,-0.11,0.09,-0.05,0.02,-0.140098092,0.349388925,-0.110060544,0.089959524,-0.050012504
19960626,-0.26,-0.12,0.03,0.07,-0.17,0.02,-0.260338587,-0.120072058,0.029995501,0.069975511,-0.170144664
19960627,-0.11,0.59,0.35,0.36,-0.2,0.02,-0.110060544,0.588266316,0.349388925,0.359353551,-0.200200267
19960628,-0.54,0.12,-0.05,0.09,-0.09,0.02,-0.54146327,0.119928058,-0.050012504,0.089959524,-0.090040524
19960701,-0.18,0.21,-0.32,-0.21,0.24,0.02,-0.180162195,0.209779808,-0.320513095,-0.210220809,0.23971246
19960702,-1.07,0.37,0.1,0.29,-0.18,0.02,-1.075765665,0.369317184,0.099950033,0.289580311,-0.180162195
19960703,-0.05,-0.04,0.01,0.26,-0.09,0.02,-0.050012504,-0.040008002,0.0099995,0.259662585,-0.090040524
19960704,-0.45,0.1,0.16,0.28,-0.26,0.02,-0.451015548,0.099950033,0.159872136,0.27960873,-0.260338587
19960705,-0.46,0.03,0.12,0.26,-0.2,0.02,-0.461061256,0.029995501,0.119928058,0.259662585,-0.200200267
19960708,-1.22,0.26,0.02,0.18,-0.15,0.02,-1.227503088,0.259662585,0.019998,0.179838194,-0.150112613
19960709,0.23,0.24,0.15,0.25,-0.21,0.02,0.229735905,0.23971246,0.149887612,0.24968802,-0.210220809
19960710,-0.47,0.59,0.04,0.23,-0.13,0.02,-0.471107973,0.588266316,0.039992002,0.229735905,-0.130084573
19960711,0.24,-0.19,0.19,0.33,-0.07,0.02,0.23971246,-0.190180729,0.189819728,0.329456695,-0.070024511
19960712,-1.32,0.52,-0.19,0.18,-0.14,0.02,-1.328789433,0.518652669,-0.190180729,0.179838194,-0.140098092
19960715,0.37,-0.17,0.09,0.22,-0.13,0.02,0.369317184,-0.170144664,0.089959524,0.219758354,-0.130084573
19960716,-0.29,0.14,0.37,0.11,-0.36,0.02,-0.290421315,0.139902091,0.369317184,0.109939544,-0.360649559
19960717,0.55,-0.06,-0.22,-0.24,0.28,0.02,0.548493023,-0.060018007,-0.220242356,-0.240288462,0.27960873
19960718,0.86,-0.31,-0.08,-0.23,0.17,0.02,0.856323066,-0.310481495,-0.080032017,-0.230264906,0.169855664
19960719,0.24,0.63,-0.17,-0.13,0.01,0.02,0.23971246,0.628023796,-0.170144664,-0.130084573,0.0099995
19960722,-1.28,0.62,0.06,0.52,-0.17,0.02,-1.288262583,0.618085908,0.059982007,0.518652669,-0.170144664
19960723,-0.1,-1.25,-0.1,-0.19,0.08,0.02,-0.100050033,-1.257878221,-0.100050033,-0.190180729,0.079968017
19960724,-2.2,0.45,0.18,0.54,-0.4,0.02,-2.224560895,0.448990527,0.179838194,0.538547228,-0.40080214
19960725,0.63,-0.83,-0.05,0.09,0.1,0.02,0.628023796,-0.833463679,-0.050012504,0.089959524,0.099950033
19960726,0.63,-0.5,-0.11,-0.13,-0.05,0.02,0.628023796,-0.501254182,-0.110060544,-0.130084573,-0.050012504
19960729,-0.18,-0.29,0.26,0.27,-0.18,0.02,-0.180162195,-0.290421315,0.259662585,0.269636155,-0.180162195
19960730,-0.25,-1.24,0.12,0.8,-0.28,0.02,-0.250313022,-1.247752151,0.119928058,0.796816965,-0.280392733
19960731,0.58,-0.47,0.35,0.43,-0.51,0.02,0.578324476,-0.471107973,0.349388925,0.429078142,-0.511304939
19960801,0.39,-0.46,0.1,-0.56,0.03,0.02,0.389241472,-0.461061256,0.099950033,-0.561573879,0.029995501
19960802,0.37,0.37,0.04,0.19,0.03,0.02,0.369317184,0.369317184,0.039992002,0.189819728,0.029995501
19960805,0.39,-0.34,0.18,0.03,0.03,0.02,0.389241472,-0.340579313,0.179838194,0.029995501,0.029995501
19960806,-1.27,0.05,0.16,0.27,-0.21,0.02,-1.278133436,0.049987504,0.159872136,0.269636155,-0.210220809
19960807,-2.12,0.03,-0.09,0.34,-0.16,0.02,-2.142794741,0.029995501,-0.090040524,0.339423307,-0.160128137
19960808,0.29,-0.87,0.05,-0.11,-0.23,0.02,0.289580311,-0.873806594,0.049987504,-0.110060544,-0.230264906
19960809,-0.7,-0.47,0.2,0.78,-0.47,0.02,-0.702461494,-0.471107973,0.199800266,0.776973726,-0.471107973
19960812,0.6,-1.19,0.32,0.4,-0.33,0.02,0.598207168,-1.197137178,0.31948909,0.399202127,-0.330545701
19960813,0.66,0.32,-0.31,-0.62,0.41,0.02,0.657831536,0.31948909,-0.310481495,-0.621929981,0.40916179
19960814,0.25,-0.07,-0.38,-0.14,0.37,0.02,0.24968802,-0.070024511,-0.380723834,-0.140098092,0.369317184
19960815,0.26,0.9,-0.2,-0.36,0.01,0.02,0.259662585,0.895974137,-0.200200267,-0.360649559,0.0099995
19960816,-0.1,0.8,-0.1,0.03,-0.01,0.02,-0.100050033,0.796816965,-0.100050033,0.029995501,-0.0100005
19960819,0.28,0.4,-0.13,-0.94,0.45,0.02,0.27960873,0.399202127,-0.130084573,-0.944445883,0.448990527
19960820,-0.35,0.3,0.24,-0.09,0.25,0.02,-0.350613933,0.299550898,0.23971246,-0.090040524,0.24968802
19960821,0.5,-0.05,-0.38,-0.7,0.52,0.02,0.498754151,-0.050012504,-0.380723834,-0.702461494,0.518652669
19960822,0.58,-0.54,-0.08,-0.36,0.3,0.02,0.578324476,-0.54146327,-0.080032017,-0.360649559,0.299550898
19960823,-0.21,0.32,-0.18,-0.16,0.14,0.02,-0.210220809,0.31948909,-0.180162195,-0.160128137,0.139902091
19960826,-1.06,0.77,0.23,0.46,-0.34,0.02,-1.065658019,0.76705063,0.229735905,0.458945233,-0.340579313
19960827,-0.03,-0.11,0.13,0.05,0,0.02,-0.030004501,-0.110060544,0.129915573,0.049987504,0
19960828,-1.36,0.08,-0.14,0.09,-0.11,0.02,-1.369332713,0.079968017,-0.140098092,0.089959524,-0.110060544
19960829,-0.72,0.24,-0.03,0.2,-0.21,0.02,-0.722604509,0.23971246,-0.030004501,0.199800266,-0.210220809
19960830,-1.41,0.18,-0.08,0.14,-0.31,0.02,-1.42003494,0.179838194,-0.080032017,0.139902091,-0.310481495
19960902,-0.55,-0.01,-0.07,0.13,0.17,0.02,-0.551518069,-0.0100005,-0.070024511,0.129915573,0.169855664
