Unnamed: 0,Mkt-RF,SMB,HML,RMW,CMA,RF,Mkt-RF_log_global,SMB_log_global,HML_log_global,RMW_log_global,CMA_log_global,AUDUSD=X
2008-08-28,1.09,-0.22,0.69,-0.57,0.45,0.01,1.084102318,-0.220242356,0.687630394,-0.5716307,0.448990527,-0.8256724
2008-09-01,-0.5,-0.03,-0.07,-0.17,0.26,0.01,-0.501254182,-0.030004501,-0.070024511,-0.170144664,0.259662585,-2.3281466
2008-09-02,-0.6,-0.04,1.06,-0.43,0.95,0.01,-0.601807233,-0.040008002,1.054421388,-0.430927159,0.945515877,-0.2423888
2008-09-03,-0.67,0.63,0.98,-0.31,0.96,0.01,-0.672254576,0.628023796,0.975229144,-0.310481495,0.95542128,-2.1145532
2008-09-04,-2.91,0.74,-0.09,0.29,0.38,0.01,-2.953180261,0.737275433,-0.090040524,0.289580311,0.379279824,-0.741008
2008-09-08,1.83,-0.71,1.1,-0.54,0.38,0.01,1.81345702,-0.712532494,1.093994004,-0.54146327,0.379279824,-0.7597236
2008-09-09,-2.25,0.35,0.4,-0.09,1.2,0.01,-2.275698712,0.349388925,0.399202127,-0.090040524,1.192857087,-0.7779683
2008-09-10,-0.38,-0.09,-0.23,0.45,0.15,0.01,-0.380723834,-0.090040524,-0.230264906,0.448990527,0.149887612,0.4483967
2008-09-11,0.16,-0.74,-0.4,0.61,-0.03,0.01,0.159872136,-0.742751583,-0.40080214,0.608147032,-0.030004501,3.1880687
2008-09-15,-3,1.26,-0.77,0.61,0.92,0.01,-3.045920748,1.252128055,-0.772979806,0.608147032,0.915793778,-4.0510351
2008-09-16,-1.17,0.09,0.09,-0.05,0.23,0.01,-1.17689836,0.089959524,0.089959524,-0.050012504,0.229735905,-0.6344734
2008-09-17,-2.36,0.84,-0.64,0.56,0.04,0.01,-2.388294046,0.836491633,-0.64205678,0.558437829,0.039992002,1.4573168
2008-09-18,1.46,0.33,0.83,-0.8,0.23,0.01,1.449444615,0.329456695,0.826574442,-0.80321717,0.229735905,3.8431704
2008-09-22,-0.99,0.54,-1.07,1.21,-0.56,0.01,-0.994933085,0.538547228,-1.075765665,1.202738021,-0.561573879,0.6187882
2008-09-23,-1.84,0.21,-0.27,-0.05,0.53,0.01,-1.857138559,0.209779808,-0.270365157,-0.050012504,0.528600443,-0.6104442
2008-09-24,-0.47,-0.43,-0.22,0,0.23,0.01,-0.471107973,-0.430927159,-0.220242356,0,0.229735905,0.3758538
2008-09-25,1.24,-1.18,0.4,-0.16,0.44,0.01,1.232374969,-1.187017257,0.399202127,-0.160128137,0.43903483,-0.8582248
2008-09-29,-6.41,2.24,-0.7,0.69,1.71,0.01,-6.624664582,2.215280464,-0.702461494,0.687630394,1.695544065,-4.5731562
2008-09-30,1.15,-2.06,0.5,-0.57,-0.29,0.01,1.143437763,-2.081513971,0.498754151,-0.5716307,-0.290421315,-0.0475472
2008-10-01,-0.08,-0.5,1.14,-1.01,0.62,0,-0.080032017,-0.501254182,1.133550966,-1.015135106,0.618085908,-2.3488072
2008-10-02,-3.51,0.29,0.68,-0.09,1.4,0,-3.573080996,0.289580311,0.677698428,-0.090040524,1.390290517,0.527574
2008-10-06,-5.76,0.68,0.3,-0.1,1.46,0,-5.932546608,0.677698428,0.299550898,-0.100050033,1.449444615,-8.9245293
2008-10-07,-2.98,-0.38,-1.22,1.22,0.2,0,-3.025304317,-0.380723834,-1.227503088,1.21261798,0.199800266,-6.0059429
2008-10-08,-3.59,-0.62,-0.41,-0.01,0.52,0,-3.656025531,-0.621929981,-0.410842804,-0.0100005,0.518652669,1.9143554
2008-10-09,-4.14,1.06,-0.38,0.41,-0.32,0,-4.228139226,1.054421388,-0.380723834,0.40916179,-0.320513095,-5.9072768
2008-10-13,9.21,-3.95,-1.46,0.98,-1.08,0,8.810244822,-4.030129677,-1.470762887,0.975229144,-1.085874333,8.58591
2008-10-14,2.48,-0.05,1.98,-0.6,-0.15,0,2.44974716,-0.050012504,1.960652964,-0.601807233,-0.150112613,-6.5831055
2008-10-15,-6.67,2.17,0.8,-0.34,1.6,0,-6.902858641,2.146790662,0.796816965,-0.340579313,1.587334916,4.1848713
2008-10-16,-1.1,0.43,-1.21,0.76,0.65,0,-1.106094736,0.429078142,-1.217380093,0.75712655,0.64789661,0.8459775
2008-10-20,3.77,-1.77,-0.91,0.35,-0.25,0,3.700672563,-1.78585183,-0.914165792,0.349388925,-0.250313022,-1.8070267
2008-10-21,-2.02,0.74,0.64,-0.04,0.1,0,-2.040680978,0.737275433,0.637960696,-0.040008002,0.099950033,-1.5815112
2008-10-22,-5.74,1.82,-0.16,0.2,0.65,0,-5.911326449,1.803636249,-0.160128137,0.199800266,0.64789661,0.4617697
2008-10-23,-0.19,-1.74,0.11,0.53,1.15,0,-0.190180729,-1.755315925,0.109939544,0.528600443,1.143437763,-7.7604293
2008-10-27,-3.86,-0.3,0.29,1.43,0.34,0,-3.936472352,-0.300450902,0.289580311,1.41987194,0.339423307,4.6889563
2008-10-28,6.56,-3.88,1.17,1.24,-0.45,0,6.35380208,-3.957277512,1.163208423,1.232374969,-0.451015548,3.1318608
2008-10-29,3.59,0.04,-1.42,-0.76,-1.15,0,3.527061408,0.039992002,-1.430178471,-0.762902716,-1.156663637,-0.2078507
2008-10-30,3,0.37,0.19,-0.66,-1.09,0,2.955880224,0.369317184,0.189819728,-0.662187631,-1.095984024,-0.1204845
2008-11-03,0.3,0.48,-0.27,-0.34,-0.05,0,0.299550898,0.478851673,-0.270365157,-0.340579313,-0.050012504,4.3059943
2008-11-04,4.81,-2,0.3,-0.23,-1.05,0,4.697900119,-2.020270732,0.299550898,-0.230264906,-1.055551394,-2.8368752
2008-11-05,-2.29,1.37,0.4,0.28,0.21,0,-2.316627803,1.360700341,0.399202127,0.27960873,0.209779808,-1.9762691
2008-11-06,-5.58,2.09,0.06,-0.04,1.4,0,-5.741727087,2.068459119,0.059982007,-0.040008002,1.390290517,1.1649057
2008-11-10,0.36,-0.1,-0.7,0.65,-0.23,0,0.359353551,-0.100050033,-0.702461494,0.64789661,-0.230264906,-2.5398543
2008-11-11,-3.53,1.06,-0.34,0.11,0.83,0,-3.593810681,1.054421388,-0.340579313,0.109939544,0.826574442,-2.9051307
2008-11-12,-3.73,1,0.27,0.11,1.09,0,-3.80134422,0.995033085,0.269636155,0.109939544,1.084102318,4.3533313
2008-11-13,2.64,-1.22,-0.38,0.34,0.18,0,2.605753432,-1.227503088,-0.380723834,0.339423307,0.179838194,-2.89514
2008-11-17,-1.71,1.21,-0.42,0.35,0.35,0,-1.724789341,1.202738021,-0.420884477,0.349388925,0.349388925,0.5125001
2008-11-18,-0.1,-1.07,-0.04,0.61,0.51,0,-0.100050033,-1.075765665,-0.040008002,0.608147032,0.508703905,-1.8941442
2008-11-19,-4.43,1.13,-0.79,0.67,0.87,0,-4.531122271,1.123663193,-0.793137033,0.667765475,0.866237308,-4.5170131
2008-11-20,-5.39,1.43,0.09,0.08,1.6,0,-5.540700727,1.41987194,0.089959524,0.079968017,1.587334916,3.4947582
2008-11-24,6.16,-2.73,0.42,-0.31,-1.26,0,5.977720404,-2.767956911,0.419120462,-0.310481495,-1.268005316,2.6695497
2008-11-25,1.73,-0.13,0.8,-0.35,0.1,0,1.715205882,-0.130084573,0.796816965,-0.350613933,0.099950033,0.7031741
2008-11-26,1.14,-0.05,0.23,-0.48,-0.51,0,1.133550966,-0.050012504,0.229735905,-0.4811557,-0.511304939,0.4321643
2008-11-27,1.05,-0.27,0.15,-0.07,-0.5,0,1.044525786,-0.270365157,0.149887612,-0.070024511,-0.501254182,-0.3210229
2008-12-01,-6.11,1.84,-0.33,0.68,1.12,0,-6.304630172,1.823276826,-0.330545701,0.677698428,1.113774441,-1.6863852
2008-12-02,1.5,-0.71,0.41,0,0.48,0,1.488861249,-0.712532494,0.40916179,0,0.478851673,0.7812805
2008-12-03,1.44,-0.35,0.11,-0.33,0.46,0,1.42973047,-0.350613933,0.109939544,-0.330545701,0.458945233,-0.7233765
2008-12-04,-1.49,0.53,0.9,-0.3,0.7,0,-1.501212012,0.528600443,0.895974137,-0.300450902,0.697561374,0.736341
2008-12-08,5.06,-1.82,0.49,-0.19,-1.3,0,4.936142954,-1.836765736,0.488803407,-0.190180729,-1.308523955,1.4233712
2008-12-09,-0.61,-0.47,0.03,-0.03,-0.43,0,-0.611868101,-0.471107973,0.029995501,-0.030004501,-0.430927159,-0.2364529
2008-12-10,1.31,-0.01,-0.26,0.31,-0.92,0,1.301493708,-0.0100005,-0.260338587,0.309520491,-0.924258137,2.0613841
2008-12-11,-0.26,0.03,-0.21,0.6,-0.23,0,-0.260338587,0.029995501,-0.210220809,0.598207168,-0.230264906,-0.7472661
2008-12-15,0.84,-0.26,-0.12,0.51,-0.33,0,0.836491633,-0.260338587,-0.120072058,0.508703905,-0.330545701,4.3264976
2008-12-16,3.56,-0.57,0.13,-0.36,-0.14,0,3.49809689,-0.5716307,0.129915573,-0.360649559,-0.140098092,1.602286
2008-12-17,1.02,0.5,-0.13,0.18,0.13,0,1.014833105,0.498754151,-0.130084573,0.179838194,0.129915573,-1.8795399
2008-12-18,-1.83,0.23,-0.25,-0.07,0.52,0,-1.846951628,0.229735905,-0.250313022,-0.070024511,0.518652669,-0.6347874
2008-12-22,-1.37,0.47,-0.12,-0.11,0.74,0,-1.379471102,0.468898949,-0.120072058,-0.110060544,0.737275433,-1.2032718
2008-12-23,-0.58,-0.04,-0.17,-0.03,-0.18,0,-0.581688532,-0.040008002,-0.170144664,-0.030004501,-0.180162195,0.6340109
2008-12-24,0.06,0.1,-0.1,0.02,0.04,0,0.059982007,0.099950033,-0.100050033,0.019998,0.039992002,-0.3209182
2008-12-25,0.16,0.05,0.15,-0.12,-0.04,0,0.159872136,0.049987504,0.149887612,-0.120072058,-0.040008002,-0.1022014
2008-12-29,0.37,-0.34,0.36,0.06,-0.33,0,0.369317184,-0.340579313,0.359353551,0.059982007,-0.330545701,1.4680895
2008-12-30,2.16,0.08,0.26,-0.08,-0.03,0,2.137002574,0.079968017,0.259662585,-0.080032017,-0.030004501,2.0668229
2008-12-31,0.72,0.45,0.02,-0.22,-0.28,0,0.717420375,0.448990527,0.019998,-0.220242356,-0.280392733,-0.0705265
2009-01-01,0.14,-0.01,-0.01,0.02,-0.01,0,0.139902091,-0.0100005,-0.0100005,0.019998,-0.0100005,0.6081602
2009-01-05,0.03,-0.21,-0.77,0.26,-1.15,0,0.029995501,-0.210220809,-0.772979806,0.259662585,-1.156663637,1.5439972
2009-01-06,0.95,0.22,0.12,-0.14,-0.82,0,0.945515877,0.219758354,0.119928058,-0.140098092,-0.823380493,-1.4091267
2009-01-07,-1.36,0.6,-0.06,0.09,-0.2,0,-1.369332713,0.598207168,-0.060018007,0.089959524,-0.200200267,0.2417839
2009-01-08,-0.02,0.2,0.05,-0.1,0.5,0,-0.020002,0.199800266,0.049987504,-0.100050033,0.498754151,-0.7306881
2009-01-12,-1.96,0.66,0.02,-0.09,0.68,0,-1.979462733,0.657831536,0.019998,-0.090040524,0.677698428,-5.7075909
2009-01-13,-1.49,0.08,-0.49,-0.16,0.03,0,-1.501212012,0.079968017,-0.491204436,-0.160128137,0.029995501,-0.4329974
2009-01-14,-2.76,1.13,-0.48,0.26,0.59,0,-2.798803654,1.123663193,-0.4811557,0.259662585,0.588266316,0.2795651
2009-01-15,-0.81,0.75,-1.13,0.52,0.1,0,-0.813298323,0.747201484,-1.136433008,0.518652669,0.099950033,0.6620962
2009-01-19,-0.86,0.3,-0.65,0.26,0.1,0,-0.86371934,0.299550898,-0.652121699,0.259662585,0.099950033,-3.3518929
2009-01-20,-3.8,0.42,-0.9,0.75,1.04,0,-3.874082832,0.419120462,-0.904074465,0.747201484,1.034629205,1.4378448
2009-01-21,1.86,-0.32,0.19,-0.64,-0.5,0,1.842913547,-0.320513095,0.189819728,-0.64205678,-0.501254182,-0.5645294
2009-01-22,-0.93,0.15,-0.13,0.12,0.03,0,-0.9343515,0.149887612,-0.130084573,0.119928058,0.029995501,-0.3463281
2009-01-26,1.58,-0.74,0.49,0.18,-0.32,0,1.567647939,-0.742751583,0.488803407,0.179838194,-0.320513095,1.8566628
2009-01-27,1.18,-0.06,0.22,-0.27,-0.18,0,1.173092288,-0.060018007,0.219758354,-0.270365157,-0.180162195,0.0997248
2009-01-28,2.33,-1.02,0.97,-0.55,-0.98,0,2.303269911,-1.025237646,0.965325703,-0.551518069,-0.984833605,-2.2820166
2009-01-29,-2.24,0.54,-0.74,0.08,0.16,0,-2.265469056,0.538547228,-0.742751583,0.079968017,0.159872136,-1.8169447
2009-02-02,-1.05,0.89,-0.41,0.05,0.31,0,-1.055551394,0.886062843,-0.410842804,0.049987504,0.309520491,1.6545261
2009-02-03,1.64,-1.09,-0.98,0.78,-0.11,0,1.626697246,-1.095984024,-0.984833605,0.776973726,-0.110060544,-0.9947056
2009-02-04,0.31,-0.4,0.27,0.12,-0.72,0,0.309520491,-0.40080214,0.269636155,0.119928058,-0.722604509,1.3979862
2009-02-05,0.34,-0.48,-0.73,0.36,-0.79,0,0.339423307,-0.4811557,-0.732677539,0.359353551,-0.793137033,3.609975
2009-02-09,0.34,-0.61,0.21,0.18,-0.57,0,0.339423307,-0.611868101,0.209779808,0.179838194,-0.5716307,-2.7787894
2009-02-10,-3.27,1.31,-0.39,0.05,0.38,0,-3.324659379,1.301493708,-0.390762483,0.049987504,0.379279824,-0.4720705
2009-02-11,0.18,-0.15,0.2,-0.5,0.15,0,0.179838194,-0.150112613,0.199800266,-0.501254182,0.149887612,0.4129384
2009-02-12,-0.81,0.37,-0.74,0.35,-0.4,0,-0.813298323,0.369317184,-0.742751583,0.349388925,-0.40080214,0.408059
2009-02-16,-0.52,0.48,-0.1,-0.07,0.31,0,-0.521356705,0.478851673,-0.100050033,-0.070024511,0.309520491,-3.4229099
2009-02-17,-3.93,1.09,-0.85,0.21,0.37,0,-4.009309357,1.084102318,-0.853633102,0.209779808,0.369317184,0.312765
2009-02-18,-0.74,-0.48,-0.55,0.19,-0.33,0,-0.742751583,-0.4811557,-0.551518069,0.189819728,-0.330545701,0.7765776
2009-02-19,-0.11,-0.29,-0.48,0.8,-0.22,0,-0.110060544,-0.290421315,-0.4811557,0.796816965,-0.220242356,0.2968106
2009-02-23,-2.54,0.11,0.14,-0.05,0.31,0,-2.572814857,0.109939544,0.139902091,-0.050012504,0.309520491,0.9544585
2009-02-24,1.44,-1.02,0.16,-0.17,-0.33,0,1.42973047,-1.025237646,0.159872136,-0.170144664,-0.330545701,-0.8316082
2009-02-25,-0.85,-0.15,0.01,0.03,-0.43,0,-0.853633102,-0.150112613,0.0099995,0.029995501,-0.430927159,-0.0129352
2009-02-26,-0.12,-0.59,1.07,-0.37,-0.16,0,-0.120072058,-0.591747376,1.06431601,-0.370686193,-0.160128137,-0.7283621
2009-03-02,-4.62,1.4,-0.14,0.39,1.11,0,-4.730127312,1.390290517,-0.140098092,0.389241472,1.103884712,-0.6720659
2009-03-03,-1.2,-0.32,-0.91,0.23,-0.46,0,-1.207258123,-0.320513095,-0.914165792,0.229735905,-0.461061256,1.4133632
2009-03-04,2.68,-0.84,-0.14,0.27,-0.84,0,2.644717001,-0.843547882,-0.140098092,0.269636155,-0.843547882,-1.2409726
2009-03-05,-3.07,1.14,-0.83,0.32,0.09,0,-3.118111748,1.133550966,-0.833463679,0.31948909,0.089959524,0.4675763
2009-03-09,-1.25,-0.56,-0.21,0.32,-0.54,0,-1.257878221,-0.561573879,-0.210220809,0.31948909,-0.54146327,0.9417601
2009-03-10,4.61,-2.31,1.07,-0.81,-0.29,0,4.506896337,-2.337098632,1.06431601,-0.813298323,-0.290421315,0.0194405
2009-03-11,1.3,-0.15,0.31,-0.25,-0.52,0,1.291622527,-0.150112613,0.309520491,-0.250313022,-0.521356705,0.9116471
2009-03-12,1.92,-0.09,0.21,-0.67,-0.15,0,1.901800584,-0.090040524,0.209779808,-0.672254576,-0.150112613,0.649713
2009-03-16,0.99,-0.4,0.6,0.03,-0.03,0,0.985131605,-0.40080214,0.598207168,0.029995501,-0.030004501,0.6937357
2009-03-17,1.78,-0.1,0.15,-0.34,-0.07,0,1.764343517,-0.100050033,0.149887612,-0.340579313,-0.070024511,2.2935528
2009-03-18,2.51,0.29,1.6,-1.04,0.34,0,2.479016881,0.289580311,1.587334916,-1.04544579,0.339423307,1.4210847
2009-03-19,0.58,0.3,0.03,0.26,-0.51,0,0.578324476,0.299550898,0.029995501,0.259662585,-0.511304939,-0.1856156
2009-03-23,4.9,-1.21,1,-0.63,-0.62,0,4.783732941,-1.217380093,0.995033085,-0.631992874,-0.621929981,1.7599004
2009-03-24,-0.98,-0.18,-0.52,0.27,0.01,0,-0.984833605,-0.180162195,-0.521356705,0.269636155,0.0099995,0
2009-03-25,0.86,0.7,0.34,-0.09,0.17,0,0.856323066,0.697561374,0.339423307,-0.090040524,0.169855664,0.4975409
2009-03-26,1.54,0.3,0.02,-0.22,-0.32,0,1.528262353,0.299550898,0.019998,-0.220242356,-0.320513095,-0.8394709
2009-03-30,-3.56,1.37,-1.51,0.71,0.74,0,-3.624913268,1.360700341,-1.521516581,0.707491367,0.737275433,-0.6942022
2009-03-31,1.23,-1.04,0.18,-0.31,-0.51,0,1.222496962,-1.04544579,0.179838194,-0.310481495,-0.511304939,1.0361322
2009-04-01,1.71,-0.29,0.77,-0.22,-0.05,0,1.695544065,-0.290421315,0.76705063,-0.220242356,-0.050012504,2.5342956
2009-04-02,4.16,-0.76,0.88,0.09,-1.09,0,4.075799247,-0.762902716,0.876150567,0.089959524,-1.095984024,-0.2720683
2009-04-06,-0.79,0.11,-0.26,0.39,-0.14,0,-0.793137033,0.109939544,-0.260338587,0.389241472,-0.140098092,-0.420968
2009-04-07,-1.73,0.27,-0.05,0.1,0.55,0,-1.745139361,0.269636155,-0.050012504,0.099950033,0.548493023,-0.5467426
2009-04-08,0.53,0.02,-0.2,0.03,0.07,0,0.528600443,0.019998,-0.200200267,0.029995501,0.069975511,1.5053963
2009-04-09,2.61,0.23,1.22,-0.83,-0.92,0,2.576520789,0.229735905,1.21261798,-0.833463679,-0.924258137,-0.0215605
2009-04-13,0.72,0.06,0.72,-0.37,-0.23,0,0.717420375,0.059982007,0.717420375,-0.370686193,-0.230264906,0.6127668
2009-04-14,-0.5,0.26,-0.23,0.18,-0.24,0,-0.501254182,0.259662585,-0.230264906,0.179838194,-0.240288462,0.711178
2009-04-15,0.29,0.59,0.24,-0.24,0.31,0,0.289580311,0.588266316,0.23971246,-0.240288462,0.309520491,-1.0576672
2009-04-16,1.17,0.06,-0.14,0.04,-0.04,0,1.163208423,0.059982007,-0.140098092,0.039992002,-0.040008002,0.3031148
2009-04-20,-3.35,1.05,-1.08,0.33,0.4,0,-3.407398033,1.044525786,-1.085874333,0.329456695,0.399202127,-1.9469482
2009-04-21,0.83,0.08,0.13,0.21,-0.07,0,0.826574442,0.079968017,0.129915573,0.209779808,-0.070024511,-0.1629113
2009-04-22,0.22,0.32,0.12,0.22,-0.41,0,0.219758354,0.31948909,0.119928058,0.219758354,-0.410842804,0.8314788
2009-04-23,1.05,-0.35,-0.17,0.36,-0.31,0,1.044525786,-0.350613933,-0.170144664,0.359353551,-0.310481495,1.1844605
2009-04-27,-0.92,-0.08,-0.73,0.09,0.13,0,-0.924258137,-0.080032017,-0.732677539,0.089959524,0.129915573,-2.1856463
2009-04-28,-0.67,0.41,0.01,0.15,0.39,0,-0.672254576,0.40916179,0.0099995,0.149887612,0.389241472,2.5691032
2009-04-29,2.13,-0.02,0.17,-0.32,-0.39,0,2.10763256,-0.020002,0.169855664,-0.320513095,-0.390762483,0.2467803
2009-04-30,0.73,-0.32,0.27,-0.1,-0.33,0,0.727348397,-0.320513095,0.269636155,-0.100050033,-0.330545701,0.8392033
2009-05-04,2.96,-0.38,0.76,-0.39,-0.57,0,2.91703773,-0.380723834,0.75712655,-0.390762483,-0.5716307,1.083079
2009-05-05,-0.06,0.31,-0.03,-0.06,-0.42,0,-0.060018007,0.309520491,-0.030004501,-0.060018007,-0.420884477,1.0799673
2009-05-06,1.45,-0.64,1.02,-0.39,-0.35,0,1.439588028,-0.64205678,1.014833105,-0.390762483,-0.350613933,0.8271385
2009-05-07,-0.27,0.3,-0.1,0.33,-0.15,0,-0.270365157,0.299550898,-0.100050033,0.329456695,-0.150112613,1.6981197
2009-05-11,-1.53,0.85,-0.91,-0.13,0.25,0,-1.541825273,0.846407841,-0.914165792,-0.130084573,0.24968802,-0.2454672
2009-05-12,-0.04,-0.06,-0.64,0.59,0.17,0,-0.040008002,-0.060018007,-0.64205678,0.588266316,0.169855664,-1.6337081
2009-05-13,-2.15,0.26,-0.86,0.31,0.75,0,-2.173449215,0.259662585,-0.86371934,0.309520491,0.747201484,0.8857308
2009-05-14,0.26,-0.14,0.06,-0.25,0,0,0.259662585,-0.140098092,0.059982007,-0.250313022,0,-1.5393039
2009-05-18,1.96,-0.68,0.54,-0.15,-0.38,0,1.941039352,-0.682322535,0.538547228,-0.150112613,-0.380723834,3.3888655
2009-05-19,1.29,-0.07,-0.01,0.11,-0.51,0,1.281750371,-0.070024511,-0.0100005,0.109939544,-0.511304939,0.077489
2009-05-20,0.86,0.25,-0.25,0.21,-0.29,0,0.856323066,0.24968802,-0.250313022,0.209779808,-0.290421315,0.411697
2009-05-21,-1.18,0.79,-0.06,-0.11,0,0,-1.187017257,0.786895838,-0.060018007,-0.110060544,0,0.8206753
2009-05-25,0.23,0.23,-0.05,-0.29,0.04,0,0.229735905,0.229735905,-0.050012504,-0.290421315,0.039992002,0.4089262
2009-05-26,1.45,0.16,0.09,0.03,0.03,0,1.439588028,0.159872136,0.089959524,0.029995501,0.029995501,-1.2996301
2009-05-27,-0.72,0.03,0.01,-0.15,-0.38,0,-0.722604509,0.029995501,0.0099995,-0.150112613,-0.380723834,0.8122489
2009-05-28,0.38,-0.28,-0.28,0.09,-0.4,0,0.379279824,-0.280392733,-0.280392733,0.089959524,-0.40080214,2.1240322
2009-06-01,2.36,-0.27,-0.21,0.62,-0.52,0,2.33258253,-0.270365157,-0.210220809,0.618085908,-0.521356705,2.4242101
2009-06-02,0.81,0.5,-0.08,0.21,-0.09,0,0.806737108,0.498754151,-0.080032017,0.209779808,-0.090040524,-2.231784
2009-06-03,-1.83,1.08,-0.47,0.04,0.33,0,-1.846951628,1.074209653,-0.471107973,0.039992002,0.329456695,-0.1603827
2009-06-04,0.47,0.03,0.4,-0.5,-0.16,0,0.468898949,0.029995501,0.399202127,-0.501254182,-0.160128137,-0.8616617
2009-06-08,-0.46,0.09,0.17,-0.18,0.19,0,-0.461061256,0.089959524,0.169855664,-0.180162195,0.189819728,0.9498453
2009-06-09,0.85,0.08,-0.09,0.08,-0.26,0,0.846407841,0.079968017,-0.090040524,0.079968017,-0.260338587,0.0481262
2009-06-10,0.34,-0.02,-0.14,0.22,-0.32,0,0.339423307,-0.020002,-0.140098092,0.219758354,-0.320513095,2.2476495
2009-06-11,1.17,-0.1,0.03,-0.23,-0.22,0,1.163208423,-0.100050033,0.029995501,-0.230264906,-0.220242356,-0.8742223
2009-06-15,-2.53,1,-0.12,0.05,0.45,0,-2.562554764,0.995033085,-0.120072058,0.049987504,0.448990527,-2.6252857
2009-06-16,-0.95,-0.18,-0.22,0.18,0.24,0,-0.954541284,-0.180162195,-0.220242356,0.179838194,0.23971246,0.0554827
2009-06-17,-0.37,0.78,-0.24,0,0.59,0,-0.370686193,0.776973726,-0.240288462,0,0.588266316,0.9719684
2009-06-18,0.06,-0.4,0.04,-0.11,0.26,0,0.059982007,-0.40080214,0.039992002,-0.110060544,0.259662585,0.6264028
2009-06-22,-2.6,0.87,0.07,0.16,1.05,0,-2.634397534,0.866237308,0.069975511,0.159872136,1.044525786,-1.3920215
2009-06-23,0.17,-0.64,-0.05,0,0.16,0,0.169855664,-0.64205678,-0.050012504,0,0.159872136,0.4060018
2009-06-24,0.75,-0.37,0.22,-0.27,-0.48,0,0.747201484,-0.370686193,0.219758354,-0.270365157,-0.4811557,0.7365938
2009-06-25,1.32,0.47,-0.34,0.07,-0.12,0,1.311363915,0.468898949,-0.340579313,0.069975511,-0.120072058,0.2252588
2009-06-29,0.66,-0.87,0.02,0.15,0.14,0,0.657831536,-0.873806594,0.019998,0.149887612,0.139902091,0.0967002
2009-06-30,-0.62,0.37,0.16,0.08,0.01,0,-0.621929981,0.369317184,0.159872136,0.079968017,0.0099995,0.3472686
2009-07-01,1.03,0.11,0.27,0.22,0.43,0,1.024731645,0.109939544,0.269636155,0.219758354,0.429078142,-2.0340294
2009-07-02,-2.45,0.84,-0.55,0.15,-0.06,0,-2.480511892,0.836491633,-0.551518069,0.149887612,-0.060018007,0.1507274
2009-07-06,-0.61,-0.09,-0.9,-0.14,0.24,0,-0.611868101,-0.090040524,-0.904074465,-0.140098092,0.23971246,-0.6646623
2009-07-07,-1.33,0.45,-0.08,-0.16,0.19,0,-1.338923712,0.448990527,-0.080032017,-0.160128137,0.189819728,-1.487307
2009-07-08,-0.76,-0.21,-1.17,0.56,-0.1,0,-0.762902716,-0.210220809,-1.17689836,0.558437829,-0.100050033,1.0152334
2009-07-09,0.64,-0.44,0.44,0.12,-0.27,0,0.637960696,-0.440970849,0.43903483,0.119928058,-0.270365157,-0.6337715
2009-07-13,1.33,-1.4,0.34,-0.6,-0.12,0,1.321233147,-1.409892438,0.339423307,-0.601807233,-0.120072058,1.7863852
2009-07-14,1.04,0.09,0.96,0.19,-0.3,0,1.034629205,0.089959524,0.95542128,0.189819728,-0.300450902,1.0857554
2009-07-15,2.73,-0.52,0.97,-0.05,-0.14,0,2.693400124,-0.521356705,0.965325703,-0.050012504,-0.140098092,0.17675
2009-07-16,0.86,-0.03,0.22,0.27,-0.05,0,0.856323066,-0.030004501,0.219758354,0.269636155,-0.050012504,-0.1125174
2009-07-20,1.51,-0.12,0.73,0.06,0.02,0,1.498712981,-0.120072058,0.727348397,0.059982007,0.019998,1.4970923
2009-07-21,0.77,-0.06,0.04,0.48,0.1,0,0.76705063,-0.060018007,0.039992002,0.478851673,0.099950033,0.0163158
2009-07-22,0.2,0.36,0.09,-0.12,0.24,0,0.199800266,0.359353551,0.089959524,-0.120072058,0.23971246,-0.0652204
2009-07-23,1.49,-0.46,0.73,-0.17,-0.11,0,1.479008547,-0.461061256,0.727348397,-0.170144664,-0.110060544,0.3919315
2009-07-27,0.51,0.08,0.67,-0.41,0.2,0,0.508703905,0.079968017,0.667765475,-0.410842804,0.199800266,0.714319
2009-07-28,-0.43,0.37,-0.36,-0.16,0.03,0,-0.430927159,0.369317184,-0.360649559,-0.160128137,0.029995501,-1.0491876
2009-07-29,-0.5,-0.14,-0.33,-0.01,0.12,0,-0.501254182,-0.140098092,-0.330545701,-0.0100005,0.119928058,1.1728638
2009-07-30,1.51,-0.43,0.81,0.1,-0.23,0,1.498712981,-0.430927159,0.806737108,0.099950033,-0.230264906,1.2786645
2009-08-03,1.72,-0.08,1.45,0.06,-0.14,0,1.705375457,-0.080032017,1.439588028,0.059982007,-0.140098092,1.0922709
2009-08-04,0.13,0.3,0.19,-0.29,0.03,0,0.129915573,0.299550898,0.189819728,-0.290421315,0.029995501,-0.4551693
2009-08-05,-0.41,0.09,0.56,-0.65,0.15,0,-0.410842804,0.089959524,0.558437829,-0.652121699,0.149887612,-0.0168061
2009-08-06,-0.3,-0.25,0.46,-0.04,0.21,0,-0.300450902,-0.250313022,0.458945233,-0.040008002,0.209779808,-0.4111711
2009-08-10,-0.27,0.64,0.32,-0.03,0.17,0,-0.270365157,0.637960696,0.31948909,-0.030004501,0.169855664,-0.93349
