This file was created using the 201904 Bloomberg database.,,,,,,,,,,,
,,,,,,,,,,,
Missing data are indicated by -99.99.,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,Mkt-RF,SMB,HML,RMW,CMA,RF,Mkt-RF_log,SMB_log,HML_log,RMW_log,CMA_log
19930802,1.93,-0.38,0.05,-0.3,-0.15,0.01,1.911611719,-0.380723834,0.049987504,-0.300450902,-0.150112613
19930803,0.57,0.18,0.42,0.13,-0.32,0.01,0.568381647,0.179838194,0.419120462,0.129915573,-0.320513095
19930804,0.31,0.29,0.27,-0.21,0.15,0.01,0.309520491,0.289580311,0.269636155,-0.210220809,0.149887612
19930805,-0.15,-0.06,-0.06,0.04,-0.29,0.01,-0.150112613,-0.060018007,-0.060018007,0.039992002,-0.290421315
19930806,0.98,-0.19,0.2,0.15,0.23,0.01,0.975229144,-0.190180729,0.199800266,0.149887612,0.229735905
19930809,0.02,0.05,-0.16,0.09,-0.13,0.01,0.019998,0.049987504,-0.160128137,0.089959524,-0.130084573
19930810,-1.49,0.42,0.33,-0.05,0.07,0.01,-1.501212012,0.419120462,0.329456695,-0.050012504,0.069975511
19930811,0.72,-0.38,0.2,-0.2,0.12,0.01,0.717420375,-0.380723834,0.199800266,-0.200200267,0.119928058
19930812,0.44,0.08,0.67,-0.32,0.17,0.01,0.43903483,0.079968017,0.667765475,-0.320513095,0.169855664
19930813,0.03,0.46,0.38,-0.26,0.09,0.01,0.029995501,0.458945233,0.379279824,-0.260338587,0.089959524
19930816,1.84,0.04,-0.38,0.3,-0.17,0.01,1.823276826,0.039992002,-0.380723834,0.299550898,-0.170144664
19930817,0.21,-0.13,0.28,-0.07,0.22,0.01,0.209779808,-0.130084573,0.27960873,-0.070024511,0.219758354
19930818,2.47,-0.49,-0.17,0.32,-0.01,0.01,2.439988682,-0.491204436,-0.170144664,0.31948909,-0.0100005
19930819,-0.55,0.33,-0.21,0.43,-0.19,0.01,-0.551518069,0.329456695,-0.210220809,0.429078142,-0.190180729
19930820,0.44,0.5,0.17,0.03,0,0.01,0.43903483,0.498754151,0.169855664,0.029995501,0
19930823,-1.18,0.22,-0.4,0.19,0.04,0.01,-1.187017257,0.219758354,-0.40080214,0.189819728,0.039992002
19930824,0.18,-0.03,0.23,0.06,0.04,0.01,0.179838194,-0.030004501,0.229735905,0.059982007,0.039992002
19930825,0.34,-0.31,0.41,-0.18,0.18,0.01,0.339423307,-0.310481495,0.40916179,-0.180162195,0.179838194
19930826,0.94,0.36,-0.54,0.13,-0.35,0.01,0.935609492,0.359353551,-0.54146327,0.129915573,-0.350613933
19930827,0.41,-0.21,0.28,-0.08,0,0.01,0.40916179,-0.210220809,0.27960873,-0.080032017,0
19930830,-0.15,-0.19,0.42,-0.07,-0.19,0.01,-0.150112613,-0.190180729,0.419120462,-0.070024511,-0.190180729
19930831,0.04,0.25,-0.36,0.54,0.22,0.01,0.039992002,0.24968802,-0.360649559,0.538547228,0.219758354
19930901,0.07,0.6,-0.47,0.03,0.18,0.01,0.069975511,0.598207168,-0.471107973,0.029995501,0.179838194
19930902,0.17,0.06,0.02,0.37,0.28,0.01,0.169855664,0.059982007,0.019998,0.369317184,0.27960873
19930903,1.36,0.44,-0.29,-0.08,-0.22,0.01,1.350835002,0.43903483,-0.290421315,-0.080032017,-0.220242356
19930906,-0.17,0.4,-0.04,-0.14,0.08,0.01,-0.170144664,0.399202127,-0.040008002,-0.140098092,0.079968017
19930907,-0.22,0.42,-0.38,0.03,0.04,0.01,-0.220242356,0.419120462,-0.380723834,0.029995501,0.039992002
19930908,-0.42,0.13,-0.29,-0.03,-0.2,0.01,-0.420884477,0.129915573,-0.290421315,-0.030004501,-0.200200267
19930909,0.66,-0.08,0.36,-0.56,0.39,0.01,0.657831536,-0.080032017,0.359353551,-0.561573879,0.389241472
19930910,0.3,0.15,0.02,0.02,0.12,0.01,0.299550898,0.149887612,0.019998,0.019998,0.119928058
19930913,-0.24,-0.01,0.37,-0.04,0.09,0.01,-0.240288462,-0.0100005,0.369317184,-0.040008002,0.089959524
19930914,0.11,-0.28,0.31,0.14,0.07,0.01,0.109939544,-0.280392733,0.309520491,0.139902091,0.069975511
19930915,-0.64,0.83,-0.36,0.18,-0.22,0.01,-0.64205678,0.826574442,-0.360649559,0.179838194,-0.220242356
19930916,-0.77,-0.19,0.03,-0.01,-0.06,0.01,-0.772979806,-0.190180729,0.029995501,-0.0100005,-0.060018007
19930917,0.02,-0.42,-0.18,0.26,-0.06,0.01,0.019998,-0.420884477,-0.180162195,0.259662585,-0.060018007
19930920,0.53,-0.22,0.17,0.25,0.04,0.01,0.528600443,-0.220242356,0.169855664,0.24968802,0.039992002
19930921,-1.61,-0.16,-0.07,0.25,-0.08,0.01,-1.623101311,-0.160128137,-0.070024511,0.24968802,-0.080032017
19930922,-0.13,0.01,-0.45,0.17,-0.12,0.01,-0.130084573,0.0099995,-0.451015548,0.169855664,-0.120072058
19930923,-0.53,0.13,0.35,-0.22,0.11,0.01,-0.531409482,0.129915573,0.349388925,-0.220242356,0.109939544
19930924,0.25,-0.05,-0.01,-0.16,0.19,0.01,0.24968802,-0.050012504,-0.0100005,-0.160128137,0.189819728
19930927,1.2,-0.61,0.45,-0.18,-0.13,0.01,1.192857087,-0.611868101,0.448990527,-0.180162195,-0.130084573
19930928,0.63,-0.17,0.12,0.05,-0.08,0.01,0.628023796,-0.170144664,0.119928058,0.049987504,-0.080032017
19930929,-0.22,0.05,0.1,0.29,0.14,0.01,-0.220242356,0.049987504,0.099950033,0.289580311,0.139902091
19930930,-0.94,-0.07,0.23,-0.14,-0.03,0.01,-0.944445883,-0.070024511,0.229735905,-0.140098092,-0.030004501
19931001,0.34,-0.11,0.01,-0.17,0.07,0.01,0.339423307,-0.110060544,0.0099995,-0.170144664,0.069975511
19931004,0.98,-0.45,-0.25,0.06,-0.13,0.01,0.975229144,-0.451015548,-0.250313022,0.059982007,-0.130084573
19931005,0.79,-0.63,0.13,0.03,-0.08,0.01,0.786895838,-0.631992874,0.129915573,0.029995501,-0.080032017
19931006,0.72,-0.12,0.05,0.15,0.09,0.01,0.717420375,-0.120072058,0.049987504,0.149887612,0.089959524
19931007,-0.17,0.19,0.01,-0.03,-0.1,0.01,-0.170144664,0.189819728,0.0099995,-0.030004501,-0.100050033
19931008,1.27,-0.13,0.27,0,-0.01,0.01,1.262003136,-0.130084573,0.269636155,0,-0.0100005
19931011,-0.05,0.07,0.23,-0.17,-0.1,0.01,-0.050012504,0.069975511,0.229735905,-0.170144664,-0.100050033
19931012,0.08,0.21,0.01,0.01,-0.08,0.01,0.079968017,0.209779808,0.0099995,0.0099995,-0.080032017
19931013,-0.57,0.16,0.1,0.13,-0.07,0.01,-0.5716307,0.159872136,0.099950033,0.129915573,-0.070024511
19931014,-0.71,0.04,-0.15,0.07,-0.25,0.01,-0.712532494,0.039992002,-0.150112613,0.069975511,-0.250313022
19931015,0.7,-0.66,0.08,0.1,-0.15,0.01,0.697561374,-0.662187631,0.079968017,0.099950033,-0.150112613
19931018,-0.7,-0.41,0.41,0.05,-0.09,0.01,-0.702461494,-0.410842804,0.40916179,0.049987504,-0.090040524
19931019,-0.12,0.17,0.11,0.18,0.18,0.01,-0.120072058,0.169855664,0.109939544,0.179838194,0.179838194
19931020,0.72,-0.29,-0.21,0.28,0.06,0.01,0.717420375,-0.290421315,-0.210220809,0.27960873,0.059982007
19931021,-0.34,-0.55,0.11,-0.24,0.1,0.01,-0.340579313,-0.551518069,0.109939544,-0.240288462,0.099950033
19931022,0.12,-0.34,0.51,-0.07,0.18,0.01,0.119928058,-0.340579313,0.508703905,-0.070024511,0.179838194
19931025,-0.24,0.33,-0.35,0.18,-0.12,0.01,-0.240288462,0.329456695,-0.350613933,0.179838194,-0.120072058
19931026,0,0.46,0,0.06,0.1,0.01,0,0.458945233,0,0.059982007,0.099950033
19931027,-0.57,0.3,-0.36,0,0.02,0.01,-0.5716307,0.299550898,-0.360649559,0,0.019998
19931028,0.59,-0.07,-0.01,0.03,0.14,0.01,0.588266316,-0.070024511,-0.0100005,0.029995501,0.139902091
19931029,-0.37,0.02,0.11,-0.04,-0.07,0.01,-0.370686193,0.019998,0.109939544,-0.040008002,-0.070024511
19931101,-0.16,0.19,-0.05,-0.09,0,0.01,-0.160128137,0.189819728,-0.050012504,-0.090040524,0
19931102,-0.13,0.04,0.04,0.1,0.08,0.01,-0.130084573,0.039992002,0.039992002,0.099950033,0.079968017
19931103,0.8,0.33,0.12,-0.22,0.38,0.01,0.796816965,0.329456695,0.119928058,-0.220242356,0.379279824
19931104,-0.83,0.46,-0.17,0.08,0.27,0.01,-0.833463679,0.458945233,-0.170144664,0.079968017,0.269636155
19931105,-1.58,1.06,-0.29,-0.01,0.08,0.01,-1.592615055,1.054421388,-0.290421315,-0.0100005,0.079968017
19931108,0.13,-0.09,0.09,0.09,-0.01,0.01,0.129915573,-0.090040524,0.089959524,0.089959524,-0.0100005
19931109,-0.25,-0.43,0.22,-0.05,0.15,0.01,-0.250313022,-0.430927159,0.219758354,-0.050012504,0.149887612
19931110,0.1,0.12,-0.44,0.11,-0.24,0.01,0.099950033,0.119928058,-0.440970849,0.109939544,-0.240288462
19931111,-0.33,-0.07,-0.01,0,-0.26,0.01,-0.330545701,-0.070024511,-0.0100005,0,-0.260338587
19931112,0.67,-0.1,-0.02,-0.04,0.1,0.01,0.667765475,-0.100050033,-0.020002,-0.040008002,0.099950033
19931115,-0.12,-0.31,0,0.21,-0.17,0.01,-0.120072058,-0.310481495,0,0.209779808,-0.170144664
19931116,-0.44,0.07,0.24,-0.1,0.22,0.01,-0.440970849,0.069975511,0.23971246,-0.100050033,0.219758354
19931117,0.65,-0.48,0.36,-0.15,0.21,0.01,0.64789661,-0.4811557,0.359353551,-0.150112613,0.209779808
19931118,-0.08,-0.24,-0.07,0.1,-0.06,0.01,-0.080032017,-0.240288462,-0.070024511,0.099950033,-0.060018007
19931119,-0.55,0.42,0.15,-0.06,-0.11,0.01,-0.551518069,0.419120462,0.149887612,-0.060018007,-0.110060544
19931122,-1.13,1.08,-0.53,0.13,0.13,0.01,-1.136433008,1.074209653,-0.531409482,0.129915573,0.129915573
19931123,-0.01,-0.16,-0.65,0.32,0.24,0.01,-0.0100005,-0.160128137,-0.652121699,0.31948909,0.23971246
19931124,0.08,-0.02,0.28,-0.33,-0.02,0.01,0.079968017,-0.020002,0.27960873,-0.330545701,-0.020002
19931125,0.58,-0.74,0.15,-0.01,0,0.01,0.578324476,-0.742751583,0.149887612,-0.0100005,0
19931126,-0.13,-0.28,0.16,-0.05,-0.05,0.01,-0.130084573,-0.280392733,0.159872136,-0.050012504,-0.050012504
19931129,0.47,-0.05,-0.86,0.33,0.01,0.01,0.468898949,-0.050012504,-0.86371934,0.329456695,0.0099995
19931130,-0.01,-0.12,-0.29,0.21,-0.19,0.01,-0.0100005,-0.120072058,-0.290421315,0.209779808,-0.190180729
19931201,1.16,-0.87,0.24,-0.25,-0.01,0.01,1.153323581,-0.873806594,0.23971246,-0.250313022,-0.0100005
19931202,0.35,0.15,0.05,-0.02,-0.15,0.01,0.349388925,0.149887612,0.049987504,-0.020002,-0.150112613
19931203,0.74,-0.3,0.05,0.13,0.02,0.01,0.737275433,-0.300450902,0.049987504,0.129915573,0.019998
19931206,1.54,-0.15,0.45,-0.25,-0.05,0.01,1.528262353,-0.150112613,0.448990527,-0.250313022,-0.050012504
19931207,-0.3,-0.05,0.47,-0.3,0,0.01,-0.300450902,-0.050012504,0.468898949,-0.300450902,0
19931208,0.7,-0.71,0.09,-0.07,-0.02,0.01,0.697561374,-0.712532494,0.089959524,-0.070024511,-0.020002
19931209,0.38,-0.17,0.23,-0.05,-0.01,0.01,0.379279824,-0.170144664,0.229735905,-0.050012504,-0.0100005
19931210,0.09,0.31,0.29,-0.01,0.22,0.01,0.089959524,0.309520491,0.289580311,-0.0100005,0.219758354
19931213,-0.37,-0.01,-0.04,-0.02,0.12,0.01,-0.370686193,-0.0100005,-0.040008002,-0.020002,0.119928058
19931214,-0.64,0.52,-0.03,-0.13,-0.14,0.01,-0.64205678,0.518652669,-0.030004501,-0.130084573,-0.140098092
19931215,-0.2,-0.19,0.02,-0.15,0.07,0.01,-0.200200267,-0.190180729,0.019998,-0.150112613,0.069975511
19931216,1.08,-0.24,0.06,0.25,0.1,0.01,1.074209653,-0.240288462,0.059982007,0.24968802,0.099950033
19931217,0.7,-0.37,0.08,0.06,0.09,0.01,0.697561374,-0.370686193,0.079968017,0.059982007,0.089959524
19931220,0.7,-0.5,0.3,0.09,-0.02,0.01,0.697561374,-0.501254182,0.299550898,0.089959524,-0.020002
19931221,0.28,0.34,0.45,-0.04,0.2,0.01,0.27960873,0.339423307,0.448990527,-0.040008002,0.199800266
19931222,0.89,-0.16,-0.03,0.19,-0.01,0.01,0.886062843,-0.160128137,-0.030004501,0.189819728,-0.0100005
19931223,1.21,-0.35,-0.12,0.21,0.24,0.01,1.202738021,-0.350613933,-0.120072058,0.209779808,0.23971246
19931224,0.03,-0.05,-0.23,0.06,0,0.01,0.029995501,-0.050012504,-0.230264906,0.059982007,0
19931227,0.32,-0.04,0.3,0.09,0.2,0.01,0.31948909,-0.040008002,0.299550898,0.089959524,0.199800266
19931228,0.01,0.27,-0.16,0.01,-0.05,0.01,0.0099995,0.269636155,-0.160128137,0.0099995,-0.050012504
19931229,-1.33,0,-0.22,-0.08,-0.01,0.01,-1.338923712,0,-0.220242356,-0.080032017,-0.0100005
19931230,-0.21,0.18,0.17,0.07,-0.2,0.01,-0.210220809,0.179838194,0.169855664,0.069975511,-0.200200267
19931231,-0.16,0.28,0.11,-0.15,-0.13,0.01,-0.160128137,0.27960873,0.109939544,-0.150112613,-0.130084573
19940103,0.27,-0.1,0.52,-0.28,0.22,0.01,0.269636155,-0.100050033,0.518652669,-0.280392733,0.219758354
19940104,0.55,0.92,-0.05,-0.08,0.21,0.01,0.548493023,0.915793778,-0.050012504,-0.080032017,0.209779808
19940105,-0.3,0.94,0.2,-0.18,0.23,0.01,-0.300450902,0.935609492,0.199800266,-0.180162195,0.229735905
19940106,0.15,0.01,0.06,0.11,0.13,0.01,0.149887612,0.0099995,0.059982007,0.109939544,0.129915573
19940107,1.49,0.06,-0.03,0.1,0.19,0.01,1.479008547,0.059982007,-0.030004501,0.099950033,0.189819728
19940110,0.02,0.53,-0.13,0.31,0.44,0.01,0.019998,0.528600443,-0.130084573,0.309520491,0.43903483
19940111,-0.19,0.65,0.66,-0.24,0.66,0.01,-0.190180729,0.64789661,0.657831536,-0.240288462,0.657831536
19940112,-0.25,1.05,0.23,-0.31,-0.08,0.01,-0.250313022,1.044525786,0.229735905,-0.310481495,-0.080032017
19940113,-0.94,0.48,-0.12,-0.14,0.03,0.01,-0.944445883,0.478851673,-0.120072058,-0.140098092,0.029995501
19940114,0.15,-0.03,0.38,-0.2,-0.13,0.01,0.149887612,-0.030004501,0.379279824,-0.200200267,-0.130084573
19940117,0.42,0.3,0.21,-0.32,-0.03,0.01,0.419120462,0.299550898,0.209779808,-0.320513095,-0.030004501
19940118,0.83,0.06,-0.11,-0.12,0.02,0.01,0.826574442,0.059982007,-0.110060544,-0.120072058,0.019998
19940119,0.87,-0.08,0.11,0.1,0.11,0.01,0.866237308,-0.080032017,0.109939544,0.099950033,0.109939544
19940120,-0.03,0.56,-0.24,-0.11,-0.04,0.01,-0.030004501,0.558437829,-0.240288462,-0.110060544,-0.040008002
19940121,-0.67,0.24,-0.17,-0.23,0.09,0.01,-0.672254576,0.23971246,-0.170144664,-0.230264906,0.089959524
19940124,0.2,-0.04,0.11,-0.17,-0.09,0.01,0.199800266,-0.040008002,0.109939544,-0.170144664,-0.090040524
19940125,0.33,0.41,0.59,-0.05,0.28,0.01,0.329456695,0.40916179,0.588266316,-0.050012504,0.27960873
19940126,0.12,0.04,0.47,-0.24,0.27,0.01,0.119928058,0.039992002,0.468898949,-0.240288462,0.269636155
19940127,0.93,0.2,0.25,0.01,-0.06,0.01,0.925702126,0.199800266,0.24968802,0.0099995,-0.060018007
19940128,-0.1,-0.31,0.6,-0.15,0.07,0.01,-0.100050033,-0.310481495,0.598207168,-0.150112613,0.069975511
19940131,1.9,-0.45,0.53,-0.28,0.09,0.01,1.882175424,-0.451015548,0.528600443,-0.280392733,0.089959524
19940201,-0.29,0.64,0.2,-0.19,0.12,0.01,-0.290421315,0.637960696,0.199800266,-0.190180729,0.119928058
19940202,0.54,-0.21,0.58,-0.45,0.16,0.01,0.538547228,-0.210220809,0.578324476,-0.451015548,0.159872136
19940203,-0.97,0.79,0,-0.02,-0.13,0.01,-0.974735145,0.786895838,0,-0.020002,-0.130084573
19940204,-0.87,0.34,0.43,-0.21,-0.14,0.01,-0.873806594,0.339423307,0.429078142,-0.210220809,-0.140098092
19940207,-1.52,0.17,-0.63,0.36,0.11,0.01,-1.531670411,0.169855664,-0.631992874,0.359353551,0.109939544
19940208,0.26,0.18,0.74,-0.27,0.34,0.01,0.259662585,0.179838194,0.737275433,-0.270365157,0.339423307
19940209,-0.37,0.44,0.17,0.16,-0.05,0.01,-0.370686193,0.43903483,0.169855664,0.159872136,-0.050012504
19940210,-0.12,0.41,-0.05,0.48,-0.01,0.01,-0.120072058,0.40916179,-0.050012504,0.478851673,-0.0100005
19940211,-0.85,0.31,-0.03,0.24,0.09,0.01,-0.853633102,0.309520491,-0.030004501,0.23971246,0.089959524
19940214,1.12,0.4,-0.09,0.15,0.35,0.01,1.113774441,0.399202127,-0.090040524,0.149887612,0.349388925
19940215,-0.2,-0.35,-0.14,0.04,-0.18,0.01,-0.200200267,-0.350613933,-0.140098092,0.039992002,-0.180162195
19940216,0.91,-0.29,0.05,-0.13,-0.12,0.01,0.905884449,-0.290421315,0.049987504,-0.130084573,-0.120072058
19940217,0.6,-0.29,0.5,-0.36,0.14,0.01,0.598207168,-0.290421315,0.498754151,-0.360649559,0.139902091
19940218,-0.2,0.93,0.17,0.02,-0.08,0.01,-0.200200267,0.925702126,0.169855664,0.019998,-0.080032017
19940221,-1.62,0.56,-0.32,0.18,-0.11,0.01,-1.633265462,0.558437829,-0.320513095,0.179838194,-0.110060544
19940222,-0.06,0.26,-0.06,0.03,0.16,0.01,-0.060018007,0.259662585,-0.060018007,0.029995501,0.159872136
19940223,0.3,-0.37,-0.01,0.04,0.34,0.01,0.299550898,-0.370686193,-0.0100005,0.039992002,0.339423307
19940224,-1,1.02,-0.19,0.26,0.29,0.01,-1.005033585,1.014833105,-0.190180729,0.259662585,0.289580311
19940225,0.09,-0.17,-0.3,0.07,-0.03,0.01,0.089959524,-0.170144664,-0.300450902,0.069975511,-0.030004501
19940228,0.81,-0.51,0.01,0.11,0.13,0.01,0.806737108,-0.511304939,0.0099995,0.109939544,0.129915573
19940301,-1.32,1.06,-0.61,0.28,0.25,0.01,-1.328789433,1.054421388,-0.611868101,0.27960873,0.24968802
19940302,-1.08,0.34,-0.81,0.37,-0.25,0.01,-1.085874333,0.339423307,-0.813298323,0.369317184,-0.250313022
19940303,0.32,-0.3,0.48,0.11,0.06,0.01,0.31948909,-0.300450902,0.478851673,0.109939544,0.059982007
19940304,0.32,-0.4,0.11,0.08,0.24,0.01,0.31948909,-0.40080214,0.109939544,0.079968017,0.23971246
19940307,1.16,-0.75,0.59,-0.13,-0.08,0.01,1.153323581,-0.752826642,0.588266316,-0.130084573,-0.080032017
19940308,-0.23,0.55,0.35,-0.12,0.16,0.01,-0.230264906,0.548493023,0.349388925,-0.120072058,0.159872136
19940309,0.2,0.37,-0.15,0.08,0.09,0.01,0.199800266,0.369317184,-0.150112613,0.079968017,0.089959524
19940310,0.7,0.02,0.33,0.15,0.21,0.01,0.697561374,0.019998,0.329456695,0.149887612,0.209779808
19940311,-1.03,0.74,0.26,-0.11,0.12,0.01,-1.035341208,0.737275433,0.259662585,-0.110060544,0.119928058
19940314,0.74,-0.97,0.03,0.04,-0.13,0.01,0.737275433,-0.974735145,0.029995501,0.039992002,-0.130084573
19940315,0.39,-0.66,0.04,0.08,-0.18,0.01,0.389241472,-0.662187631,0.039992002,0.079968017,-0.180162195
19940316,0.08,0.39,0.16,-0.12,0,0.01,0.079968017,0.389241472,0.159872136,-0.120072058,0
19940317,0.03,-0.06,0.09,0.01,0.11,0.01,0.029995501,-0.060018007,0.089959524,0.0099995,0.109939544
19940318,-1.12,0.64,-0.3,0.03,0.13,0.01,-1.126319228,0.637960696,-0.300450902,0.029995501,0.129915573
19940321,-0.47,0.34,-0.22,0.25,0.2,0.01,-0.471107973,0.339423307,-0.220242356,0.24968802,0.199800266
19940322,0.11,-0.15,0.29,0.18,-0.19,0.01,0.109939544,-0.150112613,0.289580311,0.179838194,-0.190180729
19940323,0.15,0.02,0.43,-0.12,-0.04,0.01,0.149887612,0.019998,0.429078142,-0.120072058,-0.040008002
19940324,-0.35,0.41,0.18,0.1,-0.14,0.01,-0.350613933,0.40916179,0.179838194,0.099950033,-0.140098092
19940325,-0.5,-0.08,0.07,0,-0.11,0.01,-0.501254182,-0.080032017,0.069975511,0,-0.110060544
19940328,0.37,-0.65,0.33,0.05,-0.17,0.01,0.369317184,-0.652121699,0.329456695,0.049987504,-0.170144664
19940329,-0.77,0.45,-0.35,0.15,-0.29,0.01,-0.772979806,0.448990527,-0.350613933,0.149887612,-0.290421315
19940330,-0.69,0.24,0.15,-0.16,-0.06,0.01,-0.692391507,0.23971246,0.149887612,-0.160128137,-0.060018007
19940331,0.23,-0.05,0.41,-0.23,-0.14,0.01,0.229735905,-0.050012504,0.40916179,-0.230264906,-0.140098092
19940401,-1.01,-0.03,0,0.03,-0.14,0.01,-1.015135106,-0.030004501,0,0.029995501,-0.140098092
19940404,-0.33,0.14,0.02,-0.1,0,0.01,-0.330545701,0.139902091,0.019998,-0.100050033,0
19940405,-0.31,-0.74,-0.39,0.33,-0.23,0.01,-0.310481495,-0.742751583,-0.390762483,0.329456695,-0.230264906
19940406,0.93,-0.32,0.54,-0.48,0.33,0.01,0.925702126,-0.320513095,0.538547228,-0.4811557,0.329456695
19940407,0.32,-0.18,0.23,-0.35,-0.06,0.01,0.31948909,-0.180162195,0.229735905,-0.350613933,-0.060018007
19940408,0.35,0.02,0.39,-0.29,0.15,0.01,0.349388925,0.019998,0.389241472,-0.290421315,0.149887612
19940411,0.87,-0.52,0.74,-0.3,0.1,0.01,0.866237308,-0.521356705,0.737275433,-0.300450902,0.099950033
19940412,0.27,0.25,0.14,-0.1,0.1,0.01,0.269636155,0.24968802,0.139902091,-0.100050033,0.099950033
19940413,-0.16,0.35,-0.25,0.27,0.2,0.01,-0.160128137,0.349388925,-0.250313022,0.269636155,0.199800266
19940414,-0.45,0.36,0.07,0.1,0.07,0.01,-0.451015548,0.359353551,0.069975511,0.099950033,0.069975511
19940415,0.18,-0.4,-0.03,0.13,0.17,0.01,0.179838194,-0.40080214,-0.030004501,0.129915573,0.169855664
19940418,-0.01,0.46,-0.36,0.25,0.18,0.01,-0.0100005,0.458945233,-0.360649559,0.24968802,0.179838194
19940419,-0.54,0.5,-0.39,0.25,0.09,0.01,-0.54146327,0.498754151,-0.390762483,0.24968802,0.089959524
19940420,0.2,0.29,-0.01,0.15,-0.06,0.01,0.199800266,0.289580311,-0.0100005,0.149887612,-0.060018007
19940421,-0.18,0.1,-0.25,0.3,-0.12,0.01,-0.180162195,0.099950033,-0.250313022,0.299550898,-0.120072058
19940422,0.97,-0.74,0.36,-0.21,0.1,0.01,0.965325703,-0.742751583,0.359353551,-0.210220809,0.099950033
19940425,-0.08,0.49,0.08,-0.14,-0.05,0.01,-0.080032017,0.488803407,0.079968017,-0.140098092,-0.050012504
19940426,1.26,-0.7,0.22,0.06,-0.17,0.01,1.252128055,-0.702461494,0.219758354,0.059982007,-0.170144664
19940427,0.69,-0.26,0.2,-0.13,0.11,0.01,0.687630394,-0.260338587,0.199800266,-0.130084573,0.109939544
19940428,0.49,0.27,0.13,-0.3,-0.08,0.01,0.488803407,0.269636155,0.129915573,-0.300450902,-0.080032017
19940429,0.28,0.17,-0.01,-0.01,0.01,0.01,0.27960873,0.169855664,-0.0100005,-0.0100005,0.0099995
19940502,0.32,-0.14,0.04,0.06,-0.29,0.01,0.31948909,-0.140098092,0.039992002,0.059982007,-0.290421315
19940503,-0.37,0.57,-0.43,0.32,0.24,0.01,-0.370686193,0.568381647,-0.430927159,0.31948909,0.23971246
19940504,-1.53,0.44,-0.31,0.16,0.04,0.01,-1.541825273,0.43903483,-0.310481495,0.159872136,0.039992002
19940505,-0.2,-0.53,-0.07,-0.11,-0.21,0.01,-0.200200267,-0.531409482,-0.070024511,-0.110060544,-0.210220809
19940506,0.17,0.05,0.66,-0.43,0.12,0.01,0.169855664,0.049987504,0.657831536,-0.430927159,0.119928058
19940509,-0.24,0.37,-0.17,-0.15,0.12,0.01,-0.240288462,0.369317184,-0.170144664,-0.150112613,0.119928058
19940510,-0.14,-0.94,0.08,0.05,-0.16,0.01,-0.140098092,-0.944445883,0.079968017,0.049987504,-0.160128137
19940511,0.25,-0.01,0.05,0.09,0.2,0.01,0.24968802,-0.0100005,0.049987504,0.089959524,0.199800266
19940512,0.4,-0.22,0.19,-0.03,-0.08,0.01,0.399202127,-0.220242356,0.189819728,-0.030004501,-0.080032017
19940513,-0.03,-0.09,0.52,-0.34,0.23,0.01,-0.030004501,-0.090040524,0.518652669,-0.340579313,0.229735905
19940516,0.08,-0.04,-0.45,0.18,0.04,0.01,0.079968017,-0.040008002,-0.451015548,0.179838194,0.039992002
19940517,0.28,-0.11,0.17,-0.24,0.04,0.01,0.27960873,-0.110060544,0.169855664,-0.240288462,0.039992002
19940518,0.83,0.26,0.66,-0.2,0.19,0.01,0.826574442,0.259662585,0.657831536,-0.200200267,0.189819728
19940519,-0.37,0.24,-0.08,-0.08,0.16,0.01,-0.370686193,0.23971246,-0.080032017,-0.080032017,0.159872136
19940520,0.26,0.06,0.16,-0.05,0.11,0.01,0.259662585,0.059982007,0.159872136,-0.050012504,0.109939544
19940523,-0.19,0.27,-0.08,0.09,0.14,0.01,-0.190180729,0.269636155,-0.080032017,0.089959524,0.139902091
19940524,-1.31,0.46,-0.14,-0.04,-0.21,0.01,-1.31865618,0.458945233,-0.140098092,-0.040008002,-0.210220809
19940525,-1.09,0.97,-0.09,0.07,0.21,0.01,-1.095984024,0.965325703,-0.090040524,0.069975511,0.209779808
19940526,-0.22,-0.15,-0.07,-0.01,-0.03,0.01,-0.220242356,-0.150112613,-0.070024511,-0.0100005,-0.030004501
19940527,-0.49,0.64,0.27,0.04,0.03,0.01,-0.491204436,0.637960696,0.269636155,0.039992002,0.029995501
19940530,-0.17,-0.06,-0.08,-0.12,-0.04,0.01,-0.170144664,-0.060018007,-0.080032017,-0.120072058,-0.040008002
19940531,-0.3,-0.07,-0.33,0.17,-0.3,0.01,-0.300450902,-0.070024511,-0.330545701,0.169855664,-0.300450902
19940601,-0.77,0.51,-0.24,-0.04,-0.15,0.01,-0.772979806,0.508703905,-0.240288462,-0.040008002,-0.150112613
19940602,0.01,-0.69,-0.15,0.11,-0.01,0.01,0.0099995,-0.692391507,-0.150112613,0.109939544,-0.0100005
19940603,-0.14,-0.66,-0.14,-0.08,-0.25,0.01,-0.140098092,-0.662187631,-0.140098092,-0.080032017,-0.250313022
19940606,0.71,-0.63,0.17,0.06,-0.12,0.01,0.707491367,-0.631992874,0.169855664,0.059982007,-0.120072058
19940607,-0.13,0.1,0.08,-0.06,-0.15,0.01,-0.130084573,0.099950033,0.079968017,-0.060018007,-0.150112613
19940608,0.55,-0.68,0,0.03,0.06,0.01,0.548493023,-0.682322535,0,0.029995501,0.059982007
