This file was created using the 201904 Bloomberg database.,,,,,,,,,,,
,,,,,,,,,,,
Missing data are indicated by -99.99.,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,Mkt-RF,SMB,HML,RMW,CMA,RF,Mkt-RF_log,SMB_log,HML_log,RMW_log,CMA_log
20040708,-0.57,-0.39,0.23,0.44,0.02,0,-0.5716307,-0.390762483,0.229735905,0.43903483,0.019998
20040709,0.52,0.2,0.01,-0.07,-0.03,0,0.518652669,0.199800266,0.0099995,-0.070024511,-0.030004501
20040712,0.03,0.15,0.19,0.24,-0.2,0,0.029995501,0.149887612,0.189819728,0.23971246,-0.200200267
20040713,-0.13,-0.15,0.17,-0.02,-0.04,0,-0.130084573,-0.150112613,0.169855664,-0.020002,-0.040008002
20040714,-0.36,-0.33,0.16,-0.1,0.02,0,-0.360649559,-0.330545701,0.159872136,-0.100050033,0.019998
20040715,-0.57,0.19,0.3,-0.14,0.18,0,-0.5716307,0.189819728,0.299550898,-0.140098092,0.179838194
20040716,0.21,0.15,0.35,0.5,-0.15,0,0.209779808,0.149887612,0.349388925,0.498754151,-0.150112613
20040719,-0.15,0.01,0.38,0.18,0.05,0,-0.150112613,0.0099995,0.379279824,0.179838194,0.049987504
20040720,-0.01,-0.13,-0.16,-0.43,0.24,0,-0.0100005,-0.130084573,-0.160128137,-0.430927159,0.23971246
20040721,-0.69,-0.36,0.3,0.35,-0.25,0,-0.692391507,-0.360649559,0.299550898,0.349388925,-0.250313022
20040722,-0.5,0,-0.24,-0.08,-0.04,0,-0.501254182,0,-0.240288462,-0.080032017,-0.040008002
20040723,-1.04,0.05,0.43,0.22,0,0,-1.04544579,0.049987504,0.429078142,0.219758354,0
20040726,-0.47,-0.28,0.23,0.17,-0.19,0,-0.471107973,-0.280392733,0.229735905,0.169855664,-0.190180729
20040727,0.23,-0.56,-0.01,-0.49,0.09,0,0.229735905,-0.561573879,-0.0100005,-0.491204436,0.089959524
20040728,0.19,-0.1,0.02,0.19,-0.01,0,0.189819728,-0.100050033,0.019998,0.189819728,-0.0100005
20040729,0.53,-0.3,0.02,-0.23,0.32,0,0.528600443,-0.300450902,0.019998,-0.230264906,0.31948909
20040730,0.34,0.38,-0.36,-0.02,-0.03,0,0.339423307,0.379279824,-0.360649559,-0.020002,-0.030004501
20040802,0.17,-0.21,0.28,0.14,-0.05,0.01,0.169855664,-0.210220809,0.27960873,0.139902091,-0.050012504
20040803,-0.21,-0.32,0.44,0.38,0.11,0.01,-0.210220809,-0.320513095,0.43903483,0.379279824,0.109939544
20040804,-0.62,-0.07,-0.09,0.14,0.15,0.01,-0.621929981,-0.070024511,-0.090040524,0.139902091,0.149887612
20040805,-0.83,0.23,0.26,0.03,0.11,0.01,-0.833463679,0.229735905,0.259662585,0.029995501,0.109939544
20040806,-0.79,0.46,0.35,0.49,-0.31,0.01,-0.793137033,0.458945233,0.349388925,0.488803407,-0.310481495
20040809,-0.35,-0.22,-0.01,0.17,-0.15,0.01,-0.350613933,-0.220242356,-0.0100005,0.169855664,-0.150112613
20040810,0.7,-0.2,-0.26,-0.35,0.11,0.01,0.697561374,-0.200200267,-0.260338587,-0.350613933,0.109939544
20040811,-0.16,0.1,0.1,0.41,-0.49,0.01,-0.160128137,0.099950033,0.099950033,0.40916179,-0.491204436
20040812,-0.67,0.03,0.12,0.44,-0.17,0.01,-0.672254576,0.029995501,0.119928058,0.43903483,-0.170144664
20040813,0.14,0.03,0.08,0.1,0.13,0.01,0.139902091,0.029995501,0.079968017,0.099950033,0.129915573
20040816,0.8,-0.44,0.06,-0.32,0.18,0.01,0.796816965,-0.440970849,0.059982007,-0.320513095,0.179838194
20040817,0.27,-0.12,-0.1,-0.38,0.12,0.01,0.269636155,-0.120072058,-0.100050033,-0.380723834,0.119928058
20040818,0.77,-0.03,-0.23,-0.58,-0.06,0.01,0.76705063,-0.030004501,-0.230264906,-0.581688532,-0.060018007
20040819,0.2,0.18,0.03,0.03,-0.06,0.01,0.199800266,0.179838194,0.029995501,0.029995501,-0.060018007
20040820,0.3,0.37,-0.1,-0.21,-0.05,0.01,0.299550898,0.369317184,-0.100050033,-0.210220809,-0.050012504
20040823,-0.3,-0.3,-0.11,-0.08,0.07,0.01,-0.300450902,-0.300450902,-0.110060544,-0.080032017,0.069975511
20040824,-0.1,-0.06,0.23,-0.11,0.02,0.01,-0.100050033,-0.060018007,0.229735905,-0.110060544,0.019998
20040825,0.6,-0.11,-0.03,-0.37,0.01,0.01,0.598207168,-0.110060544,-0.030004501,-0.370686193,0.0099995
20040826,0.29,-0.2,0.07,0.24,-0.05,0.01,0.289580311,-0.200200267,0.069975511,0.23971246,-0.050012504
20040827,0.22,0.06,-0.14,-0.08,-0.14,0.01,0.219758354,0.059982007,-0.140098092,-0.080032017,-0.140098092
20040830,-0.43,0.08,0.16,0.26,-0.02,0.01,-0.430927159,0.079968017,0.159872136,0.259662585,-0.020002
20040831,0.38,0.25,0.11,0.08,0.01,0.01,0.379279824,0.24968802,0.109939544,0.079968017,0.0099995
20040901,0.42,0.12,-0.15,-0.04,-0.05,0.01,0.419120462,0.119928058,-0.150112613,-0.040008002,-0.050012504
20040902,0.66,-0.11,-0.03,-0.08,-0.03,0.01,0.657831536,-0.110060544,-0.030004501,-0.080032017,-0.030004501
20040903,-0.61,-0.22,0.21,0.29,0.02,0.01,-0.611868101,-0.220242356,0.209779808,0.289580311,0.019998
20040906,0.4,0.01,0.13,-0.07,0.06,0.01,0.399202127,0.0099995,0.129915573,-0.070024511,0.059982007
20040907,0.61,0.01,0.19,-0.1,0.07,0.01,0.608147032,0.0099995,0.189819728,-0.100050033,0.069975511
20040908,-0.1,0.01,-0.05,0.06,-0.14,0.01,-0.100050033,0.0099995,-0.050012504,0.059982007,-0.140098092
20040909,-0.07,0.42,-0.08,-0.22,0.32,0.01,-0.070024511,0.419120462,-0.080032017,-0.220242356,0.31948909
20040910,0.45,-0.02,-0.34,-0.18,0.07,0.01,0.448990527,-0.020002,-0.340579313,-0.180162195,0.069975511
20040913,0.52,-0.04,-0.18,-0.11,0.11,0.01,0.518652669,-0.040008002,-0.180162195,-0.110060544,0.109939544
20040914,0.14,0,-0.18,0,-0.12,0.01,0.139902091,0,-0.180162195,0,-0.120072058
20040915,-0.86,0.12,0.37,0.08,-0.08,0.01,-0.86371934,0.119928058,0.369317184,0.079968017,-0.080032017
20040916,0.38,0.17,0.17,-0.15,0.05,0.01,0.379279824,0.169855664,0.169855664,-0.150112613,0.049987504
20040917,0.28,-0.41,-0.1,0.09,-0.03,0.01,0.27960873,-0.410842804,-0.100050033,0.089959524,-0.030004501
20040920,-0.37,0.23,0.04,-0.12,-0.02,0.01,-0.370686193,0.229735905,0.039992002,-0.120072058,-0.020002
20040921,0.89,-0.12,0.12,0.09,0.14,0.01,0.886062843,-0.120072058,0.119928058,0.089959524,0.139902091
20040922,-1.08,0.12,0.23,-0.03,-0.07,0.01,-1.085874333,0.119928058,0.229735905,-0.030004501,-0.070024511
20040923,-0.37,0.4,-0.1,-0.17,-0.03,0.01,-0.370686193,0.399202127,-0.100050033,-0.170144664,-0.030004501
20040924,0.06,-0.01,0.09,0.38,-0.14,0.01,0.059982007,-0.0100005,0.089959524,0.379279824,-0.140098092
20040927,-0.6,-0.07,0.16,0.3,-0.04,0.01,-0.601807233,-0.070024511,0.159872136,0.299550898,-0.040008002
20040928,0.49,-0.02,-0.07,-0.05,0.02,0.01,0.488803407,-0.020002,-0.070024511,-0.050012504,0.019998
20040929,0.41,0.09,-0.19,-0.28,0.08,0.01,0.40916179,0.089959524,-0.190180729,-0.280392733,0.079968017
20040930,0.49,0.51,0.23,-0.21,-0.33,0.01,0.488803407,0.508703905,0.229735905,-0.210220809,-0.330545701
20041001,1.27,-0.45,-0.05,-0.38,0.32,0.01,1.262003136,-0.451015548,-0.050012504,-0.380723834,0.31948909
20041004,0.35,0.03,-0.16,-0.3,0.07,0.01,0.349388925,0.029995501,-0.160128137,-0.300450902,0.069975511
20041005,0.08,0.08,0.15,0.24,0,0.01,0.079968017,0.079968017,0.149887612,0.23971246,0
20041006,0.37,0.11,0.03,-0.04,-0.03,0.01,0.369317184,0.109939544,0.029995501,-0.040008002,-0.030004501
20041007,-0.59,0.26,0.28,0.18,0.02,0.01,-0.591747376,0.259662585,0.27960873,0.179838194,0.019998
20041008,0.02,0.18,0.4,0.36,-0.06,0.01,0.019998,0.179838194,0.399202127,0.359353551,-0.060018007
20041011,0.04,0.12,-0.16,-0.07,-0.14,0.01,0.039992002,0.119928058,-0.160128137,-0.070024511,-0.140098092
20041012,-0.69,0.07,0.16,-0.02,0.05,0.01,-0.692391507,0.069975511,0.159872136,-0.020002,0.049987504
20041013,-0.4,-0.19,-0.11,-0.16,0.13,0.01,-0.40080214,-0.190180729,-0.110060544,-0.160128137,0.129915573
20041014,-0.65,0.1,-0.1,0.51,-0.03,0.01,-0.652121699,0.099950033,-0.100050033,0.508703905,-0.030004501
20041015,0.43,0.12,0,0.17,0.28,0.01,0.429078142,0.119928058,0,0.169855664,0.27960873
20041018,0.14,-0.15,-0.31,-0.26,-0.13,0.01,0.139902091,-0.150112613,-0.310481495,-0.260338587,-0.130084573
20041019,0.02,0.15,-0.16,0.32,0.11,0.01,0.019998,0.149887612,-0.160128137,0.31948909,0.109939544
20041020,-0.03,0.27,-0.15,0.06,-0.08,0.01,-0.030004501,0.269636155,-0.150112613,0.059982007,-0.080032017
20041021,0.38,0.22,0,-0.14,0.15,0.01,0.379279824,0.219758354,0,-0.140098092,0.149887612
20041022,-0.24,0.21,0.3,0.47,-0.03,0.01,-0.240288462,0.209779808,0.299550898,0.468898949,-0.030004501
20041025,-0.24,0.54,0.25,-0.16,0.04,0.01,-0.240288462,0.538547228,0.24968802,-0.160128137,0.039992002
20041026,0.65,-0.53,0.23,-0.23,-0.12,0.01,0.64789661,-0.531409482,0.229735905,-0.230264906,-0.120072058
20041027,0.9,-0.35,-0.59,-0.14,0.02,0.01,0.895974137,-0.350613933,-0.591747376,-0.140098092,0.019998
20041028,0.54,-0.26,-0.06,-0.08,0.13,0.01,0.538547228,-0.260338587,-0.060018007,-0.080032017,0.129915573
20041029,0.2,-0.05,0.22,0.02,0.02,0.01,0.199800266,-0.050012504,0.219758354,0.019998,0.019998
20041101,0.01,-0.17,0.11,-0.15,0.02,0.01,0.0099995,-0.170144664,0.109939544,-0.150112613,0.019998
20041102,0.46,-0.14,0.06,-0.26,-0.05,0.01,0.458945233,-0.140098092,0.059982007,-0.260338587,-0.050012504
20041103,0.94,0.15,-0.2,0.22,-0.13,0.01,0.935609492,0.149887612,-0.200200267,0.219758354,-0.130084573
20041104,0.93,-0.27,0.23,0.1,0.13,0.01,0.925702126,-0.270365157,0.229735905,0.099950033,0.129915573
20041105,0.82,0.15,-0.26,-0.04,0.04,0.01,0.816656267,0.149887612,-0.260338587,-0.040008002,0.039992002
20041108,-0.3,-0.02,0.02,-0.1,0.1,0.01,-0.300450902,-0.020002,0.019998,-0.100050033,0.099950033
20041109,-0.06,0.31,0.02,-0.22,0,0.01,-0.060018007,0.309520491,0.019998,-0.220242356,0
20041110,-0.06,0.12,0.06,0.1,0.02,0.01,-0.060018007,0.119928058,0.059982007,0.099950033,0.019998
20041111,0.71,-0.19,-0.2,-0.05,0,0.01,0.707491367,-0.190180729,-0.200200267,-0.050012504,0
20041112,1,0.01,-0.12,0.13,-0.02,0.01,0.995033085,0.0099995,-0.120072058,0.129915573,-0.020002
20041115,0.16,0.31,-0.14,-0.32,-0.22,0.01,0.159872136,0.309520491,-0.140098092,-0.320513095,-0.220242356
20041116,-0.49,0.12,0.14,-0.1,0.08,0.01,-0.491204436,0.119928058,0.139902091,-0.100050033,0.079968017
20041117,0.91,-0.03,-0.07,-0.24,0.24,0.01,0.905884449,-0.030004501,-0.070024511,-0.240288462,0.23971246
20041118,-0.24,-0.09,0.06,-0.13,0.1,0.01,-0.240288462,-0.090040524,0.059982007,-0.130084573,0.099950033
20041119,-0.39,0.44,0.54,0.03,0,0.01,-0.390762483,0.43903483,0.538547228,0.029995501,0
20041122,0.01,0.13,0.31,-0.12,0.2,0.01,0.0099995,0.129915573,0.309520491,-0.120072058,0.199800266
20041123,0.2,0.26,0.26,0.03,-0.06,0.01,0.199800266,0.259662585,0.259662585,0.029995501,-0.060018007
20041124,0.58,0.22,0.1,-0.12,0.01,0.01,0.578324476,0.219758354,0.099950033,-0.120072058,0.0099995
20041125,0.52,-0.09,0,0.11,0.07,0.01,0.518652669,-0.090040524,0,0.109939544,0.069975511
20041126,0.03,0.18,0.01,0.02,0.04,0.01,0.029995501,0.179838194,0.0099995,0.019998,0.039992002
20041129,-0.03,0.38,0.07,-0.27,-0.05,0.01,-0.030004501,0.379279824,0.069975511,-0.270365157,-0.050012504
20041130,-0.44,0.29,0.2,0.08,-0.07,0.01,-0.440970849,0.289580311,0.199800266,0.079968017,-0.070024511
20041201,1.13,-0.48,-0.28,-0.23,0.08,0.01,1.123663193,-0.4811557,-0.280392733,-0.230264906,0.079968017
20041202,-0.03,-0.23,-0.28,-0.25,-0.02,0.01,-0.030004501,-0.230264906,-0.280392733,-0.250313022,-0.020002
20041203,0.62,0.13,0.03,0.14,0.07,0.01,0.618085908,0.129915573,0.029995501,0.139902091,0.069975511
20041206,-0.49,-0.06,0.06,-0.09,0.09,0.01,-0.491204436,-0.060018007,0.059982007,-0.090040524,0.089959524
20041207,-0.57,-0.19,0.12,0.25,0.07,0.01,-0.5716307,-0.190180729,0.119928058,0.24968802,0.069975511
20041208,-0.18,-0.28,-0.01,0,-0.23,0.01,-0.180162195,-0.280392733,-0.0100005,0,-0.230264906
20041209,-0.28,-0.34,-0.05,0.21,-0.15,0.01,-0.280392733,-0.340579313,-0.050012504,0.209779808,-0.150112613
20041210,-0.26,0.11,0.05,-0.08,0.1,0.01,-0.260338587,0.109939544,0.049987504,-0.080032017,0.099950033
20041213,0.95,-0.34,0.09,-0.03,0.08,0.01,0.945515877,-0.340579313,0.089959524,-0.030004501,0.079968017
20041214,0.3,-0.02,-0.08,-0.04,-0.03,0.01,0.299550898,-0.020002,-0.080032017,-0.040008002,-0.030004501
20041215,0.64,0.41,0.29,-0.02,-0.03,0.01,0.637960696,0.40916179,0.289580311,-0.020002,-0.030004501
20041216,-0.44,-0.18,0.05,0.18,0.01,0.01,-0.440970849,-0.180162195,0.049987504,0.179838194,0.0099995
20041217,-0.16,0.67,0.28,-0.06,0.02,0.01,-0.160128137,0.667765475,0.27960873,-0.060018007,0.019998
20041220,0.33,-0.14,0.25,0.17,0.16,0.01,0.329456695,-0.140098092,0.24968802,0.169855664,0.159872136
20041221,0.44,0.06,0.08,-0.13,0.22,0.01,0.43903483,0.059982007,0.079968017,-0.130084573,0.219758354
20041222,0.44,-0.12,-0.04,0,0,0.01,0.43903483,-0.120072058,-0.040008002,0,0
20041223,0.44,0.15,0,-0.01,0.03,0.01,0.43903483,0.149887612,0,-0.0100005,0.029995501
20041224,0.2,0.05,0.05,-0.03,-0.08,0.01,0.199800266,0.049987504,0.049987504,-0.030004501,-0.080032017
20041227,0.12,0.2,-0.05,0.02,0.01,0.01,0.119928058,0.199800266,-0.050012504,0.019998,0.0099995
20041228,0.48,0.19,-0.13,-0.08,-0.06,0.01,0.478851673,0.189819728,-0.130084573,-0.080032017,-0.060018007
20041229,-0.09,0.07,-0.04,-0.02,-0.04,0.01,-0.090040524,0.069975511,-0.040008002,-0.020002,-0.040008002
20041230,0.33,0.26,0.05,0.03,0.01,0.01,0.329456695,0.259662585,0.049987504,0.029995501,0.0099995
20041231,-0.16,0.19,0.07,-0.04,-0.03,0.01,-0.160128137,0.189819728,0.069975511,-0.040008002,-0.030004501
20050103,-0.55,-0.16,0.06,0.05,0.04,0.01,-0.551518069,-0.160128137,0.059982007,0.049987504,0.039992002
20050104,-1.28,-0.16,0.29,0.18,-0.14,0.01,-1.288262583,-0.160128137,0.289580311,0.179838194,-0.140098092
20050105,-0.59,-0.15,-0.05,0.18,-0.1,0.01,-0.591747376,-0.150112613,-0.050012504,0.179838194,-0.100050033
20050106,0.03,-0.07,0.06,0.12,0.11,0.01,0.029995501,-0.070024511,0.059982007,0.119928058,0.109939544
20050107,-0.22,-0.03,-0.06,0.1,-0.1,0.01,-0.220242356,-0.030004501,-0.060018007,0.099950033,-0.100050033
20050110,0.41,0.27,-0.01,0.05,-0.09,0.01,0.40916179,0.269636155,-0.0100005,0.049987504,-0.090040524
20050111,-0.25,0.42,0.18,0.45,-0.09,0.01,-0.250313022,0.419120462,0.179838194,0.448990527,-0.090040524
20050112,0.41,0.3,0.01,0.07,0.06,0.01,0.40916179,0.299550898,0.0099995,0.069975511,0.059982007
20050113,-0.42,0.34,0.29,0.08,0.08,0.01,-0.420884477,0.339423307,0.289580311,0.079968017,0.079968017
20050114,0.28,0.05,0.14,-0.12,0.04,0.01,0.27960873,0.049987504,0.139902091,-0.120072058,0.039992002
20050117,0.07,0.21,0.01,-0.02,0.01,0.01,0.069975511,0.209779808,0.0099995,-0.020002,0.0099995
20050118,0.32,0,-0.13,-0.09,-0.14,0.01,0.31948909,0,-0.130084573,-0.090040524,-0.140098092
20050119,-0.5,0.35,0.18,0.37,-0.16,0.01,-0.501254182,0.349388925,0.179838194,0.369317184,-0.160128137
20050120,-0.84,0.14,0.04,0.21,0.14,0.01,-0.843547882,0.139902091,0.039992002,0.209779808,0.139902091
20050121,0.06,0.51,0.17,0.09,0.06,0.01,0.059982007,0.508703905,0.169855664,0.089959524,0.059982007
20050124,-0.17,-0.12,0.24,0.32,-0.07,0.01,-0.170144664,-0.120072058,0.23971246,0.31948909,-0.070024511
20050125,-0.01,-0.23,-0.1,0,0.08,0.01,-0.0100005,-0.230264906,-0.100050033,0,0.079968017
20050126,0.82,0.44,-0.06,-0.06,-0.01,0.01,0.816656267,0.43903483,-0.060018007,-0.060018007,-0.0100005
20050127,0.17,0.13,0.03,0.12,0.04,0.01,0.169855664,0.129915573,0.029995501,0.119928058,0.039992002
20050128,-0.38,0.03,0.04,0.1,-0.06,0.01,-0.380723834,0.029995501,0.039992002,0.099950033,-0.060018007
20050131,0.72,0.2,0.14,-0.08,0.11,0.01,0.717420375,0.199800266,0.139902091,-0.080032017,0.109939544
20050201,0.56,-0.14,0,0.32,0.03,0.01,0.558437829,-0.140098092,0,0.31948909,0.029995501
20050202,0.34,0.3,0.11,0.11,0,0.01,0.339423307,0.299550898,0.109939544,0.109939544,0
20050203,-0.39,0.15,0.19,0.08,0.03,0.01,-0.390762483,0.149887612,0.189819728,0.079968017,0.029995501
20050204,0.55,-0.24,-0.07,-0.21,-0.02,0.01,0.548493023,-0.240288462,-0.070024511,-0.210220809,-0.020002
20050207,-0.16,0.02,0.07,-0.2,0.14,0.01,-0.160128137,0.019998,0.069975511,-0.200200267,0.139902091
20050208,0.02,-0.06,-0.08,-0.02,0.07,0.01,0.019998,-0.060018007,-0.080032017,-0.020002,0.069975511
20050209,-0.34,-0.14,0.39,0.11,-0.04,0.01,-0.340579313,-0.140098092,0.389241472,0.109939544,-0.040008002
20050210,0.43,-0.13,0.02,0.09,-0.26,0.01,0.429078142,-0.130084573,0.019998,0.089959524,-0.260338587
20050211,0.7,-0.07,-0.14,-0.25,0.08,0.01,0.697561374,-0.070024511,-0.140098092,-0.250313022,0.079968017
20050214,0.54,0.16,0.09,0.04,0.13,0.01,0.538547228,0.159872136,0.089959524,0.039992002,0.129915573
20050215,0.43,-0.2,0.09,0.09,0.11,0.01,0.429078142,-0.200200267,0.089959524,0.089959524,0.109939544
20050216,-0.24,0.03,0.12,0.07,0.09,0.01,-0.240288462,0.029995501,0.119928058,0.069975511,0.089959524
20050217,-0.24,0.11,0.3,0.04,0.05,0.01,-0.240288462,0.109939544,0.299550898,0.039992002,0.049987504
20050218,0.08,-0.1,-0.03,0.08,0.09,0.01,0.079968017,-0.100050033,-0.030004501,0.079968017,0.089959524
20050221,-0.03,0.17,-0.16,0.06,0.05,0.01,-0.030004501,0.169855664,-0.160128137,0.059982007,0.049987504
20050222,-0.31,0.35,-0.07,0.2,-0.19,0.01,-0.310481495,0.349388925,-0.070024511,0.199800266,-0.190180729
20050223,-0.33,-0.2,0.16,-0.02,0.02,0.01,-0.330545701,-0.200200267,0.159872136,-0.020002,0.019998
20050224,0.42,0.14,0.1,-0.03,0.02,0.01,0.419120462,0.139902091,0.099950033,-0.030004501,0.019998
20050225,1.07,-0.08,0.14,0.15,0.07,0.01,1.06431601,-0.080032017,0.139902091,0.149887612,0.069975511
20050228,-0.14,0.56,0.13,0.3,0.07,0.01,-0.140098092,0.558437829,0.129915573,0.299550898,0.069975511
20050301,0.4,-0.16,0.11,-0.03,0.24,0.01,0.399202127,-0.160128137,0.109939544,-0.030004501,0.23971246
20050302,-0.1,-0.05,0.02,0.19,0.05,0.01,-0.100050033,-0.050012504,0.019998,0.189819728,0.049987504
20050303,-0.09,0.08,0.16,0.12,0.14,0.01,-0.090040524,0.079968017,0.159872136,0.119928058,0.139902091
20050304,1.13,-0.13,0.14,0.2,0.06,0.01,1.123663193,-0.130084573,0.139902091,0.199800266,0.059982007
20050307,0.13,-0.11,0.05,-0.2,0.05,0.01,0.129915573,-0.110060544,0.049987504,-0.200200267,0.049987504
20050308,0,0.14,0.04,0.06,-0.13,0.01,0,0.139902091,0.039992002,0.059982007,-0.130084573
20050309,-0.38,0.39,0.01,-0.09,0.16,0.01,-0.380723834,0.389241472,0.0099995,-0.090040524,0.159872136
20050310,-0.3,-0.2,-0.11,-0.03,-0.03,0.01,-0.300450902,-0.200200267,-0.110060544,-0.030004501,-0.030004501
20050311,-0.06,0.52,0.34,0.03,0.05,0.01,-0.060018007,0.518652669,0.339423307,0.029995501,0.049987504
20050314,-0.14,-0.18,0.04,-0.17,0.1,0.01,-0.140098092,-0.180162195,0.039992002,-0.170144664,0.099950033
20050315,-0.25,0.02,0.19,0.11,0.02,0.01,-0.250313022,0.019998,0.189819728,0.109939544,0.019998
20050316,-0.29,0.53,0,0.1,-0.14,0.01,-0.290421315,0.528600443,0,0.099950033,-0.140098092
20050317,-0.11,-0.03,0.22,-0.03,0.2,0.01,-0.110060544,-0.030004501,0.219758354,-0.030004501,0.199800266
20050318,-0.04,0.06,0.13,0.09,-0.05,0.01,-0.040008002,0.059982007,0.129915573,0.089959524,-0.050012504
20050321,-0.74,0.05,0.03,-0.14,-0.03,0.01,-0.742751583,0.049987504,0.029995501,-0.140098092,-0.030004501
20050322,-0.72,0.17,0.18,-0.04,0.05,0.01,-0.722604509,0.169855664,0.179838194,-0.040008002,0.049987504
20050323,-0.67,-0.65,-0.22,-0.12,-0.1,0.01,-0.672254576,-0.652121699,-0.220242356,-0.120072058,-0.100050033
20050324,-0.04,0.03,0.02,0,0.04,0.01,-0.040008002,0.029995501,0.019998,0,0.039992002
20050325,0.04,-0.12,-0.02,0.02,-0.09,0.01,0.039992002,-0.120072058,-0.020002,0.019998,-0.090040524
20050328,-0.13,-0.28,-0.05,0.04,0.01,0.01,-0.130084573,-0.280392733,-0.050012504,0.039992002,0.0099995
20050329,-0.52,-0.36,0.05,0.25,-0.1,0.01,-0.521356705,-0.360649559,0.049987504,0.24968802,-0.100050033
20050330,0.42,-0.55,-0.16,-0.02,0,0.01,0.419120462,-0.551518069,-0.160128137,-0.020002,0
20050331,0.43,0.57,0.41,0.15,0.1,0.01,0.429078142,0.568381647,0.40916179,0.149887612,0.099950033
20050401,-0.29,0.15,0.22,0.22,0.01,0.01,-0.290421315,0.149887612,0.219758354,0.219758354,0.0099995
20050404,-0.3,-0.08,0.05,0.02,-0.13,0.01,-0.300450902,-0.080032017,0.049987504,0.019998,-0.130084573
20050405,0.55,-0.27,-0.24,0.15,0.02,0.01,0.548493023,-0.270365157,-0.240288462,0.149887612,0.019998
20050406,0.28,-0.08,0.12,-0.04,-0.01,0.01,0.27960873,-0.080032017,0.119928058,-0.040008002,-0.0100005
20050407,0.36,-0.09,-0.13,-0.2,0.15,0.01,0.359353551,-0.090040524,-0.130084573,-0.200200267,0.149887612
20050408,-0.05,0.22,-0.09,0.1,0.02,0.01,-0.050012504,0.219758354,-0.090040524,0.099950033,0.019998
20050411,-0.08,-0.16,0.09,0.08,-0.01,0.01,-0.080032017,-0.160128137,0.089959524,0.079968017,-0.0100005
20050412,-0.06,0.03,-0.11,-0.03,-0.02,0.01,-0.060018007,0.029995501,-0.110060544,-0.030004501,-0.020002
20050413,-0.48,0.03,-0.02,0.19,-0.01,0.01,-0.4811557,0.029995501,-0.020002,0.189819728,-0.0100005
20050414,-1.15,-0.33,-0.18,0.21,-0.16,0.01,-1.156663637,-0.330545701,-0.180162195,0.209779808,-0.160128137
20050415,-1.19,0.16,-0.31,0.08,-0.22,0.01,-1.197137178,0.159872136,-0.310481495,0.079968017,-0.220242356
20050418,-0.64,-0.51,-0.09,-0.05,-0.08,0.01,-0.64205678,-0.511304939,-0.090040524,-0.050012504,-0.080032017
20050419,1.04,0.76,0.1,-0.17,0.01,0.01,1.034629205,0.75712655,0.099950033,-0.170144664,0.0099995
20050420,-0.65,0.42,-0.12,0.08,-0.09,0.01,-0.652121699,0.419120462,-0.120072058,0.079968017,-0.090040524
20050421,0.77,-0.47,-0.3,-0.31,0.13,0.01,0.76705063,-0.471107973,-0.300450902,-0.310481495,0.129915573
20050422,0.08,0.29,0.49,0.14,0.22,0.01,0.079968017,0.289580311,0.488803407,0.139902091,0.219758354
20050425,0.42,-0.18,0.19,0.01,-0.08,0.01,0.419120462,-0.180162195,0.189819728,0.0099995,-0.080032017
20050426,-0.64,-0.03,0.06,0.05,-0.05,0.01,-0.64205678,-0.030004501,0.059982007,0.049987504,-0.050012504
20050427,-0.48,-0.18,0.1,0.01,-0.1,0.01,-0.4811557,-0.180162195,0.099950033,0.0099995,-0.100050033
20050428,-0.75,-0.26,0.1,0.09,0.04,0.01,-0.752826642,-0.260338587,0.099950033,0.089959524,0.039992002
20050429,0.66,-0.33,0.06,-0.25,-0.06,0.01,0.657831536,-0.330545701,0.059982007,-0.250313022,-0.060018007
20050502,0.33,-0.03,0.14,-0.01,-0.02,0.01,0.329456695,-0.030004501,0.139902091,-0.0100005,-0.020002
20050503,0.06,-0.16,-0.19,-0.05,-0.06,0.01,0.059982007,-0.160128137,-0.190180729,-0.050012504,-0.060018007
20050504,1.06,-0.25,0.14,-0.31,0,0.01,1.054421388,-0.250313022,0.139902091,-0.310481495,0
20050505,0.1,0.1,-0.03,0.17,-0.13,0.01,0.099950033,0.099950033,-0.030004501,0.169855664,-0.130084573
20050506,-0.07,0.06,0.08,-0.19,0.08,0.01,-0.070024511,0.059982007,0.079968017,-0.190180729,0.079968017
20050509,0.28,0.21,-0.02,0.02,0.14,0.01,0.27960873,0.209779808,-0.020002,0.019998,0.139902091
20050510,-0.67,0.25,0.03,0.17,0.07,0.01,-0.672254576,0.24968802,0.029995501,0.169855664,0.069975511
20050511,-0.19,-0.26,-0.08,-0.06,-0.06,0.01,-0.190180729,-0.260338587,-0.080032017,-0.060018007,-0.060018007
20050512,-0.84,-0.18,-0.33,-0.08,-0.03,0.01,-0.843547882,-0.180162195,-0.330545701,-0.080032017,-0.030004501
20050513,-0.56,-0.28,-0.26,-0.16,0.06,0.01,-0.561573879,-0.280392733,-0.260338587,-0.160128137,0.059982007
20050516,0.29,-0.28,0.01,-0.07,-0.07,0.01,0.289580311,-0.280392733,0.0099995,-0.070024511,-0.070024511
20050517,0.06,-0.58,-0.02,0.09,-0.02,0.01,0.059982007,-0.581688532,-0.020002,0.089959524,-0.020002
20050518,1.13,-0.08,-0.08,0.12,0.09,0.01,1.123663193,-0.080032017,-0.080032017,0.119928058,0.089959524
