This file was created using the 201904 Bloomberg database.,,,,,,,,,,,
,,,,,,,,,,,
Missing data are indicated by -99.99.,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,Mkt-RF,SMB,HML,RMW,CMA,RF,Mkt-RF_log,SMB_log,HML_log,RMW_log,CMA_log
19950126,-0.02,-0.06,0.25,0.14,-0.08,0.02,-0.020002,-0.060018007,0.24968802,0.139902091,-0.080032017
19950127,0.12,-0.07,0.02,0.25,-0.07,0.02,0.119928058,-0.070024511,0.019998,0.24968802,-0.070024511
19950130,1.15,-1.07,-0.58,-0.69,0.84,0.02,1.143437763,-1.075765665,-0.581688532,-0.692391507,0.836491633
19950131,-0.64,0.04,-0.34,-0.21,-0.18,0.02,-0.64205678,0.039992002,-0.340579313,-0.210220809,-0.180162195
19950201,0.43,-0.25,0.15,-0.15,-0.24,0.02,0.429078142,-0.250313022,0.149887612,-0.150112613,-0.240288462
19950202,-0.01,0.19,-0.04,0.18,-0.25,0.02,-0.0100005,0.189819728,-0.040008002,0.179838194,-0.250313022
19950203,0.23,-0.38,0.03,0.12,-0.41,0.02,0.229735905,-0.380723834,0.029995501,0.119928058,-0.410842804
19950206,0.68,-0.35,-0.11,-0.05,-0.27,0.02,0.677698428,-0.350613933,-0.110060544,-0.050012504,-0.270365157
19950207,-0.31,0.15,-0.06,0.05,-0.08,0.02,-0.310481495,0.149887612,-0.060018007,0.049987504,-0.080032017
19950208,-0.26,0.42,0.19,-0.01,-0.26,0.02,-0.260338587,0.419120462,0.189819728,-0.0100005,-0.260338587
19950209,-0.01,0.22,-0.07,-0.03,-0.38,0.02,-0.0100005,0.219758354,-0.070024511,-0.030004501,-0.380723834
19950210,0.5,-0.2,-0.34,0.12,0.09,0.02,0.498754151,-0.200200267,-0.340579313,0.119928058,0.089959524
19950213,-0.14,0.23,0.02,0.09,0.1,0.02,-0.140098092,0.229735905,0.019998,0.089959524,0.099950033
19950214,-0.07,0.13,0.34,-0.03,0.03,0.02,-0.070024511,0.129915573,0.339423307,-0.030004501,0.029995501
19950215,-0.01,0.24,0.04,0.02,-0.17,0.02,-0.0100005,0.23971246,0.039992002,0.019998,-0.170144664
19950216,0.04,-0.01,-0.15,0.08,0,0.02,0.039992002,-0.0100005,-0.150112613,0.079968017,0
19950217,0.13,-0.22,0.25,-0.19,0.35,0.02,0.129915573,-0.220242356,0.24968802,-0.190180729,0.349388925
19950220,-0.24,0.19,0.01,-0.01,0.07,0.02,-0.240288462,0.189819728,0.0099995,-0.0100005,0.069975511
19950221,0.29,-0.31,0.1,-0.02,0.17,0.02,0.289580311,-0.310481495,0.099950033,-0.020002,0.169855664
19950222,0.03,-0.18,-0.06,0.11,0.16,0.02,0.029995501,-0.180162195,-0.060018007,0.109939544,0.159872136
19950223,0.22,0.01,0.11,0.1,-0.17,0.02,0.219758354,0.0099995,0.109939544,0.099950033,-0.170144664
19950224,-0.29,0.38,0.01,0.07,0.04,0.02,-0.290421315,0.379279824,0.0099995,0.069975511,0.039992002
19950227,-1.64,0.63,0.07,0.38,-0.25,0.02,-1.653596864,0.628023796,0.069975511,0.379279824,-0.250313022
19950228,1.06,-0.44,-0.14,-0.17,0.04,0.02,1.054421388,-0.440970849,-0.140098092,-0.170144664,0.039992002
19950301,-0.36,0.29,-0.07,0.28,-0.42,0.02,-0.360649559,0.289580311,-0.070024511,0.27960873,-0.420884477
19950302,1.21,-0.56,-0.18,0.09,0.18,0.02,1.202738021,-0.561573879,-0.180162195,0.089959524,0.179838194
19950303,0.68,-0.06,-0.36,-0.09,0.11,0.02,0.677698428,-0.060018007,-0.360649559,-0.090040524,0.109939544
19950306,0.24,-0.19,0,-0.02,0.16,0.02,0.23971246,-0.190180729,0,-0.020002,0.159872136
19950307,0.5,0.02,-0.13,0.08,0.18,0.02,0.498754151,0.019998,-0.130084573,0.079968017,0.179838194
19950308,-1.26,0.28,-0.21,0.02,-0.07,0.02,-1.268005316,0.27960873,-0.210220809,0.019998,-0.070024511
19950309,0.1,-0.11,-0.27,-0.01,0.04,0.02,0.099950033,-0.110060544,-0.270365157,-0.0100005,0.039992002
19950310,-0.15,-0.16,-0.2,0.11,-0.14,0.02,-0.150112613,-0.160128137,-0.200200267,0.109939544,-0.140098092
19950313,0.14,-0.07,-0.24,0.27,-0.09,0.02,0.139902091,-0.070024511,-0.240288462,0.269636155,-0.090040524
19950314,0,-0.03,-0.02,0.25,-0.34,0.02,0,-0.030004501,-0.020002,0.24968802,-0.340579313
19950315,1.06,-0.46,0.19,-0.1,0.16,0.02,1.054421388,-0.461061256,0.189819728,-0.100050033,0.159872136
19950316,-0.49,0.04,-0.02,0.1,-0.18,0.02,-0.491204436,0.039992002,-0.020002,0.099950033,-0.180162195
19950317,0.16,-0.17,-0.22,0.27,-0.02,0.02,0.159872136,-0.170144664,-0.220242356,0.269636155,-0.020002
19950320,-0.36,0.01,-0.18,0.16,-0.33,0.02,-0.360649559,0.0099995,-0.180162195,0.159872136,-0.330545701
19950321,-0.06,-0.05,-0.02,0.06,-0.03,0.02,-0.060018007,-0.050012504,-0.020002,0.059982007,-0.030004501
19950322,-0.18,0.1,-0.02,0.2,-0.06,0.02,-0.180162195,0.099950033,-0.020002,0.199800266,-0.060018007
19950323,-0.22,0.09,-0.09,0.29,-0.18,0.02,-0.220242356,0.089959524,-0.090040524,0.289580311,-0.180162195
19950324,-0.05,-0.15,0.22,0.15,-0.33,0.02,-0.050012504,-0.150112613,0.219758354,0.149887612,-0.330545701
19950327,0.89,-0.46,0.12,-0.46,0.28,0.02,0.886062843,-0.461061256,0.119928058,-0.461061256,0.27960873
19950328,1.66,-1.03,-0.6,-0.94,0.71,0.02,1.646372603,-1.035341208,-0.601807233,-0.944445883,0.707491367
19950329,0.03,0.19,0.27,0.32,-0.05,0.02,0.029995501,0.189819728,0.269636155,0.31948909,-0.050012504
19950330,-0.33,-0.09,0.37,-0.23,0.12,0.02,-0.330545701,-0.090040524,0.369317184,-0.230264906,0.119928058
19950331,0.97,0.48,0.48,0.08,0.25,0.02,0.965325703,0.478851673,0.478851673,0.079968017,0.24968802
19950403,-0.97,0.7,-0.08,0.61,-0.62,0.02,-0.974735145,0.697561374,-0.080032017,0.608147032,-0.621929981
19950404,0.64,-0.78,0.31,-0.21,0.38,0.02,0.637960696,-0.783057912,0.309520491,-0.210220809,0.379279824
19950405,0.38,-0.15,0.14,-0.12,0.16,0.02,0.379279824,-0.150112613,0.139902091,-0.120072058,0.159872136
19950406,0.44,-0.16,0.28,-0.11,0.16,0.02,0.43903483,-0.160128137,0.27960873,-0.110060544,0.159872136
19950407,0.29,-0.38,-0.05,0.02,-0.04,0.02,0.289580311,-0.380723834,-0.050012504,0.019998,-0.040008002
19950410,0.04,-0.43,-0.5,-0.29,-0.07,0.02,0.039992002,-0.430927159,-0.501254182,-0.290421315,-0.070024511
19950411,0.31,0.07,-0.02,-0.16,0.22,0.02,0.309520491,0.069975511,-0.020002,-0.160128137,0.219758354
19950412,0.2,-0.05,-0.01,0.03,0.14,0.02,0.199800266,-0.050012504,-0.0100005,0.029995501,0.139902091
19950413,0.6,0.02,0.07,-0.2,-0.07,0.02,0.598207168,0.019998,0.069975511,-0.200200267,-0.070024511
19950414,-0.44,0.4,0.14,0.18,-0.19,0.02,-0.440970849,0.399202127,0.139902091,0.179838194,-0.190180729
19950417,0.97,-0.38,0.2,-0.24,0.4,0.02,0.965325703,-0.380723834,0.199800266,-0.240288462,0.399202127
19950418,0.16,-0.09,0.13,0.08,0.29,0.02,0.159872136,-0.090040524,0.129915573,0.079968017,0.289580311
19950419,-0.63,-0.33,-0.25,-0.06,0.25,0.02,-0.631992874,-0.330545701,-0.250313022,-0.060018007,0.24968802
19950420,-0.34,0.06,0.05,-0.11,0.19,0.02,-0.340579313,0.059982007,0.049987504,-0.110060544,0.189819728
19950421,1.18,-0.5,0.18,-0.38,0.21,0.02,1.173092288,-0.501254182,0.179838194,-0.380723834,0.209779808
19950424,-0.17,0.26,-0.05,0.19,-0.23,0.02,-0.170144664,0.259662585,-0.050012504,0.189819728,-0.230264906
19950425,0.82,-0.27,0.07,-0.15,0.14,0.02,0.816656267,-0.270365157,0.069975511,-0.150112613,0.139902091
19950426,-0.69,0.54,-0.09,-0.05,-0.23,0.02,-0.692391507,0.538547228,-0.090040524,-0.050012504,-0.230264906
19950427,0.09,-0.03,-0.26,-0.07,0,0.02,0.089959524,-0.030004501,-0.260338587,-0.070024511,0
19950428,-0.23,0.21,-0.08,0.04,-0.14,0.02,-0.230264906,0.209779808,-0.080032017,0.039992002,-0.140098092
19950501,0.27,-0.12,-0.09,-0.09,0.32,0.02,0.269636155,-0.120072058,-0.090040524,-0.090040524,0.31948909
19950502,0.7,-0.41,-0.1,-0.14,0.23,0.02,0.697561374,-0.410842804,-0.100050033,-0.140098092,0.229735905
19950503,0.49,-0.3,-0.09,0.2,-0.16,0.02,0.488803407,-0.300450902,-0.090040524,0.199800266,-0.160128137
19950504,0.05,-0.12,0.3,-0.02,0.11,0.02,0.049987504,-0.120072058,0.299550898,-0.020002,0.109939544
19950505,-0.24,0.14,0.2,-0.06,0,0.02,-0.240288462,0.139902091,0.199800266,-0.060018007,0
19950508,0.72,-0.21,0.04,-0.12,0.01,0.02,0.717420375,-0.210220809,0.039992002,-0.120072058,0.0099995
19950509,-0.24,-0.07,0.25,-0.08,-0.15,0.02,-0.240288462,-0.070024511,0.24968802,-0.080032017,-0.150112613
19950510,-0.22,0.22,-0.09,0.01,-0.15,0.02,-0.220242356,0.219758354,-0.090040524,0.0099995,-0.150112613
19950511,-1.41,0.55,-0.6,0.25,-0.67,0.02,-1.42003494,0.548493023,-0.601807233,0.24968802,-0.672254576
19950512,-0.23,0.2,-0.04,-0.16,-0.12,0.02,-0.230264906,0.199800266,-0.040008002,-0.160128137,-0.120072058
19950515,0.49,-0.11,0.33,0.1,-0.04,0.02,0.488803407,-0.110060544,0.329456695,0.099950033,-0.040008002
19950516,-0.44,0.32,0.03,0.17,-0.33,0.02,-0.440970849,0.31948909,0.029995501,0.169855664,-0.330545701
19950517,-0.11,0.08,-0.19,0.01,-0.18,0.02,-0.110060544,0.079968017,-0.190180729,0.0099995,-0.180162195
19950518,-0.69,0.41,0.28,-0.01,-0.17,0.02,-0.692391507,0.40916179,0.27960873,-0.0100005,-0.170144664
19950519,-0.7,0.29,-0.09,0.16,0.02,0.02,-0.702461494,0.289580311,-0.090040524,0.159872136,0.019998
19950522,-0.09,0.13,0.01,0.32,-0.22,0.02,-0.090040524,0.129915573,0.0099995,0.31948909,-0.220242356
19950523,0.47,-0.4,-0.22,-0.14,-0.1,0.02,0.468898949,-0.40080214,-0.220242356,-0.140098092,-0.100050033
19950524,0.41,-0.29,0.17,-0.03,0.13,0.02,0.40916179,-0.290421315,0.169855664,-0.030004501,0.129915573
19950525,1.12,-0.08,0.16,0.27,0.12,0.02,1.113774441,-0.080032017,0.159872136,0.269636155,0.119928058
19950526,0.4,-0.01,0.29,-0.16,0.29,0.02,0.399202127,-0.0100005,0.289580311,-0.160128137,0.289580311
19950529,-0.36,0.07,0.02,0.07,-0.09,0.02,-0.360649559,0.069975511,0.019998,0.069975511,-0.090040524
19950530,0.01,-0.31,0.29,-0.06,0.37,0.02,0.0099995,-0.310481495,0.289580311,-0.060018007,0.369317184
19950531,-0.49,-0.09,-0.34,0.44,-0.18,0.02,-0.491204436,-0.090040524,-0.340579313,0.43903483,-0.180162195
19950601,0.5,-0.05,0.05,-0.05,-0.23,0.02,0.498754151,-0.050012504,0.049987504,-0.050012504,-0.230264906
19950602,0.47,-0.2,0.11,-0.47,0.1,0.02,0.468898949,-0.200200267,0.109939544,-0.471107973,0.099950033
19950605,0.23,-0.04,-0.25,0.16,-0.36,0.02,0.229735905,-0.040008002,-0.250313022,0.159872136,-0.360649559
19950606,-0.31,0.31,0.13,0.02,-0.11,0.02,-0.310481495,0.309520491,0.129915573,0.019998,-0.110060544
19950607,-0.39,0.17,-0.27,0.19,-0.14,0.02,-0.390762483,0.169855664,-0.270365157,0.189819728,-0.140098092
19950608,-0.18,0.53,-0.1,0.15,-0.39,0.02,-0.180162195,0.528600443,-0.100050033,0.149887612,-0.390762483
19950609,-0.9,0.7,-0.15,0.21,-0.14,0.02,-0.904074465,0.697561374,-0.150112613,0.209779808,-0.140098092
19950612,-0.15,0.02,-0.16,0.28,-0.28,0.02,-0.150112613,0.019998,-0.160128137,0.27960873,-0.280392733
19950613,-0.2,-0.09,-0.1,0.14,-0.38,0.02,-0.200200267,-0.090040524,-0.100050033,0.139902091,-0.380723834
19950614,0.41,-0.09,-0.15,0.02,-0.01,0.02,0.40916179,-0.090040524,-0.150112613,0.019998,-0.0100005
19950615,0.21,-0.24,-0.1,-0.05,-0.05,0.02,0.209779808,-0.240288462,-0.100050033,-0.050012504,-0.050012504
19950616,0.07,0.26,-0.28,0.18,-0.06,0.02,0.069975511,0.259662585,-0.280392733,0.179838194,-0.060018007
19950619,0.56,-0.33,-0.11,0.13,-0.43,0.02,0.558437829,-0.330545701,-0.110060544,0.129915573,-0.430927159
19950620,-0.02,0.21,0.1,0.15,-0.23,0.02,-0.020002,0.209779808,0.099950033,0.149887612,-0.230264906
19950621,0.59,-0.32,-0.06,0.04,-0.04,0.02,0.588266316,-0.320513095,-0.060018007,0.039992002,-0.040008002
19950622,0.16,-0.31,-0.15,0.23,-0.33,0.02,0.159872136,-0.310481495,-0.150112613,0.229735905,-0.330545701
19950623,0.52,-0.11,0.11,-0.28,0.26,0.02,0.518652669,-0.110060544,0.109939544,-0.280392733,0.259662585
19950626,-0.74,0.25,0.54,-0.22,0.49,0.02,-0.742751583,0.24968802,0.538547228,-0.220242356,0.488803407
19950627,-0.51,0.25,0.14,0.01,0.2,0.02,-0.511304939,0.24968802,0.139902091,0.0099995,0.199800266
19950628,-0.87,0.35,-0.02,0.21,-0.18,0.02,-0.873806594,0.349388925,-0.020002,0.209779808,-0.180162195
19950629,0.57,0.25,-0.07,0.45,-0.42,0.02,0.568381647,0.24968802,-0.070024511,0.448990527,-0.420884477
19950630,0,0.46,-0.1,0.08,-0.26,0.02,0,0.458945233,-0.100050033,0.079968017,-0.260338587
19950703,0.12,-0.29,-0.08,0.41,-0.14,0.02,0.119928058,-0.290421315,-0.080032017,0.40916179,-0.140098092
19950704,0.38,-0.26,-0.01,-0.32,0.13,0.02,0.379279824,-0.260338587,-0.0100005,-0.320513095,0.129915573
19950705,0.39,0.07,-0.04,-0.13,-0.02,0.02,0.389241472,0.069975511,-0.040008002,-0.130084573,-0.020002
19950706,0.93,-0.43,-0.39,-0.14,0.04,0.02,0.925702126,-0.430927159,-0.390762483,-0.140098092,0.039992002
19950707,1.26,-0.61,-0.17,-0.96,0.2,0.02,1.252128055,-0.611868101,-0.170144664,-0.964637705,0.199800266
19950710,0.33,0.47,0.29,0.29,0.04,0.02,0.329456695,0.468898949,0.289580311,0.289580311,0.039992002
19950711,-0.21,0.03,-0.15,-0.13,0.1,0.02,-0.210220809,0.029995501,-0.150112613,-0.130084573,0.099950033
19950712,0.81,0.23,-0.12,0.18,-0.37,0.02,0.806737108,0.229735905,-0.120072058,0.179838194,-0.370686193
19950713,0.24,0.52,-0.21,0.1,-0.06,0.02,0.23971246,0.518652669,-0.210220809,0.099950033,-0.060018007
19950714,-0.4,0.36,-0.18,-0.22,-0.23,0.02,-0.40080214,0.359353551,-0.180162195,-0.220242356,-0.230264906
19950717,0.12,-0.12,-0.37,-0.02,-0.04,0.02,0.119928058,-0.120072058,-0.370686193,-0.020002,-0.040008002
19950718,-0.49,0.41,0.28,0.21,0.13,0.02,-0.491204436,0.40916179,0.27960873,0.209779808,0.129915573
19950719,-0.63,-0.3,0.25,0.14,0.58,0.02,-0.631992874,-0.300450902,0.24968802,0.139902091,0.578324476
19950720,-0.19,0.12,-0.26,-0.09,-0.15,0.02,-0.190180729,0.119928058,-0.260338587,-0.090040524,-0.150112613
19950721,0.21,0.03,-0.09,0.02,0.01,0.02,0.209779808,0.029995501,-0.090040524,0.019998,0.0099995
19950724,0.69,-0.19,-0.15,0,-0.24,0.02,0.687630394,-0.190180729,-0.150112613,0,-0.240288462
19950725,-0.23,0.18,0.03,0.24,-0.4,0.02,-0.230264906,0.179838194,0.029995501,0.23971246,-0.40080214
19950726,0.48,-0.11,-0.25,-0.06,-0.06,0.02,0.478851673,-0.110060544,-0.250313022,-0.060018007,-0.060018007
19950727,0.56,-0.08,-0.2,-0.24,-0.09,0.02,0.558437829,-0.080032017,-0.200200267,-0.240288462,-0.090040524
19950728,-0.01,0.2,-0.04,-0.07,-0.02,0.02,-0.0100005,0.199800266,-0.040008002,-0.070024511,-0.020002
19950731,-0.1,0.09,0.01,-0.08,-0.12,0.02,-0.100050033,0.089959524,0.0099995,-0.080032017,-0.120072058
19950801,-0.36,0.42,0.29,0.24,0.1,0.02,-0.360649559,0.419120462,0.289580311,0.23971246,0.099950033
19950802,-0.6,-0.19,0.36,-0.18,0.2,0.02,-0.601807233,-0.190180729,0.359353551,-0.180162195,0.199800266
19950803,0.61,-0.1,0.15,-0.09,0.34,0.02,0.608147032,-0.100050033,0.149887612,-0.090040524,0.339423307
19950804,-0.47,0.32,0.04,0.18,-0.2,0.02,-0.471107973,0.31948909,0.039992002,0.179838194,-0.200200267
19950807,-0.18,0.09,-0.07,0.08,0.03,0.02,-0.180162195,0.089959524,-0.070024511,0.079968017,0.029995501
19950808,0.11,-0.21,-0.18,0.01,0.08,0.02,0.109939544,-0.210220809,-0.180162195,0.0099995,0.079968017
19950809,-0.05,0.24,-0.18,-0.09,-0.11,0.02,-0.050012504,0.23971246,-0.180162195,-0.090040524,-0.110060544
19950810,-0.65,0.29,-0.01,0.08,-0.05,0.02,-0.652121699,0.289580311,-0.0100005,0.079968017,-0.050012504
19950811,-0.79,0.3,-0.11,0.05,-0.06,0.02,-0.793137033,0.299550898,-0.110060544,0.049987504,-0.060018007
19950814,0.45,0.02,-0.35,0.01,0.01,0.02,0.448990527,0.019998,-0.350613933,0.0099995,0.0099995
19950815,-0.86,-0.12,-0.16,-0.13,-0.03,0.02,-0.86371934,-0.120072058,-0.160128137,-0.130084573,-0.030004501
19950816,0.98,-0.45,-0.11,-0.43,0.11,0.02,0.975229144,-0.451015548,-0.110060544,-0.430927159,0.109939544
19950817,0.14,0.45,0.09,-0.1,0.15,0.02,0.139902091,0.448990527,0.089959524,-0.100050033,0.149887612
19950818,-0.08,0.25,-0.02,-0.03,-0.07,0.02,-0.080032017,0.24968802,-0.020002,-0.030004501,-0.070024511
19950821,-0.14,0.47,0.05,-0.01,0.25,0.02,-0.140098092,0.468898949,0.049987504,-0.0100005,0.24968802
19950822,-0.09,-0.05,-0.09,0.06,-0.03,0.02,-0.090040524,-0.050012504,-0.090040524,0.059982007,-0.030004501
19950823,-0.11,0.17,-0.14,0.13,-0.29,0.02,-0.110060544,0.169855664,-0.140098092,0.129915573,-0.290421315
19950824,0.15,-0.01,-0.09,0.15,0.15,0.02,0.149887612,-0.0100005,-0.090040524,0.149887612,0.149887612
19950825,0.13,0.13,0.18,-0.01,0.2,0.02,0.129915573,0.129915573,0.179838194,-0.0100005,0.199800266
19950828,-0.19,0.21,0.18,0.03,0.33,0.02,-0.190180729,0.209779808,0.179838194,0.029995501,0.329456695
19950829,-0.22,-0.31,0.1,0.07,0.23,0.02,-0.220242356,-0.310481495,0.099950033,0.069975511,0.229735905
19950830,-0.16,0.3,0.07,0.14,-0.33,0.02,-0.160128137,0.299550898,0.069975511,0.139902091,-0.330545701
19950831,0.6,-0.05,-0.23,0,-0.08,0.02,0.598207168,-0.050012504,-0.230264906,0,-0.080032017
19950901,0.3,-0.12,0.07,0.07,0.01,0.02,0.299550898,-0.120072058,0.069975511,0.069975511,0.0099995
19950904,-0.29,-0.06,0.17,0.28,-0.21,0.02,-0.290421315,-0.060018007,0.169855664,0.27960873,-0.210220809
19950905,0.5,-0.28,-0.13,0.22,-0.42,0.02,0.498754151,-0.280392733,-0.130084573,0.219758354,-0.420884477
19950906,-0.27,0.24,-0.01,-0.01,-0.27,0.02,-0.270365157,0.23971246,-0.0100005,-0.0100005,-0.270365157
19950907,-0.07,0.18,-0.25,-0.02,-0.22,0.02,-0.070024511,0.179838194,-0.250313022,-0.020002,-0.220242356
19950908,0.72,-0.13,-0.2,-0.42,0.02,0.02,0.717420375,-0.130084573,-0.200200267,-0.420884477,0.019998
19950911,0.28,-0.13,-0.24,0.1,-0.12,0.02,0.27960873,-0.130084573,-0.240288462,0.099950033,-0.120072058
19950912,-0.06,0.05,0.09,0.04,0.08,0.02,-0.060018007,0.049987504,0.089959524,0.039992002,0.079968017
19950913,-0.02,-0.37,-0.26,0.12,0.1,0.02,-0.020002,-0.370686193,-0.260338587,0.119928058,0.099950033
19950914,0.54,-0.29,-0.03,-0.04,0.29,0.02,0.538547228,-0.290421315,-0.030004501,-0.040008002,0.289580311
19950915,-0.45,-0.07,0.34,0.19,0.26,0.02,-0.451015548,-0.070024511,0.339423307,0.189819728,0.259662585
19950918,-0.26,0.16,-0.21,0.08,-0.06,0.02,-0.260338587,0.159872136,-0.210220809,0.079968017,-0.060018007
19950919,-0.18,-0.17,-0.11,0,-0.3,0.02,-0.180162195,-0.170144664,-0.110060544,0,-0.300450902
19950920,0.69,0,-0.05,0.07,-0.08,0.02,0.687630394,0,-0.050012504,0.069975511,-0.080032017
19950921,0.95,0.06,-0.25,0.03,0.06,0.02,0.945515877,0.059982007,-0.250313022,0.029995501,0.059982007
19950922,-1.43,0.53,-0.02,0.4,-0.1,0.02,-1.440323031,0.528600443,-0.020002,0.399202127,-0.100050033
19950925,-0.38,-0.11,0.08,0.13,0.18,0.02,-0.380723834,-0.110060544,0.079968017,0.129915573,0.179838194
19950926,0.27,-0.47,0.12,0.02,0.11,0.02,0.269636155,-0.471107973,0.119928058,0.019998,0.109939544
19950927,0.27,-0.51,-0.1,0.13,0.41,0.02,0.269636155,-0.511304939,-0.100050033,0.129915573,0.40916179
19950928,0.53,0.14,-0.12,-0.06,-0.22,0.02,0.528600443,0.139902091,-0.120072058,-0.060018007,-0.220242356
19950929,0.02,0.23,0.15,0.05,0.06,0.02,0.019998,0.229735905,0.149887612,0.049987504,0.059982007
19951002,-0.55,0.01,0.35,0.2,0.13,0.02,-0.551518069,0.0099995,0.349388925,0.199800266,0.129915573
19951003,-0.15,-0.7,0.19,0.1,0.28,0.02,-0.150112613,-0.702461494,0.189819728,0.099950033,0.27960873
19951004,0.23,-0.46,0.09,0.02,0.48,0.02,0.229735905,-0.461061256,0.089959524,0.019998,0.478851673
19951005,0.59,-0.25,-0.19,-0.11,-0.09,0.02,0.588266316,-0.250313022,-0.190180729,-0.110060544,-0.090040524
19951006,-0.16,0.09,0.05,-0.11,0.02,0.02,-0.160128137,0.089959524,0.049987504,-0.110060544,0.019998
19951009,-0.76,0.09,0.52,0.29,0.44,0.02,-0.762902716,0.089959524,0.518652669,0.289580311,0.43903483
19951010,-0.64,-0.21,0.14,-0.03,0.12,0.02,-0.64205678,-0.210220809,0.139902091,-0.030004501,0.119928058
19951011,-0.22,0.34,0.1,0.24,-0.51,0.02,-0.220242356,0.339423307,0.099950033,0.23971246,-0.511304939
19951012,0.83,-0.18,-0.18,0.05,-0.39,0.02,0.826574442,-0.180162195,-0.180162195,0.049987504,-0.390762483
19951013,0.09,-0.06,-0.15,-0.13,-0.13,0.02,0.089959524,-0.060018007,-0.150112613,-0.130084573,-0.130084573
19951016,0.01,0.08,-0.1,-0.04,0.07,0.02,0.0099995,0.079968017,-0.100050033,-0.040008002,0.069975511
19951017,0.33,-0.27,-0.23,0.15,-0.3,0.02,0.329456695,-0.270365157,-0.230264906,0.149887612,-0.300450902
19951018,-0.12,0.11,-0.22,0.17,-0.25,0.02,-0.120072058,0.109939544,-0.220242356,0.169855664,-0.250313022
19951019,0.4,-0.2,-0.37,0.08,0.22,0.02,0.399202127,-0.200200267,-0.370686193,0.079968017,0.219758354
19951020,-0.25,0.31,-0.11,-0.1,0.38,0.02,-0.250313022,0.309520491,-0.110060544,-0.100050033,0.379279824
19951023,-0.36,-0.1,-0.26,0.28,-0.04,0.02,-0.360649559,-0.100050033,-0.260338587,0.27960873,-0.040008002
19951024,-0.2,-0.1,-0.15,0.14,-0.22,0.02,-0.200200267,-0.100050033,-0.150112613,0.139902091,-0.220242356
19951025,-0.47,-0.01,0.04,0.07,0.09,0.02,-0.471107973,-0.0100005,0.039992002,0.069975511,0.089959524
19951026,-0.82,0.24,0.13,0.38,-0.24,0.02,-0.823380493,0.23971246,0.129915573,0.379279824,-0.240288462
19951027,-0.76,0.21,0.04,0.15,-0.23,0.02,-0.762902716,0.209779808,0.039992002,0.149887612,-0.230264906
19951030,0.64,-0.54,-0.07,-0.17,-0.08,0.02,0.637960696,-0.54146327,-0.070024511,-0.170144664,-0.080032017
19951031,0.37,-0.15,0.03,-0.35,0.05,0.02,0.369317184,-0.150112613,0.029995501,-0.350613933,0.049987504
19951101,-0.32,0.02,0.12,-0.04,-0.16,0.02,-0.320513095,0.019998,0.119928058,-0.040008002,-0.160128137
19951102,0.74,-0.34,-0.17,-0.46,-0.06,0.02,0.737275433,-0.340579313,-0.170144664,-0.461061256,-0.060018007
19951103,0.25,0.16,-0.03,-0.05,-0.11,0.02,0.24968802,0.159872136,-0.030004501,-0.050012504,-0.110060544
19951106,0.03,0.2,0.01,-0.08,0.08,0.02,0.029995501,0.199800266,0.0099995,-0.080032017,0.079968017
19951107,-0.13,-0.06,0.11,-0.06,0.3,0.02,-0.130084573,-0.060018007,0.109939544,-0.060018007,0.299550898
19951108,0.24,-0.13,-0.17,-0.08,0.14,0.02,0.23971246,-0.130084573,-0.170144664,-0.080032017,0.139902091
19951109,0.74,-0.09,-0.29,-0.16,-0.18,0.02,0.737275433,-0.090040524,-0.290421315,-0.160128137,-0.180162195
19951110,-0.4,0.19,-0.12,0.05,0.15,0.02,-0.40080214,0.189819728,-0.120072058,0.049987504,0.149887612
19951113,-0.44,0.03,0.18,0.01,0.15,0.02,-0.440970849,0.029995501,0.179838194,0.0099995,0.149887612
19951114,-0.09,-0.22,0.13,0.04,0.38,0.02,-0.090040524,-0.220242356,0.129915573,0.039992002,0.379279824
19951115,0.13,-0.21,-0.15,0.16,0.15,0.02,0.129915573,-0.210220809,-0.150112613,0.159872136,0.149887612
19951116,0.56,-0.53,0.15,-0.17,0.31,0.02,0.558437829,-0.531409482,0.149887612,-0.170144664,0.309520491
19951117,0.29,-0.19,-0.07,-0.33,0.39,0.02,0.289580311,-0.190180729,-0.070024511,-0.330545701,0.389241472
19951120,0.51,0.02,0.35,-0.62,0.39,0.02,0.508703905,0.019998,0.349388925,-0.621929981,0.389241472
19951121,-0.09,-0.36,0.31,0.18,0.16,0.02,-0.090040524,-0.360649559,0.309520491,0.179838194,0.159872136
19951122,0,0.1,0.29,-0.1,0.11,0.02,0,0.099950033,0.289580311,-0.100050033,0.109939544
19951123,-0.09,0.03,0.05,-0.08,-0.03,0.02,-0.090040524,0.029995501,0.049987504,-0.080032017,-0.030004501
19951124,-0.06,-0.11,-0.01,0.05,-0.22,0.02,-0.060018007,-0.110060544,-0.0100005,0.049987504,-0.220242356
19951127,0.32,-0.35,-0.09,-0.3,0.24,0.02,0.31948909,-0.350613933,-0.090040524,-0.300450902,0.23971246
19951128,0.56,-0.15,-0.44,-0.03,-0.11,0.02,0.558437829,-0.150112613,-0.440970849,-0.030004501,-0.110060544
19951129,-0.16,0.34,0,0.02,-0.16,0.02,-0.160128137,0.339423307,0,0.019998,-0.160128137
19951130,0.04,0.32,-0.3,-0.4,-0.13,0.02,0.039992002,0.31948909,-0.300450902,-0.40080214,-0.130084573
