Unnamed: 0,Mkt-RF,SMB,HML,RMW,CMA,RF,Mkt-RF_log,SMB_log,HML_log,RMW_log,CMA_log,CADUSD=X
2003-09-16,1.06,-0.42,0.22,-0.62,0.15,0,1.054421388,-0.420884477,0.219758354,-0.621929981,0.149887612,73.1689453
2003-09-17,0.43,0.3,0.03,0.03,0.13,0,0.429078142,0.299550898,0.029995501,0.029995501,0.129915573,73.4484017
2003-09-18,0.89,-0.43,0.19,-0.2,0.2,0,0.886062843,-0.430927159,0.189819728,-0.200200267,0.199800266,74.2280245
2003-09-22,-1.03,0.87,0.01,0.36,-0.28,0,-1.035341208,0.866237308,0.0099995,0.359353551,-0.280392733,73.7952888
2003-09-23,0.19,0.12,-0.07,-0.36,-0.17,0,0.189819728,0.119928058,-0.070024511,-0.360649559,-0.170144664,74.068588
2003-09-24,-0.66,0.33,0.06,0.77,-0.27,0,-0.662187631,0.329456695,0.059982007,0.76705063,-0.270365157,74.1015196
2003-09-25,-1,-0.61,-0.11,0.61,-0.38,0,-1.005033585,-0.611868101,-0.110060544,0.608147032,-0.380723834,73.9207566
2003-09-29,0.7,0.23,-0.08,-0.14,0,0,0.697561374,0.229735905,-0.080032017,-0.140098092,0,74.0630984
2003-09-30,-0.74,0.63,-0.02,0.35,-0.29,0,-0.742751583,0.628023796,-0.020002,0.349388925,-0.290421315,74.3439138
2003-10-01,1.88,-0.66,0.29,-0.31,-0.14,0,1.862546412,-0.662187631,0.289580311,-0.310481495,-0.140098092,74.6157348
2003-10-02,0.63,0.21,0.11,-0.34,0.09,0,0.628023796,0.209779808,0.109939544,-0.340579313,0.089959524,74.4546235
2003-10-06,0.58,0.42,0.14,-0.19,0.06,0,0.578324476,0.419120462,0.139902091,-0.190180729,0.059982007,75.1201928
2003-10-07,0.43,0.22,-0.16,0,-0.02,0,0.429078142,0.219758354,-0.160128137,0,-0.020002,75.0581741
2003-10-08,-0.27,0.23,0.13,0.01,0.23,0,-0.270365157,0.229735905,0.129915573,0.0099995,0.229735905,74.7216642
2003-10-09,0.69,-0.09,0.22,-0.21,0.15,0,0.687630394,-0.090040524,0.219758354,-0.210220809,0.149887612,75.6086469
2003-10-13,0.58,0,0.11,-0.31,0.15,0,0.578324476,0,0.109939544,-0.310481495,0.149887612,75.5743682
2003-10-14,0.4,0.32,-0.04,-0.19,-0.09,0,0.399202127,0.31948909,-0.040008002,-0.190180729,-0.090040524,75.3238916
2003-10-15,-0.26,-0.08,0.15,0.1,0.21,0,-0.260338587,-0.080032017,0.149887612,0.099950033,0.209779808,75.8437574
2003-10-16,0.12,0.19,0.13,-0.16,0.04,0,0.119928058,0.189819728,0.129915573,-0.160128137,0.039992002,76.1324704
2003-10-20,0.1,-0.21,0.06,0.09,-0.06,0,0.099950033,-0.210220809,0.059982007,0.089959524,-0.060018007,75.9013295
2003-10-21,0.29,0.16,0.16,-0.42,0.06,0,0.289580311,0.159872136,0.159872136,-0.420884477,0.059982007,76.7224133
2003-10-22,-1.04,0.33,-0.07,0.56,-0.2,0,-1.04544579,0.329456695,-0.070024511,0.558437829,-0.200200267,76.5931368
2003-10-23,-0.99,-0.83,-0.29,0.67,-0.4,0,-0.994933085,-0.833463679,-0.290421315,0.667765475,-0.40080214,76.5755415
2003-10-27,0.55,0.37,0.36,-0.39,0.27,0,0.548493023,0.369317184,0.359353551,-0.390762483,0.269636155,76.3417006
2003-10-28,1.13,-0.14,0.21,-0.75,0.3,0,1.123663193,-0.140098092,0.209779808,-0.752826642,0.299550898,76.2253225
2003-10-29,0.34,0.37,0.21,-0.28,0.2,0,0.339423307,0.369317184,0.209779808,-0.280392733,0.199800266,76.0571957
2003-10-30,-0.03,-0.15,0.34,-0.1,0.33,0,-0.030004501,-0.150112613,0.339423307,-0.100050033,0.329456695,75.9359121
2003-11-03,0.38,-0.21,0.35,-0.58,0.38,0,0.379279824,-0.210220809,0.349388925,-0.581688532,0.379279824,75.142771
2003-11-04,0.3,0.57,0.33,-0.16,-0.03,0,0.299550898,0.568381647,0.329456695,-0.160128137,-0.030004501,74.9625206
2003-11-05,-0.45,0.21,-0.05,-0.17,0.06,0,-0.451015548,0.209779808,-0.050012504,-0.170144664,0.059982007,74.565655
2003-11-06,-0.04,-0.14,-0.03,-0.11,0.23,0,-0.040008002,-0.140098092,-0.030004501,-0.110060544,0.229735905,75.6773114
2003-11-10,-0.77,0.09,-0.13,0.63,-0.41,0,-0.772979806,0.089959524,-0.130084573,0.628023796,-0.410842804,76.149863
2003-11-11,-0.49,-0.65,-0.25,0.41,-0.27,0,-0.491204436,-0.652121699,-0.250313022,0.40916179,-0.270365157,76.7106473
2003-11-12,1.07,-0.02,-0.24,-0.35,0.32,0,1.06431601,-0.020002,-0.240288462,-0.350613933,0.31948909,77.0534813
2003-11-13,0.65,0.19,-0.26,0.27,-0.11,0,0.64789661,0.189819728,-0.260338587,0.269636155,-0.110060544,76.7754316
2003-11-17,-1.48,-0.57,-0.38,0.35,-0.69,0,-1.491061274,-0.5716307,-0.380723834,0.349388925,-0.692391507,76.9289911
2003-11-18,0.25,0.17,0.08,0.19,0.07,0,0.24968802,0.169855664,0.079968017,0.189819728,0.069975511,76.7400801
2003-11-19,-0.4,-0.26,0.02,-0.15,-0.14,0,-0.40080214,-0.260338587,0.019998,-0.150112613,-0.140098092,76.7341912
2003-11-20,-0.13,0.17,-0.02,0.08,0.14,0,-0.130084573,0.169855664,-0.020002,0.079968017,0.139902091,76.7813265
2003-11-24,0.89,-0.41,0.03,-0.57,0.22,0,0.886062843,-0.410842804,0.029995501,-0.5716307,0.219758354,76.2951076
2003-11-25,0.44,0.39,0.43,-0.23,0.29,0,0.43903483,0.389241472,0.429078142,-0.230264906,0.289580311,76.6988814
2003-11-26,0.79,0.21,0,-0.18,0.09,0,0.786895838,0.209779808,0,-0.180162195,0.089959524,76.511091
2003-11-27,0.06,-0.01,0.09,-0.13,0,0,0.059982007,-0.0100005,0.089959524,-0.130084573,0,76.8994153
2003-12-01,1.22,-0.34,0.12,-0.29,0.22,0,1.21261798,-0.340579313,0.119928058,-0.290421315,0.219758354,77.1247864
2003-12-02,0.2,0.27,0.31,-0.13,0.09,0,0.199800266,0.269636155,0.309520491,-0.130084573,0.089959524,76.9171596
2003-12-03,0.03,-0.36,-0.01,0.37,0.18,0,0.029995501,-0.360649559,-0.0100005,0.369317184,0.179838194,76.2543797
2003-12-04,0.1,-0.29,0.1,0.06,-0.05,0,0.099950033,-0.290421315,0.099950033,0.059982007,-0.050012504,76.751864
2003-12-08,0.09,-0.1,0.03,0.13,-0.2,0,0.089959524,-0.100050033,0.029995501,0.129915573,-0.200200267,76.5286624
2003-12-09,-0.16,-0.19,0.08,0.44,-0.14,0,-0.160128137,-0.190180729,0.079968017,0.43903483,-0.140098092,76.3766944
2003-12-10,-0.8,-0.44,-0.06,0.21,-0.19,0,-0.80321717,-0.440970849,-0.060018007,0.209779808,-0.190180729,75.9705186
2003-12-11,0.97,-0.01,0.23,-0.61,0.31,0,0.965325703,-0.0100005,0.229735905,-0.611868101,0.309520491,76.1324704
2003-12-15,0.13,-0.26,-0.13,0.42,0.02,0,0.129915573,-0.260338587,-0.130084573,0.419120462,0.019998,75.3977239
2003-12-16,-0.11,-0.24,-0.18,0.43,-0.1,0,-0.110060544,-0.240288462,-0.180162195,0.429078142,-0.100050033,75.380677
2003-12-17,0.09,-0.05,-0.11,0.24,-0.21,0,0.089959524,-0.050012504,-0.110060544,0.23971246,-0.210220809,75.0750721
2003-12-18,0.99,-0.35,0.14,-0.43,0.08,0,0.985131605,-0.350613933,0.139902091,-0.430927159,0.079968017,74.7439981
2003-12-22,0.29,-0.07,0.05,0.03,-0.02,0,0.289580311,-0.070024511,0.049987504,0.029995501,-0.020002,75.6887674
2003-12-23,0.34,0.18,0.05,-0.23,0.18,0,0.339423307,0.179838194,0.049987504,-0.230264906,0.179838194,76.511091
2003-12-24,0.15,0.05,0.04,-0.1,0,0,0.149887612,0.049987504,0.039992002,-0.100050033,0,76.3766944
2003-12-25,0.02,0.09,0.01,0,0.08,0,0.019998,0.089959524,0.0099995,0,0.079968017,76.3533652
2003-12-29,1.12,0.21,-0.04,-0.31,0.17,0,1.113774441,0.209779808,-0.040008002,-0.310481495,0.169855664,77.2678137
2003-12-30,0.49,0.36,0.13,-0.13,0.06,0,0.488803407,0.359353551,0.129915573,-0.130084573,0.059982007,77.089119
2003-12-31,0.17,-0.52,-0.12,0.22,0.01,0,0.169855664,-0.521356705,-0.120072058,0.219758354,0.0099995,77.1604955
2004-01-01,-0.13,-0.02,-0.01,-0.03,-0.03,0,-0.130084573,-0.020002,-0.0100005,-0.030004501,-0.030004501,77.3694396
2004-01-05,1.32,0.25,0.22,-0.43,0.5,0,1.311363915,0.24968802,0.219758354,-0.430927159,0.498754151,77.7242362
2004-01-06,0.24,0.11,0.04,-0.03,0.11,0,0.23971246,0.109939544,0.039992002,-0.030004501,0.109939544,77.5494397
2004-01-07,-0.22,0.47,-0.03,-0.26,0.21,0,-0.220242356,0.468898949,-0.030004501,-0.260338587,0.209779808,78.2044291
2004-01-08,0.87,0.26,0.33,-0.47,0.74,0,0.866237308,0.259662585,0.329456695,-0.471107973,0.737275433,78.5114229
2004-01-12,0.09,0.3,0.18,-0.52,0.22,0,0.089959524,0.299550898,0.179838194,-0.521356705,0.219758354,78.6782026
2004-01-13,-0.17,0.33,0.22,0.1,0.12,0,-0.170144664,0.329456695,0.219758354,0.099950033,0.119928058,77.5494397
2004-01-14,0.32,-0.2,0.32,-0.1,0.29,0,0.31948909,-0.200200267,0.31948909,-0.100050033,0.289580311,77.1724045
2004-01-15,-0.24,-0.06,0.04,-0.07,0.12,0,-0.240288462,-0.060018007,0.039992002,-0.070024511,0.119928058,77.0178676
2004-01-19,0.1,0.03,0.21,-0.25,0.17,0,0.099950033,0.029995501,0.209779808,-0.250313022,0.169855664,77.4293482
2004-01-20,0.72,0.82,0.22,-0.18,0.15,0,0.717420375,0.816656267,0.219758354,-0.180162195,0.149887612,76.9349098
2004-01-21,0.57,-0.35,0.01,0.46,-0.34,0,0.568381647,-0.350613933,0.0099995,0.458945233,-0.340579313,77.2439361
2004-01-22,0.22,-0.06,0.05,0.56,-0.14,0,0.219758354,-0.060018007,0.049987504,0.558437829,-0.140098092,76.2369454
2004-01-26,0.15,-0.11,-0.24,-0.13,-0.09,0,0.149887612,-0.110060544,-0.240288462,-0.130084573,-0.090040524,76.552093
2004-01-27,0.09,0.35,-0.02,0.49,0.11,0,0.089959524,0.349388925,-0.020002,0.488803407,0.109939544,75.3977239
2004-01-28,-1.28,-0.3,-0.27,0.41,-0.12,0,-1.288262583,-0.300450902,-0.270365157,0.40916179,-0.120072058,75.1879692
2004-01-29,-0.44,-0.48,-0.51,0.46,-0.65,0,-0.440970849,-0.4811557,-0.511304939,0.458945233,-0.652121699,75.5458236
2004-02-02,0.11,-0.18,-0.06,0.18,-0.06,0,0.109939544,-0.180162195,-0.060018007,0.179838194,-0.060018007,74.8783231
2004-02-03,0.2,0.06,-0.17,0.37,-0.17,0,0.199800266,0.059982007,-0.170144664,0.369317184,-0.170144664,74.9906242
2004-02-04,-0.86,-0.44,-0.28,0.93,-0.75,0,-0.86371934,-0.440970849,-0.280392733,0.925702126,-0.752826642,74.7551739
2004-02-05,0.12,0.1,0.1,-0.05,0.16,0,0.119928058,0.099950033,0.099950033,-0.050012504,0.159872136,75.7116914
2004-02-09,0.31,0.15,0.14,-0.11,0.12,0,0.309520491,0.149887612,0.139902091,-0.110060544,0.119928058,75.1371264
2004-02-10,0.28,0.14,0.12,-0.22,0.07,0,0.27960873,0.139902091,0.119928058,-0.220242356,0.069975511,76.0745525
2004-02-11,1.04,-0.16,0.08,0.01,0.08,0,1.034629205,-0.160128137,0.079968017,0.0099995,0.079968017,75.8207619
2004-02-12,-0.21,0.29,0.01,0.21,-0.07,0,-0.210220809,0.289580311,0.0099995,0.209779808,-0.070024511,75.6830394
2004-02-16,0.24,0.13,0.08,0.08,0.06,0,0.23971246,0.129915573,0.079968017,0.079968017,0.059982007,76.3242245
2004-02-17,1.02,-0.04,0.32,-0.4,0.22,0,1.014833105,-0.040008002,0.31948909,-0.40080214,0.219758354,75.5914986
2004-02-18,-0.72,-0.01,0,0.03,-0.01,0,-0.722604509,-0.0100005,0,0.029995501,-0.0100005,75.3012061
2004-02-19,0.11,-0.56,-0.03,0.51,-0.17,0,0.109939544,-0.561573879,-0.030004501,0.508703905,-0.170144664,74.8503029
2004-02-23,0.02,-0.37,0.08,0.5,-0.3,0,0.019998,-0.370686193,0.079968017,0.498754151,-0.300450902,75.2671957
2004-02-24,-0.15,0.33,-0.19,0.23,-0.32,0,-0.150112613,0.329456695,-0.190180729,0.229735905,-0.320513095,74.8727143
2004-02-25,-0.26,0,-0.01,-0.37,0.03,0,-0.260338587,0,-0.0100005,-0.370686193,0.029995501,74.4324505
2004-02-26,0.16,0.14,0.22,-0.31,0,0,0.159872136,0.139902091,0.219758354,-0.310481495,0,74.9232054
2004-03-01,0.99,0.02,0.08,0,0.02,0,0.985131605,0.019998,0.079968017,0,0.019998,74.4269133
2004-03-02,-0.81,-0.09,0.15,-0.02,0.09,0,-0.813298323,-0.090040524,0.149887612,-0.020002,0.089959524,74.6101618
2004-03-03,-0.11,0.05,-0.05,0.11,-0.16,0,-0.110060544,0.049987504,-0.050012504,0.109939544,-0.160128137,74.9906242
2004-03-04,0.32,0.27,0.08,-0.42,0.18,0,0.31948909,0.269636155,0.079968017,-0.420884477,0.179838194,75.6601334
2004-03-08,-0.11,0.33,0.23,0.52,-0.19,0,-0.110060544,0.329456695,0.229735905,0.518652669,-0.190180729,75.4887879
2004-03-09,-0.85,0.15,-0.3,0.32,-0.35,0,-0.853633102,0.149887612,-0.300450902,0.31948909,-0.350613933,75.5058944
2004-03-10,-1.21,0.06,-0.17,0.3,-0.32,0,-1.217380093,0.059982007,-0.170144664,0.299550898,-0.320513095,75.9186208
2004-03-11,-1.25,0.65,-0.04,0.08,-0.11,0,-1.257878221,0.64789661,-0.040008002,0.079968017,-0.110060544,74.9850035
2004-03-15,-1.02,0.35,-0.11,0.66,-0.49,0,-1.025237646,0.349388925,-0.110060544,0.657831536,-0.491204436,75.0075042
2004-03-16,0.53,-0.31,0.06,0.17,-0.12,0,0.528600443,-0.310481495,0.059982007,0.169855664,-0.120072058,74.6714473
2004-03-17,1.28,0.11,0.39,-0.68,0.52,0,1.271877241,0.109939544,0.389241472,-0.682322535,0.518652669,75.380677
2004-03-18,0.12,0.3,-0.05,0.29,-0.38,0,0.119928058,0.299550898,-0.050012504,0.289580311,-0.380723834,75.0694394
2004-03-22,-1.31,0.3,-0.22,0.54,-0.41,0,-1.31865618,0.299550898,-0.220242356,0.538547228,-0.410842804,75.0750721
2004-03-23,0.08,0.18,0.16,0.08,0.06,0,0.079968017,0.179838194,0.159872136,0.079968017,0.059982007,74.7216642
2004-03-24,-0.48,0.18,0.16,-0.18,0.01,0,-0.4811557,0.179838194,0.159872136,-0.180162195,0.0099995,75.1823127
2004-03-25,1.35,-0.29,0.26,-0.82,0.58,0,1.340968691,-0.290421315,0.259662585,-0.823380493,0.578324476,75.855267
2004-03-29,1.15,-0.04,-0.19,-0.11,0.17,0,1.143437763,-0.040008002,-0.190180729,-0.110060544,0.169855664,76.5814066
2004-03-30,0.29,0.28,-0.18,0.13,-0.18,0,0.289580311,0.27960873,-0.180162195,0.129915573,-0.180162195,76.3591945
2004-03-31,0.62,0.51,0.06,0.31,0,0,0.618085908,0.508703905,0.059982007,0.309520491,0,76.4935374
2004-04-01,0.82,0.11,-0.1,-0.18,0.18,0,0.816656267,0.109939544,-0.100050033,-0.180162195,0.179838194,76.0977089
2004-04-05,0.46,-0.14,-0.29,-0.15,-0.1,0,0.458945233,-0.140098092,-0.290421315,-0.150112613,-0.100050033,76.271832
2004-04-06,0.03,-0.19,0.29,0.24,-0.17,0,0.029995501,-0.190180729,0.289580311,0.23971246,-0.170144664,76.2892902
2004-04-07,-0.15,0.63,0,-0.1,0.11,0,-0.150112613,0.628023796,0,-0.100050033,0.109939544,75.4090965
2004-04-08,-0.25,-0.17,0.09,-0.23,0.07,0,-0.250313022,-0.170144664,0.089959524,-0.230264906,0.069975511,75.1766682
2004-04-12,0.58,0.45,-0.17,-0.05,0,0,0.578324476,0.448990527,-0.170144664,-0.050012504,0,74.9063671
2004-04-13,-0.98,-0.07,0.12,0.36,-0.14,0,-0.984833605,-0.070024511,0.119928058,0.359353551,-0.140098092,74.3992269
2004-04-14,-0.86,-0.18,-0.38,0.28,0.07,0,-0.86371934,-0.180162195,-0.380723834,0.27960873,0.069975511,74.4269133
2004-04-15,-0.18,-0.28,-0.49,0.79,-0.43,0,-0.180162195,-0.280392733,-0.491204436,0.786895838,-0.430927159,74.3328631
2004-04-19,0.03,-0.19,-0.24,-0.2,0.17,0,0.029995501,-0.190180729,-0.240288462,-0.200200267,0.169855664,73.7517476
2004-04-20,-0.86,-0.03,0.36,0.15,0.19,0,-0.86371934,-0.030004501,0.359353551,0.149887612,0.189819728,73.5672772
2004-04-21,-0.12,0.13,-0.09,0.03,0.19,0,-0.120072058,0.129915573,-0.090040524,0.029995501,0.189819728,73.8497913
2004-04-22,1.08,-0.25,-0.06,-0.03,-0.1,0,1.074209653,-0.250313022,-0.060018007,-0.030004501,-0.100050033,73.5726893
2004-04-26,0.02,0.22,-0.17,0.04,0.04,0,0.019998,0.219758354,-0.170144664,0.039992002,0.039992002,73.9809155
2004-04-27,0.03,-0.12,0.01,0.2,-0.12,0,0.029995501,-0.120072058,0.0099995,0.199800266,-0.120072058,72.7484345
2004-04-28,-1.53,0.11,-0.01,0.44,-0.35,0,-1.541825273,0.109939544,-0.0100005,0.43903483,-0.350613933,72.9075491
2004-04-29,-0.42,-0.3,-0.37,0.64,-0.35,0,-0.420884477,-0.300450902,-0.370686193,0.637960696,-0.350613933,72.9501009
2004-05-03,0.48,-0.34,-0.16,0.08,0.02,0,0.478851673,-0.340579313,-0.160128137,0.079968017,0.019998,72.9235053
2004-05-04,0.84,0.15,0.15,-0.15,0.15,0,0.836491633,0.149887612,0.149887612,-0.150112613,0.149887612,72.8491306
2004-05-05,0.51,-0.17,-0.05,0.08,0.24,0,0.508703905,-0.170144664,-0.050012504,0.079968017,0.23971246,72.6321936
2004-05-06,-1.38,0,-0.51,0.37,-0.52,0,-1.389610519,0,-0.511304939,0.369317184,-0.521356705,72.2752213
2004-05-10,-2.55,-1.26,-0.38,0.27,-0.53,0,-2.583076003,-1.268005316,-0.380723834,0.269636155,-0.531409482,72.1188486
2004-05-11,0.87,-0.19,0.41,-0.67,0.43,0,0.866237308,-0.190180729,0.40916179,-0.672254576,0.429078142,72.092855
2004-05-12,0.31,0.59,0.01,0.3,-0.43,0,0.309520491,0.588266316,0.0099995,0.299550898,-0.430927159,71.7617512
2004-05-13,-0.45,-0.68,-0.01,-0.08,0.06,0,-0.451015548,-0.682322535,-0.0100005,-0.080032017,0.059982007,72.0668793
2004-05-17,-1.2,-0.89,-0.33,0.45,-0.33,0,-1.207258123,-0.893984157,-0.330545701,0.448990527,-0.330545701,71.9010651
2004-05-18,0.72,0.17,0.2,-0.41,0.31,0,0.717420375,0.169855664,0.199800266,-0.410842804,0.309520491,72.6638615
2004-05-19,1.16,0.62,0.59,-0.51,0.57,0,1.153323581,0.618085908,0.588266316,-0.511304939,0.568381647,73.0780482
2004-05-20,-0.29,0.32,0.19,0.12,-0.21,0,-0.290421315,0.31948909,0.189819728,0.119928058,-0.210220809,72.9341447
2004-05-24,0.4,0.25,0.31,-0.24,0.17,0,0.399202127,0.24968802,0.309520491,-0.240288462,0.169855664,72.9501009
2004-05-25,1.04,0.17,-0.22,-0.12,-0.21,0,1.034629205,0.169855664,-0.220242356,-0.120072058,-0.210220809,72.9767203
2004-05-26,0.45,0.02,0.03,-0.17,0.02,0,0.448990527,0.019998,0.029995501,-0.170144664,0.019998,73.6974001
2004-05-27,1.05,-0.3,-0.04,0.06,0.19,0,1.044525786,-0.300450902,-0.040008002,0.059982007,0.189819728,73.4052658
2004-05-31,0.07,0.1,0.02,0.02,0.03,0,0.069975511,0.099950033,0.019998,0.019998,0.029995501,73.1742978
2004-06-01,-0.1,0.42,-0.25,0.03,-0.14,0,-0.100050033,0.419120462,-0.250313022,0.029995501,-0.140098092,73.4969854
2004-06-02,0.21,-0.19,-0.05,0.22,-0.05,0,0.209779808,-0.190180729,-0.050012504,0.219758354,-0.050012504,73.4214425
2004-06-03,-0.69,-0.48,-0.03,0.56,-0.29,0,-0.692391507,-0.4811557,-0.030004501,0.558437829,-0.290421315,74.0028143
2004-06-07,1.68,-0.02,0.31,-0.25,0.23,0,1.666044089,-0.020002,0.309520491,-0.250313022,0.229735905,74.1729736
2004-06-08,0.01,-0.08,0.13,0.04,0.05,0,0.0099995,-0.080032017,0.129915573,0.039992002,0.049987504,73.5402286
2004-06-09,-1.25,0.16,0.03,0.41,-0.17,0,-1.257878221,0.159872136,0.029995501,0.40916179,-0.170144664,73.5781014
2004-06-10,0.63,0.04,0.18,0.12,-0.01,0,0.628023796,0.039992002,0.179838194,0.119928058,-0.0100005,73.27618
2004-06-14,-1,0.18,-0.4,0.53,-0.2,0,-1.005033585,0.179838194,-0.40080214,0.528600443,-0.200200267,73.0300128
2004-06-15,1.03,0.15,-0.03,-0.01,0.11,0,1.024731645,0.149887612,-0.030004501,-0.0100005,0.109939544,72.7749109
2004-06-16,0.05,0.02,-0.12,-0.03,-0.25,0,0.049987504,0.019998,-0.120072058,-0.030004501,-0.250313022,72.7907956
2004-06-17,0.13,0.23,-0.03,0.34,-0.13,0,0.129915573,0.229735905,-0.030004501,0.339423307,-0.130084573,73.3137846
2004-06-21,-0.1,0.19,0.07,0.25,-0.02,0,-0.100050033,0.189819728,0.069975511,0.24968802,-0.020002,73.6377001
2004-06-22,-0.15,0.13,0.07,-0.25,0.06,0,-0.150112613,0.129915573,0.069975511,-0.250313022,0.059982007,73.5294104
2004-06-23,0.56,-0.01,0.07,-0.23,0.21,0,0.558437829,-0.0100005,0.069975511,-0.230264906,0.209779808,74.2776513
2004-06-24,0.59,0.27,0.19,-0.13,-0.03,0,0.588266316,0.269636155,0.189819728,-0.130084573,-0.030004501,72.8809834
2004-06-28,0.2,0.15,0.14,0.19,-0.04,0,0.199800266,0.149887612,0.139902091,0.189819728,-0.040008002,74.2997229
2004-06-29,-0.24,0.29,0.09,-0.21,0.17,0,-0.240288462,0.289580311,0.089959524,-0.210220809,0.169855664,75.0018775
2004-06-30,0.44,0.38,0.16,-0.07,-0.04,0,0.43903483,0.379279824,0.159872136,-0.070024511,-0.040008002,75.0976324
2004-07-01,-0.62,0.26,0.15,0.45,-0.4,0,-0.621929981,0.259662585,0.149887612,0.448990527,-0.40080214,75.6029308
2004-07-05,-0.35,-0.12,-0.12,0,0.01,0,-0.350613933,-0.120072058,-0.120072058,0,0.0099995,75.380677
2004-07-06,-0.74,-0.18,0.39,0.7,-0.13,0,-0.742751583,-0.180162195,0.389241472,0.697561374,-0.130084573,75.6944954
2004-07-07,0.35,-0.07,-0.04,0.04,0.09,0,0.349388925,-0.070024511,-0.040008002,0.039992002,0.089959524,75.8840442
2004-07-08,-0.57,-0.39,0.23,0.44,0.02,0,-0.5716307,-0.390762483,0.229735905,0.43903483,0.019998,75.9070933
2004-07-12,0.03,0.15,0.19,0.24,-0.2,0,0.029995501,0.149887612,0.189819728,0.23971246,-0.200200267,75.8955657
2004-07-13,-0.13,-0.15,0.17,-0.02,-0.04,0,-0.130084573,-0.150112613,0.169855664,-0.020002,-0.040008002,75.5972147
2004-07-14,-0.36,-0.33,0.16,-0.1,0.02,0,-0.360649559,-0.330545701,0.159872136,-0.100050033,0.019998,75.5743682
2004-07-15,-0.57,0.19,0.3,-0.14,0.18,0,-0.5716307,0.189819728,0.299550898,-0.140098092,0.179838194,76.2834728
2004-07-19,-0.15,0.01,0.38,0.18,0.05,0,-0.150112613,0.0099995,0.379279824,0.179838194,0.049987504,76.2253225
2004-07-20,-0.01,-0.13,-0.16,-0.43,0.24,0,-0.0100005,-0.130084573,-0.160128137,-0.430927159,0.23971246,75.6086469
2004-07-21,-0.69,-0.36,0.3,0.35,-0.25,0,-0.692391507,-0.360649559,0.299550898,0.349388925,-0.250313022,75.9359121
2004-07-22,-0.5,0,-0.24,-0.08,-0.04,0,-0.501254182,0,-0.240288462,-0.080032017,-0.040008002,75.5743682
2004-07-26,-0.47,-0.28,0.23,0.17,-0.19,0,-0.471107973,-0.280392733,0.229735905,0.169855664,-0.190180729,75.0412703
2004-07-27,0.23,-0.56,-0.01,-0.49,0.09,0,0.229735905,-0.561573879,-0.0100005,-0.491204436,0.089959524,75.2332211
2004-07-28,0.19,-0.1,0.02,0.19,-0.01,0,0.189819728,-0.100050033,0.019998,0.189819728,-0.0100005,75.4603088
2004-07-29,0.53,-0.3,0.02,-0.23,0.32,0,0.528600443,-0.300450902,0.019998,-0.230264906,0.31948909,75.1089036
2004-08-02,0.17,-0.21,0.28,0.14,-0.05,0.01,0.169855664,-0.210220809,0.27960873,0.139902091,-0.050012504,75.9128571
2004-08-03,-0.21,-0.32,0.44,0.38,0.11,0.01,-0.210220809,-0.320513095,0.43903483,0.379279824,0.109939544,76.0109425
2004-08-04,-0.62,-0.07,-0.09,0.14,0.15,0.01,-0.621929981,-0.070024511,-0.090040524,0.139902091,0.149887612,75.8667767
2004-08-05,-0.83,0.23,0.26,0.03,0.11,0.01,-0.833463679,0.229735905,0.259662585,0.029995501,0.109939544,75.8840442
2004-08-09,-0.35,-0.22,-0.01,0.17,-0.15,0.01,-0.350613933,-0.220242356,-0.0100005,0.169855664,-0.150112613,75.7805407
2004-08-10,0.7,-0.2,-0.26,-0.35,0.11,0.01,0.697561374,-0.200200267,-0.260338587,-0.350613933,0.109939544,75.4887879
2004-08-11,-0.16,0.1,0.1,0.41,-0.49,0.01,-0.160128137,0.099950033,0.099950033,0.40916179,-0.491204436,75.103265
2004-08-12,-0.67,0.03,0.12,0.44,-0.17,0.01,-0.672254576,0.029995501,0.119928058,0.43903483,-0.170144664,75.9070933
2004-08-16,0.8,-0.44,0.06,-0.32,0.18,0.01,0.796816965,-0.440970849,0.059982007,-0.320513095,0.179838194,76.5345156
2004-08-17,0.27,-0.12,-0.1,-0.38,0.12,0.01,0.269636155,-0.120072058,-0.100050033,-0.380723834,0.119928058,76.6518474
2004-08-18,0.77,-0.03,-0.23,-0.58,-0.06,0.01,0.76705063,-0.030004501,-0.230264906,-0.581688532,-0.060018007,77.1307409
2004-08-19,0.2,0.18,0.03,0.03,-0.06,0.01,0.199800266,0.179838194,0.029995501,0.029995501,-0.060018007,77.0416021
2004-08-23,-0.3,-0.3,-0.11,-0.08,0.07,0.01,-0.300450902,-0.300450902,-0.110060544,-0.080032017,0.069975511,76.5990019
2004-08-24,-0.1,-0.06,0.23,-0.11,0.02,0.01,-0.100050033,-0.060018007,0.229735905,-0.110060544,0.019998,76.6636014
2004-08-25,0.6,-0.11,-0.03,-0.37,0.01,0.01,0.598207168,-0.110060544,-0.030004501,-0.370686193,0.0099995,76.4993906
2004-08-26,0.29,-0.2,0.07,0.24,-0.05,0.01,0.289580311,-0.200200267,0.069975511,0.23971246,-0.050012504,76.1266768
2004-08-30,-0.43,0.08,0.16,0.26,-0.02,0.01,-0.430927159,0.079968017,0.159872136,0.259662585,-0.020002,76.1962831
2004-08-31,0.38,0.25,0.11,0.08,0.01,0.01,0.379279824,0.24968802,0.109939544,0.079968017,0.0099995,76.5462399
2004-09-01,0.42,0.12,-0.15,-0.04,-0.05,0.01,0.419120462,0.119928058,-0.150112613,-0.040008002,-0.050012504,76.9112468
