This file was created by CMPT_ME_BEME_OP_INV_RETS_DAILY using the 201904 CRSP database.,,,,,,,,,,,
The 1-month TBill return is from Ibbotson and Associates, Inc.,,,,,,,,,,
,Mkt-RF_simple,SMB_simple,HML_simple,RMW_simple,CMA_simple,RF,Mkt-RF_log,SMB_log,HML_log,RMW_log,CMA_log
19990519,0.82,-0.11,-0.2,-0.32,-0.11,0.017,0.816656267,-0.110060544,-0.200200267,-0.320513095,-0.110060544
19990520,-0.36,1.1,0.41,0.41,0.72,0.017,-0.360649559,1.093994004,0.40916179,0.40916179,0.717420375
19990521,-0.57,0.94,0.7,0.25,0.52,0.017,-0.5716307,0.935609492,0.697561374,0.24968802,0.518652669
19990524,-1.93,0.21,1.03,0.58,0.55,0.017,-1.948867658,0.209779808,1.024731645,0.578324476,0.548493023
19990525,-1.81,0.1,1.05,0.4,1.02,0.017,-1.826580881,0.099950033,1.044525786,0.399202127,1.014833105
19990526,1.41,-1.42,-0.66,-0.07,-0.56,0.017,1.400151964,-1.430178471,-0.662187631,-0.070024511,-0.561573879
19990527,-1.43,1.17,-0.03,0.18,-0.13,0.017,-1.440323031,1.163208423,-0.030004501,0.179838194,-0.130084573
19990528,1.53,-0.17,-0.66,-0.47,-0.62,0.017,1.518413533,-0.170144664,-0.662187631,-0.471107973,-0.621929981
19990601,-0.8,0.57,0.82,0.65,1.01,0.018,-0.80321717,0.568381647,0.816656267,0.64789661,1.004933585
19990602,0.13,-0.47,-0.43,-0.11,-0.09,0.018,0.129915573,-0.471107973,-0.430927159,-0.110060544,-0.090040524
19990603,0.12,-0.19,0.33,0.27,0.27,0.018,0.119928058,-0.190180729,0.329456695,0.269636155,0.269636155
19990604,2.03,-0.71,-1.62,-0.42,-0.55,0.018,2.00967017,-0.712532494,-1.633265462,-0.420884477,-0.551518069
19990607,0.71,0.22,-0.06,-0.63,-0.6,0.018,0.707491367,0.219758354,-0.060018007,-0.631992874,-0.601807233
19990608,-1.23,0.75,0.42,0.14,0.1,0.018,-1.237627107,0.747201484,0.419120462,0.139902091,0.099950033
19990609,0.16,0.47,-0.62,-0.32,-0.65,0.018,0.159872136,0.468898949,-0.621929981,-0.320513095,-0.652121699
19990610,-1.2,0.64,0.58,0.06,0.23,0.018,-1.207258123,0.637960696,0.578324476,0.059982007,0.229735905
19990611,-0.8,0.11,0.33,0.57,0.22,0.018,-0.80321717,0.109939544,0.329456695,0.568381647,0.219758354
19990614,-0.49,-1.04,1.02,1.22,1.12,0.018,-0.491204436,-1.04544579,1.014833105,1.21261798,1.113774441
19990615,0.52,-0.46,-0.02,-0.03,-0.14,0.018,0.518652669,-0.461061256,-0.020002,-0.030004501,-0.140098092
19990616,2.26,-0.86,-1.05,-0.85,-1.53,0.018,2.234840366,-0.86371934,-1.055551394,-0.853633102,-1.541825273
19990617,0.72,-0.12,-0.74,-0.28,-0.4,0.018,0.717420375,-0.120072058,-0.742751583,-0.280392733,-0.40080214
19990618,0.22,0.35,-0.13,-0.38,-0.15,0.018,0.219758354,0.349388925,-0.130084573,-0.380723834,-0.150112613
19990621,0.63,0.6,-0.72,-0.15,-1.29,0.018,0.628023796,0.598207168,-0.722604509,-0.150112613,-1.298392756
19990622,-0.93,0.72,0.3,0.59,0.64,0.018,-0.9343515,0.717420375,0.299550898,0.588266316,0.637960696
19990623,-0.14,0.12,-0.22,-0.23,-0.05,0.018,-0.140098092,0.119928058,-0.220242356,-0.230264906,-0.050012504
19990624,-1.31,0.74,0.59,0.16,0.51,0.018,-1.31865618,0.737275433,0.588266316,0.159872136,0.508703905
19990625,-0.06,0.19,-0.06,0.3,0.11,0.018,-0.060018007,0.189819728,-0.060018007,0.299550898,0.109939544
19990628,1.23,0.05,-0.24,-0.29,-0.73,0.018,1.222496962,0.049987504,-0.240288462,-0.290421315,-0.732677539
19990629,1.49,-0.26,-0.92,0.26,-0.39,0.018,1.479008547,-0.260338587,-0.924258137,0.259662585,-0.390762483
19990630,1.6,0.82,-1.48,0.47,-1.02,0.018,1.587334916,0.816656267,-1.491061274,0.468898949,-1.025237646
19990701,0.55,-0.9,-0.2,-0.24,0.51,0.018,0.548493023,-0.904074465,-0.200200267,-0.240288462,0.508703905
19990702,0.73,-0.05,-0.48,-0.07,-0.25,0.018,0.727348397,-0.050012504,-0.4811557,-0.070024511,-0.250313022
19990706,-0.08,0.22,0.14,-0.51,-0.18,0.018,-0.080032017,0.219758354,0.139902091,-0.511304939,-0.180162195
19990707,0.22,-0.68,-0.19,0.41,0.53,0.018,0.219758354,-0.682322535,-0.190180729,0.40916179,0.528600443
19990708,0.03,0.43,-0.54,-0.81,-0.22,0.018,0.029995501,0.429078142,-0.54146327,-0.813298323,-0.220242356
19990709,0.54,0.4,-0.43,-0.01,-0.27,0.018,0.538547228,0.399202127,-0.430927159,-0.0100005,-0.270365157
19990712,-0.24,0.66,0.19,0.24,0.27,0.018,-0.240288462,0.657831536,0.189819728,0.23971246,0.269636155
19990713,-0.39,0.25,-0.02,-0.09,0.12,0.018,-0.390762483,0.24968802,-0.020002,-0.090040524,0.119928058
19990714,0.46,0.33,-0.65,-0.33,-0.18,0.018,0.458945233,0.329456695,-0.652121699,-0.330545701,-0.180162195
19990715,0.83,0.24,-0.64,0.66,-0.37,0.018,0.826574442,0.23971246,-0.64205678,0.657831536,-0.370686193
19990716,0.48,-0.44,-0.07,0.61,-0.3,0.018,0.478851673,-0.440970849,-0.070024511,0.608147032,-0.300450902
19990719,-0.82,0.23,0.62,0.15,0.47,0.018,-0.823380493,0.229735905,0.618085908,0.149887612,0.468898949
19990720,-2.22,0.41,1.08,-0.02,0.85,0.018,-2.245012884,0.40916179,1.074209653,-0.020002,0.846407841
19990721,0.27,-0.05,-0.55,-0.25,0.13,0.018,0.269636155,-0.050012504,-0.551518069,-0.250313022,0.129915573
19990722,-1.33,0.47,0.94,0.5,0.72,0.018,-1.338923712,0.468898949,0.935609492,0.498754151,0.717420375
19990723,-0.32,-0.32,0.02,-0.17,0.01,0.018,-0.320513095,-0.320513095,0.019998,-0.170144664,0.0099995
19990726,-1.02,-0.34,0.81,0.73,0.7,0.018,-1.025237646,-0.340579313,0.806737108,0.727348397,0.697561374
19990727,1.12,-0.51,-0.74,0.17,-0.25,0.018,1.113774441,-0.511304939,-0.742751583,0.169855664,-0.250313022
19990728,0.15,0.03,-0.44,-0.32,-0.07,0.018,0.149887612,0.029995501,-0.440970849,-0.320513095,-0.070024511
19990729,-1.75,0.8,0.48,0.12,0.77,0.018,-1.765493524,0.796816965,0.478851673,0.119928058,0.76705063
19990730,-0.72,1.44,-0.19,-0.27,0.11,0.018,-0.722604509,1.42973047,-0.190180729,-0.270365157,0.109939544
19990802,-0.27,-0.31,0.52,0.39,0.54,0.018,-0.270365157,-0.310481495,0.518652669,0.389241472,0.538547228
19990803,-0.79,-0.73,0.5,0.56,0.82,0.018,-0.793137033,-0.732677539,0.498754151,0.558437829,0.816656267
19990804,-1.45,-0.28,1.25,0.23,0.66,0.018,-1.460615239,-0.280392733,1.242252,0.229735905,0.657831536
19990805,0.63,-0.97,-0.45,-0.56,-0.07,0.018,0.628023796,-0.974735145,-0.451015548,-0.561573879,-0.070024511
19990806,-1,0.84,0.14,-0.03,0.33,0.018,-1.005033585,0.836491633,0.139902091,-0.030004501,0.329456695
19990809,-0.41,-0.15,0.85,0.55,0.38,0.018,-0.410842804,-0.150112613,0.846407841,0.548493023,0.379279824
19990810,-1.16,0.3,0.05,-0.13,0,0.018,-1.166780487,0.299550898,0.049987504,-0.130084573,0
19990811,1.63,-0.64,-0.23,-0.34,-0.71,0.018,1.616858116,-0.64205678,-0.230264906,-0.340579313,-0.712532494
19990812,-0.14,0.36,0.11,-0.24,0.26,0.018,-0.140098092,0.359353551,0.109939544,-0.240288462,0.259662585
19990813,2.21,-1.14,-0.97,0.12,-1.13,0.018,2.185933435,-1.146547811,-0.974735145,0.119928058,-1.136433008
19990816,0.26,-0.17,-0.53,-0.07,0.09,0.018,0.259662585,-0.170144664,-0.531409482,-0.070024511,0.089959524
19990817,0.97,-0.62,-0.29,-0.21,-0.31,0.018,0.965325703,-0.621929981,-0.290421315,-0.210220809,-0.310481495
19990818,-0.75,0.35,-0.21,-0.19,-0.03,0.018,-0.752826642,0.349388925,-0.210220809,-0.190180729,-0.030004501
19990819,-0.78,0.79,0.68,-0.09,0.76,0.018,-0.783057912,0.786895838,0.677698428,-0.090040524,0.75712655
19990820,0.89,-0.47,-0.44,-0.12,0,0.018,0.886062843,-0.471107973,-0.440970849,-0.120072058,0
19990823,1.76,-1.13,-0.88,0.15,-0.78,0.018,1.74469136,-1.136433008,-0.883894867,0.149887612,-0.783057912
19990824,0.18,-0.15,-0.37,-0.01,-0.7,0.018,0.179838194,-0.150112613,-0.370686193,-0.0100005,-0.702461494
19990825,1.21,-0.71,-1.49,0.07,-0.18,0.018,1.202738021,-0.712532494,-1.501212012,0.069975511,-0.180162195
19990826,-1.18,0.99,0.27,-0.13,0.23,0.018,-1.187017257,0.985131605,0.269636155,-0.130084573,0.229735905
19990827,-0.99,0.58,0.39,-0.18,0.04,0.018,-0.994933085,0.578324476,0.389241472,-0.180162195,0.039992002
19990830,-1.78,0.97,-0.08,0.4,0.44,0.018,-1.796032538,0.965325703,-0.080032017,0.399202127,0.43903483
19990831,-0.17,0.2,-0.13,-0.69,-0.35,0.018,-0.170144664,0.199800266,-0.130084573,-0.692391507,-0.350613933
19990901,0.76,-0.15,-0.12,0.2,0.29,0.018,0.75712655,-0.150112613,-0.120072058,0.199800266,0.289580311
19990902,-0.86,0.33,0.11,0.14,0.18,0.018,-0.86371934,0.329456695,0.109939544,0.139902091,0.179838194
19990903,2.84,-1.29,-1.24,-0.23,-0.53,0.018,2.800419641,-1.298392756,-1.247752151,-0.230264906,-0.531409482
19990907,-0.34,0.93,-0.05,-0.47,0.13,0.018,-0.340579313,0.925702126,-0.050012504,-0.471107973,0.129915573
19990908,-0.55,0.22,0.31,-0.19,0.57,0.018,-0.551518069,0.219758354,0.309520491,-0.190180729,0.568381647
19990909,0.31,0.04,0.05,-0.72,-0.26,0.018,0.309520491,0.039992002,0.049987504,-0.722604509,-0.260338587
19990910,0.44,0.42,-0.48,-0.57,-0.8,0.018,0.43903483,0.419120462,-0.4811557,-0.5716307,-0.80321717
19990913,-0.64,0.33,0.32,0.34,0.19,0.018,-0.64205678,0.329456695,0.31948909,0.339423307,0.189819728
19990914,-0.52,0.12,-0.26,-0.27,-0.13,0.018,-0.521356705,0.119928058,-0.260338587,-0.270365157,-0.130084573
19990915,-1.28,0.94,0.8,0.27,-0.08,0.018,-1.288262583,0.935609492,0.796816965,0.269636155,-0.080032017
19990916,-0.2,-1.04,0.04,0.18,0.29,0.018,-0.200200267,-1.04544579,0.039992002,0.179838194,0.289580311
19990917,1.22,-0.39,-0.81,-0.11,-0.48,0.018,1.21261798,-0.390762483,-0.813298323,-0.110060544,-0.4811557
19990920,0,-0.08,-0.61,0.27,-0.52,0.018,0,-0.080032017,-0.611868101,0.269636155,-0.521356705
19990921,-1.93,0.65,0.08,0.07,0.13,0.018,-1.948867658,0.64789661,0.079968017,0.069975511,0.129915573
19990922,0.29,-0.09,-0.74,-0.48,-0.17,0.018,0.289580311,-0.090040524,-0.742751583,-0.4811557,-0.170144664
19990923,-2.35,0.78,0.84,-0.12,0.63,0.018,-2.378052867,0.776973726,0.836491633,-0.120072058,0.628023796
19990924,-0.19,-0.58,-0.33,0.6,-0.24,0.018,-0.190180729,-0.581688532,-0.330545701,0.598207168,-0.240288462
19990927,0.42,0.55,-0.37,0.14,0.36,0.018,0.419120462,0.548493023,-0.370686193,0.139902091,0.359353551
19990928,-0.23,-0.28,-0.83,0.51,-0.41,0.018,-0.230264906,-0.280392733,-0.833463679,0.508703905,-0.410842804
19990929,-0.8,0.9,0.56,-0.6,0.12,0.018,-0.80321717,0.895974137,0.558437829,-0.601807233,0.119928058
19990930,0.92,0.29,-0.89,0.44,-0.44,0.018,0.915793778,0.289580311,-0.893984157,0.43903483,-0.440970849
19991001,-0.16,-0.29,-0.26,0.2,0.31,0.018,-0.160128137,-0.290421315,-0.260338587,0.199800266,0.309520491
19991004,1.66,-1.25,-0.26,0.57,-0.22,0.018,1.646372603,-1.257878221,-0.260338587,0.568381647,-0.220242356
19991005,-0.09,-0.17,-0.21,0.06,-0.25,0.018,-0.090040524,-0.170144664,-0.210220809,0.059982007,-0.250313022
19991006,1.82,-1.37,-0.58,-0.66,0.03,0.018,1.803636249,-1.379471102,-0.581688532,-0.662187631,0.029995501
19991007,-0.47,0.18,-0.14,-0.71,-0.06,0.018,-0.471107973,0.179838194,-0.140098092,-0.712532494,-0.060018007
19991008,1.09,-0.97,-0.45,0.35,-0.27,0.018,1.084102318,-0.974735145,-0.451015548,0.349388925,-0.270365157
19991011,0.21,0.28,-0.11,-0.65,-0.23,0.018,0.209779808,0.27960873,-0.110060544,-0.652121699,-0.230264906
19991012,-1.72,0.61,0.55,0.01,-0.07,0.018,-1.734963834,0.608147032,0.548493023,0.0099995,-0.070024511
19991013,-2.04,0.65,1.04,-0.11,0.87,0.018,-2.06109539,0.64789661,1.034629205,-0.110060544,0.866237308
19991014,-0.02,-0.13,0,-0.33,0.38,0.018,-0.020002,-0.130084573,0,-0.330545701,0.379279824
19991015,-2.65,1.66,0.28,-0.03,0.51,0.018,-2.685745417,1.646372603,0.27960873,-0.030004501,0.508703905
19991018,0.09,-1.51,0.16,0.84,0.76,0.018,0.089959524,-1.521516581,0.159872136,0.836491633,0.75712655
19991019,0.76,-0.31,-0.82,0.02,-0.38,0.018,0.75712655,-0.310481495,-0.823380493,0.019998,-0.380723834
19991020,1.86,-0.93,-1.31,-0.2,-1.05,0.018,1.842913547,-0.9343515,-1.31865618,-0.200200267,-1.055551394
19991021,-0.16,0.13,-0.22,-0.38,-0.07,0.018,-0.160128137,0.129915573,-0.220242356,-0.380723834,-0.070024511
19991022,1.31,-0.68,0.55,-0.25,0.09,0.018,1.301493708,-0.682322535,0.548493023,-0.250313022,0.089959524
19991025,-0.43,0.39,0.05,-0.31,-0.18,0.018,-0.430927159,0.389241472,0.049987504,-0.310481495,-0.180162195
19991026,-0.85,0.84,-0.05,-0.07,-0.51,0.018,-0.853633102,0.836491633,-0.050012504,-0.070024511,-0.511304939
19991027,0.89,-0.92,0.13,0.62,0.05,0.018,0.886062843,-0.924258137,0.129915573,0.618085908,0.049987504
19991028,3.32,-2.3,-0.82,-0.11,-0.41,0.018,3.266078224,-2.326862694,-0.823380493,-0.110060544,-0.410842804
19991029,1.73,-1.05,-0.36,-0.44,-0.47,0.018,1.715205882,-1.055551394,-0.360649559,-0.440970849,-0.471107973
19991101,-0.38,1.18,-0.49,-0.01,-0.28,0.017,-0.380723834,1.173092288,-0.491204436,-0.0100005,-0.280392733
19991102,-0.33,0.49,0.45,-0.22,-0.17,0.017,-0.330545701,0.488803407,0.448990527,-0.220242356,-0.170144664
19991103,0.69,0.93,-0.7,-0.37,-0.43,0.017,0.687630394,0.925702126,-0.702461494,-0.370686193,-0.430927159
19991104,0.66,-0.29,-0.55,-0.36,-0.05,0.017,0.657831536,-0.290421315,-0.551518069,-0.360649559,-0.050012504
19991105,0.79,-0.38,-0.36,-0.68,-0.37,0.017,0.786895838,-0.380723834,-0.360649559,-0.682322535,-0.370686193
19991108,0.59,0.2,-0.66,-1,0.29,0.017,0.588266316,0.199800266,-0.662187631,-1.005033585,0.289580311
19991109,-0.78,1.21,0.13,-0.32,0.04,0.017,-0.783057912,1.202738021,0.129915573,-0.320513095,0.039992002
19991110,0.53,0.2,-0.59,-0.68,0.09,0.017,0.528600443,0.199800266,-0.591747376,-0.682322535,0.089959524
19991111,0.37,-0.17,-0.68,0.05,-0.05,0.017,0.369317184,-0.170144664,-0.682322535,0.049987504,-0.050012504
19991112,1.1,-0.78,0.11,-0.23,-0.18,0.017,1.093994004,-0.783057912,0.109939544,-0.230264906,-0.180162195
19991115,0.03,0.82,0.47,-0.2,-0.14,0.017,0.029995501,0.816656267,0.468898949,-0.200200267,-0.140098092
19991116,1.84,-1,-0.69,-0.31,-0.47,0.017,1.823276826,-1.005033585,-0.692391507,-0.310481495,-0.471107973
19991117,-0.63,0.95,0,-0.14,0.09,0.017,-0.631992874,0.945515877,0,-0.140098092,0.089959524
19991118,1.13,0.34,-1.44,-0.3,-0.91,0.017,1.123663193,0.339423307,-1.45046862,-0.300450902,-0.914165792
19991119,-0.11,0.19,-0.5,0.42,-0.36,0.017,-0.110060544,0.189819728,-0.501254182,0.419120462,-0.360649559
19991122,0.02,0.15,-0.92,0.2,-0.26,0.017,0.019998,0.149887612,-0.924258137,0.199800266,-0.260338587
19991123,-1.29,0.14,0.3,0.63,-0.05,0.017,-1.298392756,0.139902091,0.299550898,0.628023796,-0.050012504
19991124,0.87,-0.39,-0.89,-0.43,-0.14,0.017,0.866237308,-0.390762483,-0.893984157,-0.430927159,-0.140098092
19991126,0.23,0.81,-0.2,-0.46,0.15,0.017,0.229735905,0.806737108,-0.200200267,-0.461061256,0.149887612
19991129,-0.6,0.54,-0.14,0.21,0.71,0.017,-0.601807233,0.538547228,-0.140098092,0.209779808,0.707491367
19991130,-1.28,0.42,1.28,0.52,0.9,0.017,-1.288262583,0.419120462,1.271877241,0.518652669,0.895974137
19991201,0.49,-0.33,-0.3,0.14,-0.34,0.02,0.488803407,-0.330545701,-0.300450902,0.139902091,-0.340579313
19991202,1.15,0.25,-1.01,-0.91,-0.57,0.02,1.143437763,0.24968802,-1.015135106,-0.914165792,-0.5716307
19991203,1.59,-1,-0.52,-0.19,-0.34,0.02,1.577491912,-1.005033585,-0.521356705,-0.190180729,-0.340579313
19991206,-0.42,0.72,-0.55,-0.95,-0.41,0.02,-0.420884477,0.717420375,-0.551518069,-0.954541284,-0.410842804
19991207,-0.43,0.81,-1.16,-1.41,-0.24,0.02,-0.430927159,0.806737108,-1.166780487,-1.42003494,-0.240288462
19991208,-0.08,1.02,-0.45,-0.48,0.05,0.02,-0.080032017,1.014833105,-0.451015548,-0.4811557,0.049987504
19991209,0.3,-0.49,-0.56,-0.67,-0.35,0.02,0.299550898,-0.491204436,-0.561573879,-0.672254576,-0.350613933
19991210,0.51,0.41,-0.69,-0.19,-0.76,0.02,0.508703905,0.40916179,-0.692391507,-0.190180729,-0.762902716
19991213,0.05,0.91,-0.66,-0.74,-0.4,0.02,0.049987504,0.905884449,-0.662187631,-0.742751583,-0.40080214
19991214,-1.33,-0.2,1.27,1.07,0.9,0.02,-1.338923712,-0.200200267,1.262003136,1.06431601,0.895974137
19991215,0.54,-1.02,0.13,0.82,-0.48,0.02,0.538547228,-1.025237646,0.129915573,0.816656267,-0.4811557
19991216,0.61,0.27,-0.73,-0.96,-0.82,0.02,0.608147032,0.269636155,-0.732677539,-0.964637705,-0.823380493
19991217,0.27,-0.03,-0.23,-0.58,-0.29,0.02,0.269636155,-0.030004501,-0.230264906,-0.581688532,-0.290421315
19991220,-0.08,0.54,-0.68,0.03,-0.15,0.02,-0.080032017,0.538547228,-0.682322535,0.029995501,-0.150112613
19991221,1.44,0.01,-0.77,-1.09,-0.52,0.02,1.42973047,0.0099995,-0.772979806,-1.095984024,-0.521356705
19991222,0.33,0,-0.19,-0.12,0.04,0.02,0.329456695,0,-0.190180729,-0.120072058,0.039992002
19991223,1.3,-0.52,-0.33,0.06,-0.1,0.02,1.291622527,-0.521356705,-0.330545701,0.059982007,-0.100050033
19991227,-0.21,0.62,-0.73,0.33,0.01,0.02,-0.210220809,0.618085908,-0.732677539,0.329456695,0.0099995
19991228,0.21,0.4,0.15,-0.29,0.45,0.02,0.209779808,0.399202127,0.149887612,-0.290421315,0.448990527
19991229,0.64,1,-0.1,-0.9,-0.62,0.02,0.637960696,0.995033085,-0.100050033,-0.904074465,-0.621929981
19991230,0.08,0.07,-0.1,0.41,-0.22,0.02,0.079968017,0.069975511,-0.100050033,0.40916179,-0.220242356
19991231,0.52,1.46,0.29,-0.56,0.13,0.02,0.518652669,1.449444615,0.289580311,-0.561573879,0.129915573
20000103,-0.71,-0.16,-0.85,-1.4,-0.77,0.021,-0.712532494,-0.160128137,-0.853633102,-1.409892438,-0.772979806
20000104,-4.06,0.32,2.21,0.33,1.46,0.021,-4.144718991,0.31948909,2.185933435,0.329456695,1.449444615
20000105,-0.09,0.31,0.14,0.36,1.01,0.021,-0.090040524,0.309520491,0.139902091,0.359353551,1.004933585
20000106,-0.73,-0.13,1.38,0.53,1.2,0.021,-0.732677539,-0.130084573,1.370564706,0.528600443,1.192857087
20000107,3.21,-0.97,-1.24,-0.79,-0.95,0.021,3.159556159,-0.974735145,-1.247752151,-0.793137033,-0.954541284
20000110,1.76,0.53,-1.51,-1.87,-0.07,0.021,1.74469136,0.528600443,-1.521516581,-1.887705577,-0.070024511
20000111,-1.71,0.34,0.93,0.83,1.18,0.021,-1.724789341,0.339423307,0.925702126,0.826574442,1.173092288
20000112,-0.69,-0.22,0.91,0.34,0.91,0.021,-0.692391507,-0.220242356,0.905884449,0.339423307,0.905884449
20000113,1.59,0.57,-1.31,-1.74,-1.03,0.021,1.577491912,0.568381647,-1.31865618,-1.755315925,-1.035341208
20000114,1.15,0.15,-0.19,-0.29,-0.61,0.021,1.143437763,0.149887612,-0.190180729,-0.290421315,-0.611868101
20000118,-0.26,2.32,-0.47,-1.46,-0.08,0.021,-0.260338587,2.293497128,-0.471107973,-1.470762887,-0.080032017
20000119,0.44,0.71,-0.51,-1.03,0.5,0.021,0.43903483,0.707491367,-0.511304939,-1.035341208,0.498754151
20000120,-0.37,1.71,-1.15,-1.03,-0.49,0.021,-0.370686193,1.695544065,-1.156663637,-1.035341208,-0.491204436
20000121,0.23,1.17,-0.46,-1.27,0.34,0.021,0.229735905,1.163208423,-0.461061256,-1.278133436,0.339423307
20000124,-2.59,1.41,0.84,0.6,0.96,0.021,-2.624131121,1.400151964,0.836491633,0.598207168,0.95542128
20000125,0.49,-0.63,-0.46,-0.62,-0.62,0.021,0.488803407,-0.631992874,-0.461061256,-0.621929981,-0.621929981
20000126,-0.44,0.28,0.3,0.28,0.94,0.021,-0.440970849,0.27960873,0.299550898,0.27960873,0.935609492
20000127,-0.44,-0.4,-0.09,0.18,-0.05,0.021,-0.440970849,-0.40080214,-0.090040524,0.179838194,-0.050012504
20000128,-2.82,0.24,1.36,1.03,0.34,0.021,-2.860525701,0.23971246,1.350835002,1.024731645,0.339423307
20000131,1.5,-3.36,-0.37,0.8,0.48,0.021,1.488861249,-3.41774518,-0.370686193,0.796816965,0.478851673
20000201,1.29,-0.13,0.15,-0.48,-1.07,0.022,1.281750371,-0.130084573,0.149887612,-0.4811557,-1.075765665
20000202,0.16,1.34,-0.54,-1.06,0.11,0.022,0.159872136,1.331101406,-0.54146327,-1.065658019,0.109939544
20000203,1.49,0.97,-1.37,-0.94,-0.65,0.022,1.479008547,0.965325703,-1.379471102,-0.944445883,-0.652121699
20000204,-0.05,1.14,-0.58,-0.34,-0.09,0.022,-0.050012504,1.133550966,-0.581688532,-0.340579313,-0.090040524
20000207,0.35,1.22,-1.24,-0.98,-0.09,0.022,0.349388925,1.21261798,-1.247752151,-0.984833605,-0.090040524
20000208,1.23,0.11,-1.79,-1.54,-0.9,0.022,1.222496962,0.109939544,-1.806214282,-1.551981166,-0.904074465
20000209,-1.83,1.83,-0.07,-0.36,0.43,0.022,-1.846951628,1.81345702,-0.070024511,-0.360649559,0.429078142
20000210,0.57,0.94,-1.15,-1.77,-0.41,0.022,0.568381647,0.935609492,-1.156663637,-1.78585183,-0.410842804
20000211,-1.74,1.36,0.61,-0.62,0.45,0.022,-1.755315925,1.350835002,0.608147032,-0.621929981,0.448990527
20000214,0.24,0.69,0.18,0.05,-0.54,0.022,0.23971246,0.687630394,0.179838194,0.049987504,-0.54146327
20000215,0.7,-0.78,0.01,-0.01,0.92,0.022,0.697561374,-0.783057912,0.0099995,-0.0100005,0.915793778
20000216,-0.58,1.79,-0.33,-2.01,0.74,0.022,-0.581688532,1.774168148,-0.330545701,-2.030475334,0.737275433
20000217,0.46,1.69,-1.13,-2.31,-0.11,0.022,0.458945233,1.675878381,-1.136433008,-2.337098632,-0.110060544
20000218,-2.69,1.26,0.58,-0.46,0.36,0.022,-2.726842715,1.252128055,0.578324476,-0.461061256,0.359353551
20000222,0.11,-0.99,0.36,0.39,0.25,0.022,0.109939544,-0.994933085,0.359353551,0.389241472,0.24968802
20000223,1.24,0.3,-1.63,-1,-1.11,0.022,1.232374969,0.299550898,-1.643430646,-1.005033585,-1.116206471
20000224,0.01,0.75,-0.36,-0.67,-1.12,0.022,0.0099995,0.747201484,-0.360649559,-0.672254576,-1.126319228
20000225,-1.04,1.78,0.16,-0.91,0.22,0.022,-1.04544579,1.764343517,0.159872136,-0.914165792,0.219758354
20000228,0.76,-0.2,-0.11,0.19,0.61,0.022,0.75712655,-0.200200267,-0.110060544,0.189819728,0.608147032
20000229,1.96,1.62,-0.68,-1.78,0.74,0.022,1.941039352,1.607018018,-0.682322535,-1.796032538,0.737275433
20000301,1.39,0.91,-0.61,-1.3,-0.08,0.02,1.380428098,0.905884449,-0.611868101,-1.308523955,-0.080032017
20000302,-0.09,0.11,0.28,0.92,0.56,0.02,-0.090040524,0.109939544,0.27960873,0.915793778,0.558437829
20000303,2.3,-0.23,-0.96,-1.01,-0.56,0.02,2.273948697,-0.230264906,-0.964637705,-1.015135106,-0.561573879
20000306,-0.77,1.69,0.25,-1.29,0.48,0.02,-0.772979806,1.675878381,0.24968802,-1.298392756,0.478851673
20000307,-2.2,0.89,0.38,-0.54,-0.04,0.02,-2.224560895,0.886062843,0.379279824,-0.54146327,-0.040008002
20000308,0.69,-0.66,-0.26,0.29,-1.49,0.02,0.687630394,-0.662187631,-0.260338587,0.289580311,-1.501212012
20000309,2.45,-0.71,-0.56,0.59,-1.23,0.02,2.42046887,-0.712532494,-0.561573879,0.588266316,-1.237627107
20000310,-0.43,0.31,0.26,0.32,0.01,0.02,-0.430927159,0.309520491,0.259662585,0.31948909,0.0099995
20000313,-1.48,-0.77,1.1,1.47,0.05,0.02,-1.491061274,-0.772979806,1.093994004,1.45930023,0.049987504
20000314,-2.33,-0.9,1.23,2.31,-0.3,0.02,-2.357573653,-0.904074465,1.222496962,2.28372339,-0.300450902
20000315,0.83,-4.32,1.5,3.21,1.4,0.02,0.826574442,-4.416089579,1.488861249,3.159556159,1.390290517
20000316,4.25,-3.33,0.37,0.98,-0.31,0.02,4.162167469,-3.386706951,0.369317184,0.975229144,-0.310481495
20000317,0.62,0.26,-0.69,-0.08,-0.38,0.02,0.618085908,0.259662585,-0.692391507,-0.080032017,-0.380723834
20000320,-1.71,-2.44,2.11,3.05,0.58,0.02,-1.724789341,-2.470261264,2.088047758,3.004412135,0.578324476
20000321,1.95,-2.5,-0.39,0.3,-1.21,0.02,1.931231103,-2.531780798,-0.390762483,0.299550898,-1.217380093
20000322,1.31,2.22,-1.29,-2.05,-0.62,0.02,1.301493708,2.195716735,-1.298392756,-2.07130416,-0.621929981
20000323,1.48,-0.81,0.38,0.96,-0.07,0.02,1.469154874,-0.813298323,0.379279824,0.95542128,-0.070024511
20000324,0.11,-0.36,-0.04,0.11,-0.21,0.02,0.109939544,-0.360649559,-0.040008002,0.109939544,-0.210220809
