date,rf_rate_cad
2007-11-09,0.000150176
2007-11-12,0.000153184
2007-11-13,0.000154464
2007-11-14,0.000157632
2007-11-15,0.000155568
2007-11-16,0.000155568
2007-11-19,0.000157056
2007-11-20,0.000157952
2007-11-21,0.000157616
2007-11-23,0.000158272
2007-11-26,0.000159312
2007-11-27,0.000157856
2007-11-28,0.000159488
2007-11-29,0.000160064
2007-11-30,0.000160064
2007-12-03,0.000141694
2007-12-04,0.00014161
2007-12-05,0.000141162
2007-12-06,0.000140714
2007-12-07,0.000140714
2007-12-10,0.000141666
2007-12-11,0.000141582
2007-12-12,0.000142716
2007-12-13,0.000141848
2007-12-14,0.000141848
2007-12-17,0.000140756
2007-12-18,0.00014028
2007-12-19,0.000140028
2007-12-20,0.000139188
2007-12-21,0.000139188
2007-12-24,0.000137984
2007-12-26,0.00013727
2007-12-27,0.000136948
2007-12-28,0.000136948
2007-12-31,0.000139048
2008-01-02,9.89E-05
2008-01-03,9.99E-05
2008-01-04,9.99E-05
2008-01-07,0.00010048
2008-01-08,0.00010096
2008-01-09,0.00010086
2008-01-10,0.00010195
2008-01-11,0.00010195
2008-01-14,0.0001018
2008-01-15,0.00010226
2008-01-16,0.00010297
2008-01-17,0.00010272
2008-01-18,0.00010272
2008-01-22,0.00010236
2008-01-23,0.00010043
2008-01-24,0.00010041
2008-01-25,0.00010041
2008-01-28,9.98E-05
2008-01-29,9.95E-05
2008-01-30,0.00010013
2008-01-31,9.94E-05
2008-02-01,6.96E-05
2008-02-04,7.06E-05
2008-02-05,7.05E-05
2008-02-06,7.06E-05
2008-02-07,6.99E-05
2008-02-08,6.99E-05
2008-02-11,7.00E-05
2008-02-12,6.99E-05
2008-02-13,7.00E-05
2008-02-14,7.05E-05
2008-02-15,7.05E-05
2008-02-19,7.09E-05
2008-02-20,7.08E-05
2008-02-21,7.10E-05
2008-02-22,7.10E-05
2008-02-25,6.87E-05
2008-02-26,6.87E-05
2008-02-27,6.83E-05
2008-02-28,6.91E-05
2008-02-29,6.91E-05
2008-03-03,8.95E-05
2008-03-04,8.87E-05
2008-03-05,8.86E-05
2008-03-06,8.90E-05
2008-03-07,8.90E-05
2008-03-10,8.92E-05
2008-03-11,8.91E-05
2008-03-12,8.86E-05
2008-03-13,8.89E-05
2008-03-14,8.89E-05
2008-03-17,8.91E-05
2008-03-18,9.10E-05
2008-03-19,9.20E-05
2008-03-20,9.25E-05
2008-03-24,9.17E-05
2008-03-25,9.16E-05
2008-03-26,9.14E-05
2008-03-27,9.17E-05
2008-03-28,9.17E-05
2008-03-31,9.23E-05
2008-04-01,8.12E-05
2008-04-02,8.04E-05
2008-04-03,8.07E-05
2008-04-04,8.07E-05
2008-04-07,8.11E-05
2008-04-08,8.15E-05
2008-04-09,8.15E-05
2008-04-10,8.17E-05
2008-04-11,8.17E-05
2008-04-14,8.14E-05
2008-04-15,8.00E-05
2008-04-16,8.08E-05
2008-04-17,8.03E-05
2008-04-18,8.03E-05
2008-04-21,8.05E-05
2008-04-22,8.13E-05
2008-04-23,8.11E-05
2008-04-24,8.13E-05
2008-04-25,8.13E-05
2008-04-28,8.10E-05
2008-04-29,8.06E-05
2008-04-30,8.06E-05
2008-05-01,8.14E-05
2008-05-02,8.14E-05
2008-05-05,8.02E-05
2008-05-06,8.07E-05
2008-05-07,8.13E-05
2008-05-08,8.05E-05
2008-05-09,8.05E-05
2008-05-12,8.03E-05
2008-05-13,8.03E-05
2008-05-14,8.00E-05
2008-05-15,8.00E-05
2008-05-16,8.00E-05
2008-05-19,7.94E-05
2008-05-20,7.87E-05
2008-05-21,7.88E-05
2008-05-22,7.90E-05
2008-05-23,7.90E-05
2008-05-27,7.91E-05
2008-05-28,7.91E-05
2008-05-29,7.95E-05
2008-05-30,7.95E-05
2008-06-02,8.07E-05
2008-06-03,8.13E-05
2008-06-04,8.14E-05
2008-06-05,8.15E-05
2008-06-06,8.15E-05
2008-06-09,8.18E-05
2008-06-10,8.16E-05
2008-06-11,8.18E-05
2008-06-12,8.24E-05
2008-06-13,8.24E-05
2008-06-16,8.14E-05
2008-06-17,8.14E-05
2008-06-18,8.12E-05
2008-06-19,8.13E-05
2008-06-20,8.13E-05
2008-06-23,8.09E-05
2008-06-24,8.08E-05
2008-06-25,8.10E-05
2008-06-26,8.10E-05
2008-06-27,8.10E-05
2008-06-30,8.15E-05
2008-07-01,7.09E-05
2008-07-02,7.12E-05
2008-07-03,7.10E-05
2008-07-07,7.13E-05
2008-07-08,7.08E-05
2008-07-09,7.06E-05
2008-07-10,7.06E-05
2008-07-11,7.06E-05
2008-07-14,7.01E-05
2008-07-15,7.01E-05
2008-07-16,7.04E-05
2008-07-17,7.04E-05
2008-07-18,7.04E-05
2008-07-21,7.05E-05
2008-07-22,7.08E-05
2008-07-23,7.10E-05
2008-07-24,7.13E-05
2008-07-25,7.13E-05
2008-07-28,7.17E-05
2008-07-29,7.16E-05
2008-07-30,7.16E-05
2008-07-31,7.17E-05
2008-08-01,6.15E-05
2008-08-04,6.26E-05
2008-08-05,6.29E-05
2008-08-06,6.31E-05
2008-08-07,6.40E-05
2008-08-08,6.40E-05
2008-08-11,6.40E-05
2008-08-12,6.37E-05
2008-08-13,6.39E-05
2008-08-14,6.36E-05
2008-08-15,6.36E-05
2008-08-18,6.36E-05
2008-08-19,6.36E-05
2008-08-20,6.27E-05
2008-08-21,6.27E-05
2008-08-22,6.27E-05
2008-08-25,6.29E-05
2008-08-26,6.28E-05
2008-08-27,6.30E-05
2008-08-28,6.41E-05
2008-08-29,6.41E-05
2008-09-02,7.43E-05
2008-09-03,7.49E-05
2008-09-04,7.45E-05
2008-09-05,7.45E-05
2008-09-08,7.49E-05
2008-09-09,7.51E-05
2008-09-10,7.52E-05
2008-09-11,7.42E-05
2008-09-12,7.42E-05
2008-09-15,7.49E-05
2008-09-16,7.49E-05
2008-09-17,7.43E-05
2008-09-18,7.32E-05
2008-09-19,7.32E-05
2008-09-22,7.25E-05
2008-09-23,7.27E-05
2008-09-24,7.23E-05
2008-09-25,7.24E-05
2008-09-26,7.24E-05
2008-09-29,7.44E-05
2008-09-30,7.44E-05
2008-10-01,4.32E-05
2008-10-02,4.31E-05
2008-10-03,4.31E-05
2008-10-06,4.42E-05
2008-10-07,4.51E-05
2008-10-08,4.59E-05
2008-10-09,4.71E-05
2008-10-10,4.71E-05
2008-10-13,4.65E-05
2008-10-14,4.77E-05
2008-10-15,4.72E-05
2008-10-16,4.73E-05
2008-10-17,4.73E-05
2008-10-20,4.85E-05
2008-10-21,5.02E-05
2008-10-22,4.99E-05
2008-10-23,5.09E-05
2008-10-24,5.09E-05
2008-10-27,5.07E-05
2008-10-28,4.89E-05
2008-10-29,4.82E-05
2008-10-30,4.82E-05
2008-10-31,4.82E-05
2008-11-03,1.15E-05
2008-11-04,1.17E-05
2008-11-05,1.20E-05
2008-11-06,1.18E-05
2008-11-07,1.18E-05
2008-11-10,1.21E-05
2008-11-11,1.24E-05
2008-11-12,1.21E-05
2008-11-13,1.24E-05
2008-11-14,1.24E-05
2008-11-17,1.23E-05
2008-11-18,1.25E-05
2008-11-19,1.29E-05
2008-11-20,1.27E-05
2008-11-21,1.27E-05
2008-11-24,1.23E-05
2008-11-25,1.23E-05
2008-11-26,1.23E-05
2008-11-28,1.24E-05
2008-12-01,0
2008-12-02,0
2008-12-03,0
2008-12-04,0
2008-12-05,0
2008-12-08,0
2008-12-09,0
2008-12-10,0
2008-12-11,0
2008-12-12,0
2008-12-15,0
2008-12-16,0
2008-12-17,0
2008-12-18,0
2008-12-19,0
2008-12-22,0
2008-12-23,0
2008-12-24,0
2008-12-26,0
2008-12-29,0
2008-12-30,0
2008-12-31,0
2009-01-02,0
2009-01-05,0
2009-01-06,0
2009-01-07,0
2009-01-08,0
2009-01-09,0
2009-01-12,0
2009-01-13,0
2009-01-14,0
2009-01-15,0
2009-01-16,0
2009-01-20,0
2009-01-21,0
2009-01-22,0
2009-01-23,0
2009-01-26,0
2009-01-27,0
2009-01-28,0
2009-01-29,0
2009-01-30,0
2009-02-02,1.23E-05
2009-02-03,1.23E-05
2009-02-04,1.23E-05
2009-02-05,1.22E-05
2009-02-06,1.22E-05
2009-02-09,1.24E-05
2009-02-10,1.24E-05
2009-02-11,1.24E-05
2009-02-12,1.24E-05
2009-02-13,1.24E-05
2009-02-17,1.26E-05
2009-02-18,1.26E-05
2009-02-19,1.25E-05
2009-02-20,1.25E-05
2009-02-23,1.24E-05
2009-02-24,1.25E-05
2009-02-25,1.25E-05
2009-02-26,1.27E-05
2009-02-27,1.27E-05
2009-03-02,1.29E-05
2009-03-03,1.28E-05
2009-03-04,1.29E-05
2009-03-05,1.29E-05
2009-03-06,1.29E-05
2009-03-09,1.28E-05
2009-03-10,1.29E-05
2009-03-11,1.28E-05
2009-03-12,1.27E-05
2009-03-13,1.27E-05
2009-03-16,1.27E-05
2009-03-17,1.25E-05
2009-03-18,1.24E-05
2009-03-19,1.24E-05
2009-03-20,1.24E-05
2009-03-23,1.23E-05
2009-03-24,1.23E-05
2009-03-25,1.23E-05
2009-03-26,1.24E-05
2009-03-27,1.24E-05
2009-03-30,1.26E-05
2009-03-31,1.26E-05
2009-04-01,1.24E-05
2009-04-02,1.23E-05
2009-04-03,1.23E-05
2009-04-06,1.24E-05
2009-04-07,1.24E-05
2009-04-08,1.22E-05
2009-04-09,1.23E-05
2009-04-13,1.21E-05
2009-04-14,1.20E-05
2009-04-15,1.21E-05
2009-04-16,1.21E-05
2009-04-17,1.21E-05
2009-04-20,1.24E-05
2009-04-21,1.24E-05
2009-04-22,1.22E-05
2009-04-23,1.21E-05
2009-04-24,1.21E-05
2009-04-27,1.22E-05
2009-04-28,1.20E-05
2009-04-29,1.19E-05
2009-04-30,1.19E-05
2009-05-01,0
2009-05-04,0
2009-05-05,0
2009-05-06,0
2009-05-07,0
2009-05-08,0
2009-05-11,0
2009-05-12,0
2009-05-13,0
2009-05-14,0
2009-05-15,0
2009-05-18,0
2009-05-19,0
2009-05-20,0
2009-05-21,0
2009-05-22,0
2009-05-26,0
2009-05-27,0
2009-05-28,0
2009-05-29,0
2009-06-01,0
2009-06-02,0
2009-06-03,0
2009-06-04,0
2009-06-05,0
2009-06-08,0
2009-06-09,0
2009-06-10,0
2009-06-11,0
2009-06-12,0
2009-06-15,0
2009-06-16,0
2009-06-17,0
2009-06-18,0
2009-06-19,0
2009-06-22,0
2009-06-23,0
2009-06-24,0
2009-06-25,0
2009-06-26,0
2009-06-29,0
2009-06-30,0
2009-07-01,1.16E-05
2009-07-02,1.16E-05
2009-07-06,1.17E-05
2009-07-07,1.17E-05
2009-07-08,1.16E-05
2009-07-09,1.16E-05
2009-07-10,1.16E-05
2009-07-13,1.13E-05
2009-07-14,1.12E-05
2009-07-15,1.12E-05
2009-07-16,1.11E-05
2009-07-17,1.11E-05
2009-07-20,1.11E-05
2009-07-21,1.10E-05
2009-07-22,1.09E-05
2009-07-23,1.09E-05
2009-07-24,1.09E-05
2009-07-27,1.08E-05
2009-07-28,1.09E-05
2009-07-29,1.08E-05
2009-07-30,1.08E-05
2009-07-31,1.08E-05
2009-08-03,1.07E-05
2009-08-04,1.07E-05
2009-08-05,1.08E-05
2009-08-06,1.08E-05
2009-08-07,1.08E-05
2009-08-10,1.10E-05
2009-08-11,1.09E-05
2009-08-12,1.09E-05
2009-08-13,1.10E-05
2009-08-14,1.10E-05
2009-08-17,1.10E-05
2009-08-18,1.09E-05
2009-08-19,1.09E-05
2009-08-20,1.08E-05
2009-08-21,1.08E-05
2009-08-24,1.09E-05
2009-08-25,1.10E-05
2009-08-26,1.09E-05
2009-08-27,1.09E-05
2009-08-28,1.09E-05
2009-08-31,1.10E-05
2009-09-01,0
2009-09-02,0
2009-09-03,0
2009-09-04,0
2009-09-08,0
2009-09-09,0
2009-09-10,0
2009-09-11,0
2009-09-14,0
2009-09-15,0
2009-09-16,0
2009-09-17,0
2009-09-18,0
2009-09-21,0
2009-09-22,0
2009-09-23,0
2009-09-24,0
2009-09-25,0
2009-09-28,0
2009-09-29,0
2009-09-30,0
2009-10-01,0
2009-10-02,0
2009-10-05,0
2009-10-06,0
2009-10-07,0
2009-10-08,0
2009-10-09,0
2009-10-12,0
2009-10-13,0
2009-10-14,0
2009-10-15,0
2009-10-16,0
2009-10-19,0
2009-10-20,0
2009-10-21,0
2009-10-22,0
2009-10-23,0
2009-10-26,0
2009-10-27,0
2009-10-28,0
2009-10-29,0
2009-10-30,0
2009-11-02,0
2009-11-03,0
2009-11-04,0
2009-11-05,0
2009-11-06,0
2009-11-09,0
2009-11-10,0
2009-11-11,0
2009-11-12,0
2009-11-13,0
2009-11-16,0
2009-11-17,0
2009-11-18,0
2009-11-19,0
2009-11-20,0
2009-11-23,0
2009-11-24,0
2009-11-25,0
2009-11-27,0
2009-11-30,0
2009-12-01,0
2009-12-02,0
2009-12-03,0
2009-12-04,0
2009-12-07,0
2009-12-08,0
2009-12-09,0
2009-12-10,0
2009-12-11,0
2009-12-14,0
2009-12-15,0
2009-12-16,0
2009-12-17,0
2009-12-18,0
2009-12-21,0
2009-12-22,0
2009-12-23,0
2009-12-24,0
2009-12-28,0
2009-12-29,0
2009-12-30,0
2009-12-31,0
2010-01-04,0
2010-01-05,0
2010-01-06,0
2010-01-07,0
2010-01-08,0
2010-01-11,0
2010-01-12,0
2010-01-13,0
2010-01-14,0
2010-01-15,0
2010-01-19,0
2010-01-20,0
2010-01-21,0
2010-01-22,0
2010-01-25,0
2010-01-26,0
2010-01-27,0
2010-01-28,0
2010-01-29,0
2010-02-01,0
2010-02-02,0
2010-02-03,0
2010-02-04,0
2010-02-05,0
2010-02-08,0
2010-02-09,0
2010-02-10,0
2010-02-11,0
2010-02-12,0
2010-02-16,0
2010-02-17,0
2010-02-18,0
2010-02-19,0
2010-02-22,0
2010-02-23,0
2010-02-24,0
2010-02-25,0
2010-02-26,0
2010-03-01,0
2010-03-02,0
2010-03-03,0
2010-03-04,0
2010-03-05,0
2010-03-08,0
2010-03-09,0
2010-03-10,0
2010-03-11,0
2010-03-12,0
2010-03-15,0
2010-03-16,0
2010-03-17,0
2010-03-18,0
2010-03-19,0
2010-03-22,0
2010-03-23,0
2010-03-24,0
2010-03-25,0
2010-03-26,0
2010-03-29,0
2010-03-30,0
2010-03-31,0
2010-04-01,1.01E-05
2010-04-05,1.00E-05
2010-04-06,1.00E-05
2010-04-07,1.00E-05
2010-04-08,1.00E-05
2010-04-09,1.00E-05
2010-04-12,1.00E-05
2010-04-13,9.98E-06
2010-04-14,1.00E-05
2010-04-15,1.01E-05
2010-04-16,1.01E-05
2010-04-19,9.98E-06
2010-04-20,9.99E-06
2010-04-21,1.00E-05
2010-04-22,9.99E-06
2010-04-23,9.99E-06
2010-04-26,1.02E-05
2010-04-27,1.01E-05
2010-04-28,1.00E-05
2010-04-29,1.02E-05
2010-04-30,1.02E-05
2010-05-03,1.02E-05
2010-05-04,1.03E-05
2010-05-05,1.05E-05
2010-05-06,1.04E-05
2010-05-07,1.04E-05
2010-05-10,1.02E-05
2010-05-11,1.02E-05
2010-05-12,1.02E-05
2010-05-13,1.04E-05
2010-05-14,1.04E-05
2010-05-17,1.04E-05
2010-05-18,1.04E-05
2010-05-19,1.07E-05
2010-05-20,1.06E-05
2010-05-21,1.06E-05
2010-05-24,1.07E-05
2010-05-25,1.07E-05
2010-05-26,1.05E-05
2010-05-27,1.05E-05
2010-05-28,1.05E-05
2010-06-01,1.04E-05
2010-06-02,1.04E-05
2010-06-03,1.06E-05
2010-06-04,1.06E-05
2010-06-07,1.05E-05
2010-06-08,1.04E-05
2010-06-09,1.03E-05
2010-06-10,1.03E-05
2010-06-11,1.03E-05
2010-06-14,1.03E-05
2010-06-15,1.03E-05
2010-06-16,1.03E-05
2010-06-17,1.02E-05
2010-06-18,1.02E-05
2010-06-21,1.03E-05
2010-06-22,1.04E-05
2010-06-23,1.04E-05
2010-06-24,1.03E-05
2010-06-25,1.03E-05
2010-06-28,1.05E-05
2010-06-29,1.06E-05
2010-06-30,1.06E-05
2010-07-01,1.06E-05
2010-07-02,1.06E-05
2010-07-06,1.05E-05
2010-07-07,1.04E-05
2010-07-08,1.03E-05
2010-07-09,1.03E-05
2010-07-12,1.03E-05
2010-07-13,1.03E-05
2010-07-14,1.04E-05
2010-07-15,1.06E-05
2010-07-16,1.06E-05
2010-07-19,1.04E-05
2010-07-20,1.05E-05
2010-07-21,1.04E-05
2010-07-22,1.04E-05
2010-07-23,1.04E-05
2010-07-26,1.04E-05
2010-07-27,1.04E-05
2010-07-28,1.03E-05
2010-07-29,1.03E-05
2010-07-30,1.03E-05
2010-08-02,1.02E-05
2010-08-03,1.02E-05
2010-08-04,1.02E-05
2010-08-05,1.02E-05
2010-08-06,1.02E-05
2010-08-09,1.03E-05
2010-08-10,1.03E-05
2010-08-11,1.05E-05
2010-08-12,1.04E-05
2010-08-13,1.04E-05
2010-08-16,1.04E-05
2010-08-17,1.03E-05
2010-08-18,1.03E-05
2010-08-19,1.04E-05
2010-08-20,1.04E-05
2010-08-23,1.05E-05
2010-08-24,1.06E-05
2010-08-25,1.06E-05
2010-08-26,1.06E-05
2010-08-27,1.06E-05
2010-08-30,1.06E-05
2010-08-31,1.06E-05
2010-09-01,1.05E-05
2010-09-02,1.05E-05
2010-09-03,1.05E-05
2010-09-07,1.05E-05
2010-09-08,1.04E-05
2010-09-09,1.03E-05
2010-09-10,1.03E-05
2010-09-13,1.03E-05
2010-09-14,1.03E-05
2010-09-15,1.03E-05
2010-09-16,1.03E-05
2010-09-17,1.03E-05
2010-09-20,1.03E-05
2010-09-21,1.03E-05
2010-09-22,1.03E-05
2010-09-23,1.03E-05
2010-09-24,1.03E-05
2010-09-27,1.03E-05
2010-09-28,1.03E-05
2010-09-29,1.03E-05
2010-09-30,1.03E-05
2010-10-01,1.03E-05
2010-10-04,1.02E-05
2010-10-05,1.02E-05
2010-10-06,1.01E-05
2010-10-07,1.02E-05
2010-10-08,1.02E-05
2010-10-11,1.01E-05
2010-10-12,1.01E-05
2010-10-13,1.00E-05
2010-10-14,1.00E-05
2010-10-15,1.00E-05
2010-10-18,1.02E-05
2010-10-19,1.03E-05
2010-10-20,1.02E-05
2010-10-21,1.03E-05
2010-10-22,1.03E-05
2010-10-25,1.02E-05
2010-10-26,1.02E-05
2010-10-27,1.03E-05
2010-10-28,1.03E-05
2010-10-29,1.03E-05
2010-11-01,1.01E-05
2010-11-02,1.01E-05
2010-11-03,1.01E-05
2010-11-04,1.00E-05
2010-11-05,1.00E-05
2010-11-08,1.00E-05
2010-11-09,1.01E-05
2010-11-10,1.00E-05
2010-11-11,1.00E-05
2010-11-12,1.00E-05
2010-11-15,1.01E-05
2010-11-16,1.02E-05
2010-11-17,1.02E-05
2010-11-18,1.02E-05
2010-11-19,1.02E-05
2010-11-22,1.02E-05
2010-11-23,1.02E-05
2010-11-24,1.01E-05
2010-11-26,1.01E-05
2010-11-29,1.02E-05
2010-11-30,1.03E-05
2010-12-01,1.02E-05
2010-12-02,1.00E-05
2010-12-03,1.00E-05
2010-12-06,1.01E-05
2010-12-07,1.01E-05
2010-12-08,1.01E-05
2010-12-09,1.01E-05
2010-12-10,1.01E-05
2010-12-13,1.01E-05
2010-12-14,1.01E-05
2010-12-15,1.00E-05
2010-12-16,1.01E-05
2010-12-17,1.01E-05
2010-12-20,1.02E-05
2010-12-21,1.02E-05
2010-12-22,1.01E-05
2010-12-23,1.01E-05
2010-12-27,1.01E-05
2010-12-28,1.00E-05
2010-12-29,1.00E-05
2010-12-30,1.00E-05
2010-12-31,1.00E-05
2011-01-03,0
2011-01-04,0
2011-01-05,0
2011-01-06,0
2011-01-07,0
2011-01-10,0
2011-01-11,0
2011-01-12,0
2011-01-13,0
2011-01-14,0
2011-01-18,0
2011-01-19,0
2011-01-20,0
2011-01-21,0
2011-01-24,0
2011-01-25,0
2011-01-26,0
2011-01-27,0
2011-01-28,0
2011-01-31,0
2011-02-01,9.90E-06
2011-02-02,9.87E-06
2011-02-03,9.91E-06
2011-02-04,9.91E-06
2011-02-07,9.90E-06
2011-02-08,9.95E-06
2011-02-09,9.94E-06
2011-02-10,9.96E-06
2011-02-11,9.96E-06
2011-02-14,9.90E-06
2011-02-15,9.89E-06
2011-02-16,9.84E-06
2011-02-17,9.84E-06
2011-02-18,9.84E-06
2011-02-22,9.90E-06
2011-02-23,9.88E-06
2011-02-24,9.82E-06
2011-02-25,9.82E-06
2011-02-28,9.71E-06
2011-03-01,0
2011-03-02,0
2011-03-03,0
2011-03-04,0
2011-03-07,0
2011-03-08,0
2011-03-09,0
2011-03-10,0
2011-03-11,0
2011-03-14,0
2011-03-15,0
2011-03-16,0
2011-03-17,0
2011-03-18,0
2011-03-21,0
2011-03-22,0
2011-03-23,0
2011-03-24,0
2011-03-25,0
2011-03-28,0
2011-03-29,0
2011-03-30,0
2011-03-31,0
2011-04-01,0
2011-04-04,0
2011-04-05,0
2011-04-06,0
2011-04-07,0
2011-04-08,0
2011-04-11,0
2011-04-12,0
2011-04-13,0
2011-04-14,0
2011-04-15,0
2011-04-18,0
2011-04-19,0
2011-04-20,0
2011-04-21,0
2011-04-25,0
2011-04-26,0
2011-04-27,0
2011-04-28,0
2011-04-29,0
2011-05-02,0
2011-05-03,0
2011-05-04,0
2011-05-05,0
2011-05-06,0
2011-05-09,0
2011-05-10,0
2011-05-11,0
2011-05-12,0
2011-05-13,0
2011-05-16,0
2011-05-17,0
2011-05-18,0
2011-05-19,0
2011-05-20,0
2011-05-23,0
2011-05-24,0
2011-05-25,0
2011-05-26,0
2011-05-27,0
2011-05-31,0
2011-06-01,0
2011-06-02,0
2011-06-03,0
2011-06-06,0
2011-06-07,0
2011-06-08,0
2011-06-09,0
2011-06-10,0
2011-06-13,0
2011-06-14,0
2011-06-15,0
2011-06-16,0
2011-06-17,0
2011-06-20,0
2011-06-21,0
2011-06-22,0
2011-06-23,0
2011-06-24,0
2011-06-27,0
2011-06-28,0
2011-06-29,0
2011-06-30,0
2011-07-01,0
2011-07-05,0
2011-07-06,0
2011-07-07,0
2011-07-08,0
2011-07-11,0
2011-07-12,0
2011-07-13,0
2011-07-14,0
2011-07-15,0
2011-07-18,0
2011-07-19,0
2011-07-20,0
2011-07-21,0
2011-07-22,0
2011-07-25,0
2011-07-26,0
2011-07-27,0
2011-07-28,0
2011-07-29,0
2011-08-01,0
2011-08-02,0
2011-08-03,0
2011-08-04,0
2011-08-05,0
2011-08-08,0
2011-08-09,0
2011-08-10,0
2011-08-11,0
2011-08-12,0
2011-08-15,0
2011-08-16,0
2011-08-17,0
2011-08-18,0
2011-08-19,0
2011-08-22,0
2011-08-23,0
2011-08-24,0
2011-08-25,0
2011-08-26,0
2011-08-29,0
2011-08-30,0
2011-08-31,0
2011-09-01,0
2011-09-02,0
2011-09-06,0
2011-09-07,0
2011-09-08,0
2011-09-09,0
2011-09-12,0
2011-09-13,0
2011-09-14,0
2011-09-15,0
2011-09-16,0
2011-09-19,0
2011-09-20,0
2011-09-21,0
2011-09-22,0
2011-09-23,0
2011-09-26,0
2011-09-27,0
2011-09-28,0
2011-09-29,0
2011-09-30,0
2011-10-03,0
2011-10-04,0
2011-10-05,0
2011-10-06,0
2011-10-07,0
2011-10-10,0
2011-10-11,0
2011-10-12,0
2011-10-13,0
2011-10-14,0
2011-10-17,0
2011-10-18,0
2011-10-19,0
2011-10-20,0
2011-10-21,0
2011-10-24,0
2011-10-25,0
2011-10-26,0
2011-10-27,0
2011-10-28,0
2011-10-31,0
2011-11-01,0
2011-11-02,0
2011-11-03,0
2011-11-04,0
2011-11-07,0
2011-11-08,0
2011-11-09,0
2011-11-10,0
2011-11-11,0
2011-11-14,0
2011-11-15,0
2011-11-16,0
2011-11-17,0
2011-11-18,0
2011-11-21,0
2011-11-22,0
2011-11-23,0
2011-11-25,0
2011-11-28,0
2011-11-29,0
2011-11-30,0
2011-12-01,0
2011-12-02,0
2011-12-05,0
2011-12-06,0
2011-12-07,0
2011-12-08,0
2011-12-09,0
2011-12-12,0
2011-12-13,0
2011-12-14,0
2011-12-15,0
2011-12-16,0
2011-12-19,0
2011-12-20,0
2011-12-21,0
2011-12-22,0
2011-12-23,0
2011-12-27,0
2011-12-28,0
2011-12-29,0
2011-12-30,0
2012-01-03,0
2012-01-04,0
2012-01-05,0
2012-01-06,0
2012-01-09,0
2012-01-10,0
2012-01-11,0
2012-01-12,0
2012-01-13,0
2012-01-17,0
2012-01-18,0
2012-01-19,0
2012-01-20,0
2012-01-23,0
2012-01-24,0
2012-01-25,0
2012-01-26,0
2012-01-27,0
2012-01-30,0
2012-01-31,0
2012-02-01,0
2012-02-02,0
2012-02-03,0
2012-02-06,0
2012-02-07,0
2012-02-08,0
2012-02-09,0
2012-02-10,0
2012-02-13,0
2012-02-14,0
2012-02-15,0
2012-02-16,0
2012-02-17,0
2012-02-21,0
2012-02-22,0
2012-02-23,0
2012-02-24,0
2012-02-27,0
2012-02-28,0
2012-02-29,0
2012-03-01,0
2012-03-02,0
2012-03-05,0
2012-03-06,0
2012-03-07,0
2012-03-08,0
2012-03-09,0
2012-03-12,0
2012-03-13,0
2012-03-14,0
2012-03-15,0
2012-03-16,0
2012-03-19,0
2012-03-20,0
2012-03-21,0
2012-03-22,0
2012-03-23,0
2012-03-26,0
2012-03-27,0
2012-03-28,0
2012-03-29,0
2012-03-30,0
2012-04-02,0
2012-04-03,0
2012-04-04,0
2012-04-05,0
2012-04-09,0
2012-04-10,0
2012-04-11,0
2012-04-12,0
2012-04-13,0
2012-04-16,0
2012-04-17,0
2012-04-18,0
2012-04-19,0
2012-04-20,0
2012-04-23,0
2012-04-24,0
2012-04-25,0
2012-04-26,0
2012-04-27,0
2012-04-30,0
2012-05-01,0
2012-05-02,0
2012-05-03,0
2012-05-04,0
2012-05-07,0
2012-05-08,0
2012-05-09,0
2012-05-10,0
2012-05-11,0
2012-05-14,0
2012-05-15,0
2012-05-16,0
2012-05-17,0
2012-05-18,0
2012-05-21,0
2012-05-22,0
2012-05-23,0
2012-05-24,0
2012-05-25,0
2012-05-29,0
2012-05-30,0
2012-05-31,0
2012-06-01,0
2012-06-04,0
2012-06-05,0
2012-06-06,0
2012-06-07,0
2012-06-08,0
2012-06-11,0
2012-06-12,0
2012-06-13,0
2012-06-14,0
2012-06-15,0
2012-06-18,0
2012-06-19,0
2012-06-20,0
2012-06-21,0
2012-06-22,0
2012-06-25,0
2012-06-26,0
2012-06-27,0
2012-06-28,0
2012-06-29,0
2012-07-02,0
2012-07-03,0
2012-07-05,0
2012-07-06,0
2012-07-09,0
2012-07-10,0
2012-07-11,0
2012-07-12,0
2012-07-13,0
2012-07-16,0
2012-07-17,0
2012-07-18,0
2012-07-19,0
2012-07-20,0
2012-07-23,0
2012-07-24,0
2012-07-25,0
2012-07-26,0
2012-07-27,0
2012-07-30,0
2012-07-31,0
2012-08-01,0
2012-08-02,0
2012-08-03,0
2012-08-06,0
2012-08-07,0
2012-08-08,0
2012-08-09,0
2012-08-10,0
2012-08-13,0
2012-08-14,0
2012-08-15,0
2012-08-16,0
2012-08-17,0
2012-08-20,0
2012-08-21,0
2012-08-22,0
2012-08-23,0
2012-08-24,0
2012-08-27,0
2012-08-28,0
2012-08-29,0
2012-08-30,0
2012-08-31,0
2012-09-04,0
2012-09-05,0
2012-09-06,0
2012-09-07,0
2012-09-10,0
2012-09-11,0
2012-09-12,0
2012-09-13,0
2012-09-14,0
2012-09-17,0
2012-09-18,0
2012-09-19,0
2012-09-20,0
2012-09-21,0
2012-09-24,0
2012-09-25,0
2012-09-26,0
2012-09-27,0
2012-09-28,0
2012-10-01,0
2012-10-02,0
2012-10-03,0
2012-10-04,0
2012-10-05,0
